id,name,dsd_id
LK-2136160,Menikdiwela,LK-2136
LK-2136165,Pottepitiya,LK-2136
LK-2136170,Ihala Alagalla,LK-2136
LK-2136175,Godigamuwa,LK-2136
LK-2136180,Motana Dekinda,LK-2136
LK-2136185,Gondeniya,LK-2136
LK-2136190,Madiligama,LK-2136
LK-2136195,Udarathmeewala,LK-2136
LK-2136200,Pahala Rathmeewala,LK-2136
LK-2136205,Deldeniya,LK-2136
LK-2136210,Walgowwagoda,LK-2136
LK-2136215,Kavudupana,LK-2136
LK-2136220,Haliyadda,LK-2136
LK-2136225,Danthure,LK-2136
LK-2136230,Siyambalagoda,LK-2136
LK-2136235,Parakatawella,LK-2136
LK-2136240,Imbulmalgama,LK-2136
LK-2136245,Diyapalagoda,LK-2136
LK-2136250,Mangalagama,LK-2136
LK-2136255,Karuwalawatta,LK-2136
LK-2136260,Gannoruwa Central,LK-2136
LK-2136265,Dehideniya West,LK-2136
LK-2136270,Sooriyagoda,LK-2136
LK-2136275,Malgammana,LK-2136
LK-2136280,Moladanda,LK-2136
LK-2136285,Giragama,LK-2136
LK-2136290,Arambegama East,LK-2136
LK-2136295,Kudaoya,LK-2136
LK-2136300,Kurunduwatta,LK-2136
LK-2136305,Kandangama North,LK-2136
LK-2136310,Mamudawala,LK-2136
LK-2136315,Maligathenna,LK-2136
LK-2136320,Ketakumbura,LK-2136
LK-2136325,Amunupura,LK-2136
LK-2136330,Moragolla Mahakanda,LK-2136
LK-2136335,Balana,LK-2136
LK-2136340,Weralugolla,LK-2136
LK-2136345,Pahala Mudaliwatta,LK-2136
LK-2136350,Mudaliwatta,LK-2136
LK-2136355,Panabokka,LK-2136
LK-2136360,Kandangama South,LK-2136
LK-2136365,Kotabogoda,LK-2136
LK-2136370,Urapola,LK-2136
LK-2136375,Arambegama West,LK-2136
LK-2136380,Embilmeegama North,LK-2136
LK-2136385,Ranawana,LK-2136
LK-2136390,Bulumulla,LK-2136
LK-2136395,Pilapitiya,LK-2136
LK-2136400,Kiribathkumbura East,LK-2136
LK-2136405,Dehideniya East,LK-2136
LK-2136410,Kendakaduwa,LK-2136
LK-2136415,Gannoruwa East,LK-2136
LK-2136420,Uda Eriyagama East,LK-2136
LK-2136425,Uda Eriyagama West],LK-2136
LK-2136430,Edanduwawa East,LK-2136
LK-2136435,Edanduwawa West,LK-2136
LK-2136440,Kiribathkumbura West,LK-2136
LK-2136445,Embilmeegama South,LK-2136
LK-2136450,Govindala,LK-2136
LK-2136455,Pilimathalawa,LK-2136
LK-2136460,Ilukwatta,LK-2136
LK-2136465,Madarangoda,LK-2136
LK-2136470,Kadawathgama,LK-2136
LK-2136475,Kadugannawa Town,LK-2136
LK-2139005,Gangoda,LK-2139
LK-2139010,Gangoda North,LK-2139
LK-2139015,Werellamana,LK-2139
LK-2139020,Thalawatta,LK-2139
LK-2139025,Boyagama,LK-2139
LK-2139030,Gangoda South,LK-2139
LK-2139035,Gadaladeniya North,LK-2139
LK-2139040,Kiriwavula East,LK-2139
LK-2139045,Kiriwavula West,LK-2139
LK-2139050,Alanduwaka,LK-2139
LK-2139055,Pahala Koorukuttala,LK-2139
LK-2139060,Ihala Koorukuttala,LK-2139
LK-2139065,Belungala,LK-2139
LK-2139070,Lagamuwa,LK-2139
LK-2139075,Mathgamuwa,LK-2139
LK-2139080,Urulewatta,LK-2139
LK-2139085,Warakagoda,LK-2139
LK-2139090,Hepana,LK-2139
LK-2139095,Gadaladeniya South,LK-2139
LK-2139100,Deliwala,LK-2139
LK-2139105,Pamunuwa West,LK-2139
LK-2139110,Pamunuwa East,LK-2139
LK-2139115,Mampitiya,LK-2139
LK-2139120,Rajagiriya,LK-2139
LK-2139125,Hendeniya West,LK-2139
LK-2139130,Hendeniya East,LK-2139
LK-2139135,Penideniya,LK-2139
LK-2139140,Sangabogama,LK-2139
LK-2139145,Meewathura,LK-2139
LK-2139150,Angunawala East,LK-2139
LK-2139155,Angunawala West,LK-2139
LK-2139160,Yalegoda East,LK-2139
LK-2139165,Yalegoda West,LK-2139
LK-2139170,Alapalawala East,LK-2139
LK-2139175,Alapalawala West,LK-2139
LK-2139180,Walgama,LK-2139
LK-2139185,Rabbegamuwa North,LK-2139
LK-2139190,Rabbegamuwa South,LK-2139
LK-2139195,Hiddavulla East,LK-2139
LK-2139200,Ganguldeniya,LK-2139
LK-2139205,Wattappola,LK-2139
LK-2139210,Walagedara North,LK-2139
LK-2139215,Udagama,LK-2139
LK-2139220,Aluthkanda,LK-2139
LK-2139225,Sadikkawatta,LK-2139
LK-2139230,Kovilakanda,LK-2139
LK-2139235,Walagedara South,LK-2139
LK-2139240,Nikahetiya,LK-2139
LK-2139245,Panabokka,LK-2139
LK-2139250,Hiddavulla West,LK-2139
LK-2139255,Hiyarapitiya,LK-2139
LK-2139260,Heeyawala,LK-2139
LK-2139265,Imbuldeniya,LK-2139
LK-2139270,Naranwala,LK-2139
LK-2139275,Handessa,LK-2139
LK-2139280,Piligalla West,LK-2139
LK-2139285,Piligalla East,LK-2139
LK-2139290,Godapola West,LK-2139
LK-2139295,Godapola East,LK-2139
LK-2139300,Kamburadeniya,LK-2139
LK-2139305,Meewaladeniya,LK-2139
LK-2139310,Arattana,LK-2139
LK-2139315,Davulagala,LK-2139
LK-2139320,Aravuwawala,LK-2139
LK-2139325,Rangama,LK-2139
LK-2139330,Wathupola,LK-2139
LK-2139335,Manikkawa,LK-2139
LK-2139340,Elpitikanda,LK-2139
LK-2139345,Kooradeniya,LK-2139
LK-2139350,Ambanwala,LK-2139
LK-2139355,Werawala East,LK-2139
LK-2139360,Werawala West,LK-2139
LK-2139365,Siyambalagoda,LK-2139
LK-2139370,Meddegoda,LK-2139
LK-2139375,Embekka,LK-2139
LK-2139380,Ambarapola,LK-2139
LK-2139385,Eladetta West,LK-2139
LK-2139390,Ihala Pethiyagoda,LK-2139
LK-2139395,Pethiyagoda West,LK-2139
LK-2139400,Pethiyagoda East,LK-2139
LK-2139405,Palle Aludeniya,LK-2139
LK-2139410,Karamada North,LK-2139
LK-2139415,Nawa Peradeniya,LK-2139
LK-2139420,Karamada South,LK-2139
LK-2139425,Nawa Elpitiya North,LK-2139
LK-2139430,Gelioya,LK-2139
LK-2139435,Dehipagoda West,LK-2139
LK-2139440,Dehipagoda East,LK-2139
LK-2139445,Eladetta East,LK-2139
LK-2139450,Hathnagoda,LK-2139
LK-2139455,Ketakumbura,LK-2139
LK-2139460,Boowelikada,LK-2139
LK-2139465,Dodamdeniya,LK-2139
LK-2139470,Batupitiya,LK-2139
LK-2139475,Bambaradeniya,LK-2139
LK-2139480,Pilapitiya,LK-2139
LK-2139485,Rangoda,LK-2139
LK-2139490,Ambagasthenna,LK-2139
LK-2139495,Welamboda,LK-2139
LK-2139500,Liyangaha Watta,LK-2139
LK-2139505,Maveekumbura North,LK-2139
LK-2139510,Maveekumbura South,LK-2139
LK-2139515,Watadeniya,LK-2139
LK-2139520,Viharagama,LK-2139
LK-2139525,Ganhatha,LK-2139
LK-2139530,Daskara,LK-2139
LK-2139535,Wegiriya East,LK-2139
LK-2139540,Thalawathura,LK-2139
LK-2139545,Muruthagahamula,LK-2139
LK-2139550,Pitawalawatta,LK-2139
LK-2139555,Nawa Elpitiya South,LK-2139
LK-2139560,Polgahaanga,LK-2139
LK-2139565,Delgahapitiya,LK-2139
LK-2139570,Weligalla,LK-2139
LK-2139575,Uda Aludeniya,LK-2139
LK-2139580,Palkumbura,LK-2139
LK-2139585,Lunugama,LK-2139
LK-2139590,Hondiyadeniya,LK-2139
LK-2139595,Wegiriya West,LK-2139
LK-2139600,Kotagaloluwa,LK-2139
LK-2139605,Deldeniya,LK-2139
LK-2139610,Dihitideniya,LK-2139
LK-2139615,Appallagoda East,LK-2139
LK-2139620,Appallagoda West,LK-2139
LK-2142005,Galoya,LK-2142
LK-2142010,Haloya,LK-2142
LK-2142015,Wariyagala,LK-2142
LK-2142020,Megoda Kalugamuwa,LK-2142
LK-2142025,Ganegoda,LK-2142
LK-2142030,Godawela,LK-2142
LK-2142035,Nawa Gurukele,LK-2142
LK-2142040,Nillamba,LK-2142
LK-2142045,Nawa Nillamba,LK-2142
LK-2142050,Palledelthota,LK-2142
LK-2142055,Gurukele,LK-2142
LK-2142060,Lagumdeniya,LK-2142
LK-2142065,Orayanwatta,LK-2142
LK-2142070,Doluwa,LK-2142
LK-2142075,Inguruwatta,LK-2142
LK-2142080,Naranvita,LK-2142
LK-2142085,Atuwewatta,LK-2142
LK-2142090,Gampolawatta,LK-2142
LK-2142095,Wewathenna,LK-2142
LK-2142100,Thundeniya,LK-2142
LK-2142105,Kahawatta,LK-2142
LK-2142110,Gothatuwela,LK-2142
LK-2142115,Millagahamula,LK-2142
LK-2142120,Pabadeniya,LK-2142
LK-2142125,Panvilathenna,LK-2142
LK-2142130,Masgolla,LK-2142
LK-2142135,Thumpelawaka,LK-2142
LK-2142140,Mulgama,LK-2142
LK-2142145,Ududeniya,LK-2142
LK-2142150,Hunugala,LK-2142
LK-2142155,Rajathalawa,LK-2142
LK-2142160,Pupuressa,LK-2142
LK-2142165,Pitawala,LK-2142
LK-2145005,Uduwelawatta Colony,LK-2145
LK-2145010,Galthenna,LK-2145
LK-2145015,Wathuliyedda,LK-2145
LK-2145020,Monarangala,LK-2145
LK-2145025,Nehiniwela,LK-2145
LK-2145030,Godompitiya,LK-2145
LK-2145035,Hippola,LK-2145
LK-2145040,Kossinna,LK-2145
LK-2145045,Thalathuoya  West,LK-2145
LK-2145050,Pussathenna,LK-2145
LK-2145055,Pinnagolla,LK-2145
LK-2145060,Singharagama,LK-2145
LK-2145065,Haragama,LK-2145
LK-2145070,Kapuliyadda East,LK-2145
LK-2145075,Kapuliyadda West,LK-2145
LK-2145080,Doolmure,LK-2145
LK-2145085,Bootawatta North,LK-2145
LK-2145090,Thalathuoya  East,LK-2145
LK-2145095,Ankelipitiya,LK-2145
LK-2145100,Batagalla,LK-2145
LK-2145105,Ethulgama East,LK-2145
LK-2145110,Ethulgama North,LK-2145
LK-2145115,Uduwela Pallegama East,LK-2145
LK-2145120,Uduwela Pallegama West,LK-2145
LK-2145125,Uduwela Pallegama South,LK-2145
LK-2145130,Uduwela Udagama West,LK-2145
LK-2145135,Uduwela Udagama East,LK-2145
LK-2145140,Ratemulla,LK-2145
LK-2145145,Pooliyadda,LK-2145
LK-2145150,Ethulgama West,LK-2145
LK-2145155,Ethulgama South,LK-2145
LK-2145160,Haputhale Egodagama,LK-2145
LK-2145165,Haputhale Udagama,LK-2145
LK-2145170,Moragolla,LK-2145
LK-2145175,Haputhale Pallegama,LK-2145
LK-2145180,Nugaliyadda Ihala,LK-2145
LK-2145185,Nugaliyadda Pahala,LK-2145
LK-2145190,Bootawatta South,LK-2145
LK-2145195,Godamunna West,LK-2145
LK-2145200,Narangasthenna,LK-2145
LK-2145205,Godalawela,LK-2145
LK-2145210,Bolepa,LK-2145
LK-2145215,Pathamailapitiya South,LK-2145
LK-2145220,Pathamailapitiya North,LK-2145
LK-2145225,Udamailapitiya North,LK-2145
LK-2145230,Damunugolla,LK-2145
LK-2145235,Marassana,LK-2145
LK-2145240,Medadeniya,LK-2145
LK-2145245,Welegama,LK-2145
LK-2145250,Godamunna East,LK-2145
LK-2145255,Letiyagolla,LK-2145
LK-2145260,Sriyagama,LK-2145
LK-2145265,Medagama Udagama,LK-2145
LK-2145270,Medagama Pallegama,LK-2145
LK-2145275,Kandewela,LK-2145
LK-2145280,Elikewela,LK-2145
LK-2145285,Meeruppa,LK-2145
LK-2145290,Kethigannawela,LK-2145
LK-2145295,Udamailapitiya South,LK-2145
LK-2145300,Galagoda,LK-2145
LK-2145305,Hewavissa East,LK-2145
LK-2145310,Hewavissa West,LK-2145
LK-2145315,Bawlana,LK-2145
LK-2145320,Oluwawatta,LK-2145
LK-2145325,Kiriwanagoda,LK-2145
LK-2145330,Ududeniya Madige,LK-2145
LK-2145335,Unuvinna East,LK-2145
LK-2145340,Unuvinna West,LK-2145
LK-2145345,Ududeniya,LK-2145
LK-2145350,Bopitiya,LK-2145
LK-2145355,Pothgoda,LK-2145
LK-2145360,Kahambiliyawa,LK-2145
LK-2145365,Neelawala,LK-2145
LK-2148005,Perawatta West,LK-2148
LK-2148010,Perawatta East,LK-2148
LK-2148015,Palugama,LK-2148
LK-2148020,Udadelthota,LK-2148
LK-2148025,Galaha,LK-2148
LK-2148030,Suduwella,LK-2148
LK-2148035,Greatweliya,LK-2148
LK-2148040,Bawlanawatta Janapadaya,LK-2148
LK-2148045,Maussawa,LK-2148
LK-2148050,Wanahapuwa,LK-2148
LK-2148055,Bopitiya Nagaraya,LK-2148
LK-2148060,Medakekila,LK-2148
LK-2148065,Karagaskada South,LK-2148
LK-2148070,Karagaskada North,LK-2148
LK-2148075,Gonangoda,LK-2148
LK-2148080,Kandegama,LK-2148
LK-2148085,Wetakepotha,LK-2148
LK-2148090,Pattiyagama Pallegama,LK-2148
LK-2148095,Kiriwanaketiya,LK-2148
LK-2148100,Kolambissa West,LK-2148
LK-2148105,Murapola West,LK-2148
LK-2148110,Murapola East,LK-2148
LK-2148115,Kolambissa East,LK-2148
LK-2148120,Nawaneliya,LK-2148
LK-2148125,Kotagepitiya,LK-2148
LK-2148130,Wadiyagoda,LK-2148
LK-2148135,Pattiyagama Udagama,LK-2148
LK-2148140,Pattiyagama Gabadama North,LK-2148
LK-2148145,Pattiyagama Gabadama South,LK-2148
LK-2151005,Egoda Kalugamuwa,LK-2151
LK-2151010,Udovita,LK-2151
LK-2151015,Kirinda,LK-2151
LK-2151020,Galgediyawa,LK-2151
LK-2151025,Ranawala,LK-2151
LK-2151030,Bowala,LK-2151
LK-2151035,Rathmalkaduwa,LK-2151
LK-2151040,Hapugaspitiya,LK-2151
LK-2151045,Unambuwa,LK-2151
LK-2151050,Ilangawatta,LK-2151
LK-2151055,Kahatapitiya,LK-2151
LK-2151060,Bothalapitiya,LK-2151
LK-2151065,Gampola East,LK-2151
LK-2151070,Mount Temple,LK-2151
LK-2151075,Keerapane,LK-2151
LK-2151080,Sinhapitiya North,LK-2151
LK-2151085,Sinhapitiya South,LK-2151
LK-2151090,Gampola West,LK-2151
LK-2151095,Polkumbura,LK-2151
LK-2151100,Illawathura,LK-2151
LK-2151105,Angammana East,LK-2151
LK-2151110,Angammana West,LK-2151
LK-2151115,Aregoda,LK-2151
LK-2151120,Kurukude,LK-2151
LK-2151125,Kudamake,LK-2151
LK-2151130,Godagama,LK-2151
LK-2151135,Jayamalapura,LK-2151
LK-2151140,Amumupuraya,LK-2151
LK-2151145,Wattehena,LK-2151
LK-2151150,Millagaspitiya,LK-2151
LK-2151155,Udagama,LK-2151
LK-2151160,Hunukotugama,LK-2151
LK-2151165,Dunukeulla,LK-2151
LK-2151170,Wanahapuwa,LK-2151
LK-2151175,Ihalagama,LK-2151
LK-2151180,Paradeka,LK-2151
LK-2151185,Amuhena,LK-2151
LK-2151190,Delpitiya,LK-2151
LK-2151195,Nawadevita,LK-2151
LK-2151200,Galatha,LK-2151
LK-2151205,Pallegama,LK-2151
LK-2151210,Pussellawa,LK-2151
LK-2151215,Wahugapitiya,LK-2151
LK-2151220,Pussellawagama,LK-2151
LK-2151225,Doragala,LK-2151
LK-2151230,Kekulanda,LK-2151
LK-2151235,Weliganga,LK-2151
LK-2151240,Kalugalhinna,LK-2151
LK-2151245,Mawathura,LK-2151
LK-2154005,Kohowala,LK-2154
LK-2154010,Polmalagama,LK-2154
LK-2154015,Galpaya,LK-2154
LK-2154020,Herakola,LK-2154
LK-2154025,Wallahagoda,LK-2154
LK-2154030,Maligapurana,LK-2154
LK-2154035,Gampolawela,LK-2154
LK-2154040,Ethgala North,LK-2154
LK-2154045,Thembiligala,LK-2154
LK-2154050,Pellapitiya North,LK-2154
LK-2154055,Malwattagama,LK-2154
LK-2154060,Giraulla,LK-2154
LK-2154065,Karagala,LK-2154
LK-2154070,Wetakedeniya,LK-2154
LK-2154075,Uduwella,LK-2154
LK-2154080,Patithalawa,LK-2154
LK-2154085,Kelly Group,LK-2154
LK-2154090,Alugolla,LK-2154
LK-2154095,Gemunupura,LK-2154
LK-2154100,Yatapana,LK-2154
LK-2154105,Pellapitiya South,LK-2154
LK-2154110,Ulapane North,LK-2154
LK-2154115,Udagama,LK-2154
LK-2154120,Ethgala West,LK-2154
LK-2154125,Ethgala  East,LK-2154
LK-2154130,Sinhapura,LK-2154
LK-2154135,Ulapane South,LK-2154
LK-2154140,Pitakanda,LK-2154
LK-2154145,Udahenthenna,LK-2154
LK-2154150,Rakshawa,LK-2154
LK-2154155,Miyanagolla,LK-2154
LK-2157005,Pallegama,LK-2157
LK-2157010,Warakawa,LK-2157
LK-2157015,Weligodawatta,LK-2157
LK-2157020,Dandubediruppa,LK-2157
LK-2157025,Penithuduwa,LK-2157
LK-2157030,Pahala Rambukpitiya,LK-2157
LK-2157035,Uda Rambukpitiya,LK-2157
LK-2157040,Balanthota North,LK-2157
LK-2157045,Weligampola,LK-2157
LK-2157050,Karahandungala,LK-2157
LK-2157055,Nawalapitiya South,LK-2157
LK-2157060,Nawalapitiya North,LK-2157
LK-2157065,Nawalapitiya West,LK-2157
LK-2157070,Nawalapitiya East,LK-2157
LK-2157075,Imbulpitiya,LK-2157
LK-2157080,Greenwood,LK-2157
LK-2157085,Bawwagama,LK-2157
LK-2157090,Kendopitiya,LK-2157
LK-2157095,Aluthgama,LK-2157
LK-2157100,Balanthota South,LK-2157
LK-2157105,Dekinda,LK-2157
LK-2157110,Mapakanda North,LK-2157
LK-2157115,Inguruoya North,LK-2157
LK-2157120,Kadiyanlena,LK-2157
LK-2157125,Westhole,LK-2157
LK-2157130,Inguruoya South,LK-2157
LK-2157135,Mapakanda South,LK-2157
LK-2157140,Wewegama,LK-2157
LK-2157145,Hydree,LK-2157
LK-2203005,Wetakoluwewa,LK-2203
LK-2203010,Dewahoowa Colony 2,LK-2203
LK-2203015,Makulugaswewa,LK-2203
LK-2203020,Ibbankatuwa,LK-2203
LK-2203025,Thalakiriyagama,LK-2203
LK-2203030,Thennakonpura,LK-2203
LK-2203035,Dandubendiruppa,LK-2203
LK-2203040,Dewahoowa Colony 1,LK-2203
LK-2203045,Bulanawewa,LK-2203
LK-2203050,Pahala Diggala,LK-2203
LK-2203055,Meewalapathaha,LK-2203
LK-2203060,Pahala Wewa,LK-2203
LK-2203065,Yatigalpotta,LK-2203
LK-2203070,Kumbukgolla,LK-2203
LK-2203075,Kosgahahinna,LK-2203
LK-2203080,Ralalerotawewa,LK-2203
LK-2203085,Moragolla,LK-2203
LK-2203090,Pibidunugama,LK-2203
LK-2203095,Aluthwewa,LK-2203
LK-2203100,Bambaragaswewa,LK-2203
LK-2203105,Beliyakanda,LK-2203
LK-2203110,Silwathgama,LK-2203
LK-2203115,Walaswewa,LK-2203
LK-2203120,Galapamula,LK-2203
LK-2203125,Damunumulla,LK-2203
LK-2203130,Pattiwela,LK-2203
LK-2203135,Nilagama,LK-2203
LK-2203140,Hombawa,LK-2203
LK-2203145,Palu Hombawa,LK-2203
LK-2203150,Dambawatawana,LK-2203
LK-2203155,Puwakpitiya,LK-2203
LK-2203160,Weragalawatta,LK-2203
LK-2203165,Nabadagahawatta,LK-2203
LK-2203170,Galewela Town,LK-2203
LK-2203175,Pathkolagolla,LK-2203
LK-2203180,Kospotha,LK-2203
LK-2203185,Ranwediyawa,LK-2203
LK-2203190,Pahala Bambawa,LK-2203
LK-2203195,Danduyaya,LK-2203
LK-2203200,Dambagolla,LK-2203
LK-2203205,Ihala Bambawa,LK-2203
LK-2203210,Siyambalagahawela,LK-2203
LK-2203215,Pihilyaya,LK-2203
LK-2203220,Medabedda North,LK-2203
LK-2203225,Divulgaskotuwa,LK-2203
LK-2203230,Hathadukkuwa,LK-2203
LK-2203235,Beligamuwa,LK-2203
LK-2203240,Medabedda South,LK-2203
LK-2203245,Wahakotte,LK-2203
LK-2203250,Galgodayaya,LK-2203
LK-2203255,Palapathwala,LK-2203
LK-2203260,Dembawa,LK-2203
LK-2203265,Elamalpotha,LK-2203
LK-2203270,Yatiwehera,LK-2203
LK-2203275,Lenawala,LK-2203
LK-2203280,Hewanwela,LK-2203
LK-2203285,Wegodapola,LK-2203
LK-2203290,Kendangamuwa,LK-2203
LK-2203295,Madipola,LK-2203
LK-2206005,Siyambala Wewa,LK-2206
LK-2206010,Avudangawa,LK-2206
LK-2206015,Gedigaswalana,LK-2206
LK-2206020,Pidurangala,LK-2206
LK-2206025,Thalkote,LK-2206
LK-2206030,Digampathaha,LK-2206
LK-2206035,Inamaluwa,LK-2206
LK-2206040,Nagalawewa,LK-2206
LK-2206045,Pothana,LK-2206
LK-2206050,Kimbissa,LK-2206
LK-2206055,Egodawewa,LK-2206
LK-2206060,Palutawa,LK-2206
LK-2206065,Sigiriya,LK-2206
LK-2206070,Mailattawa,LK-2206
LK-2206075,Pol Attawa,LK-2206
LK-2206080,Nikawatawana,LK-2206
LK-2206085,Kumbukkandanwala,LK-2206
LK-2206090,Bellanneoya,LK-2206
LK-2206095,Rathmalkatuwa,LK-2206
LK-2206100,Welihena,LK-2206
LK-2206105,Etawarahena,LK-2206
LK-2206110,Pallegama,LK-2206
LK-2206115,Bulagala,LK-2206
LK-2206120,Pelvehera,LK-2206
LK-2206125,Kandalama,LK-2206
LK-2206130,Pahala Erevula,LK-2206
LK-2206135,Ihala Ereula,LK-2206
LK-2206140,Welangolla,LK-2206
LK-2206145,Wewala Wewa,LK-2206
LK-2206150,Yakkuragala North,LK-2206
LK-2206155,Vilhatha,LK-2206
LK-2206160,Athuparayaya,LK-2206
LK-2206165,Pahala Wewa,LK-2206
LK-2206170,Dambulla Town,LK-2206
LK-2206175,Dambulugama,LK-2206
LK-2206180,Haluapullana Wewa,LK-2206
LK-2206185,Pohoranwewa,LK-2206
LK-2206190,Yapagama,LK-2206
LK-2206195,Rathmalgaha Ela,LK-2206
LK-2206200,Yakkuragala South,LK-2206
LK-2206205,Kalundewa Aluthgama,LK-2206
LK-2206210,Angunawel Pelessa,LK-2206
LK-2206215,Kalogaha Ela,LK-2206
LK-2206220,Thittawelgolla,LK-2206
LK-2206225,Moragollewa,LK-2206
LK-2206230,Kapuwatta,LK-2206
LK-2206235,Kiralagolla,LK-2206
LK-2206240,Wavulambe,LK-2206
LK-2206245,Embulambe,LK-2206
LK-2206250,Puwak Attawala,LK-2206
LK-2206255,Kalundewa Paranagama,LK-2206
LK-2206260,Walgamwewa,LK-2206
LK-2206265,Kiralessa,LK-2206
LK-2206270,Pannampitiya,LK-2206
LK-2206275,Welamitiyawa,LK-2206
LK-2206280,Etha Bandiwewa,LK-2206
LK-2206285,Lenadora North,LK-2206
LK-2206290,Lenadora South,LK-2206
LK-2206295,Nayakumbura,LK-2206
LK-2209005,Ussattawa,LK-2209
LK-2209010,Nikula,LK-2209
LK-2209015,Serudandapola,LK-2209
LK-2209020,Haduwa,LK-2209
LK-2209025,Bambaragahawatta,LK-2209
LK-2209030,Dambagolla,LK-2209
LK-2209035,Helambagahawatta,LK-2209
LK-2209040,Pubbiliya,LK-2209
LK-2209045,Thalagoda,LK-2209
LK-2209050,Maragamuwa,LK-2209
LK-2209055,Haduwela,LK-2209
LK-2209060,Dodamattawela,LK-2209
LK-2209065,Karavilahena,LK-2209
LK-2209070,Bobella,LK-2209
LK-2209075,Bibila,LK-2209
LK-2209080,Murutholuwa,LK-2209
LK-2209085,Mailpitiya,LK-2209
LK-2209090,Wawattawa,LK-2209
LK-2209095,Penalaboda,LK-2209
LK-2209100,Naula,LK-2209
LK-2209105,Meegaha Ela,LK-2209
LK-2209110,Bowathenna Watta,LK-2209
LK-2209115,Koombiyangahaela,LK-2209
LK-2209120,Millagahamula Thenna,LK-2209
LK-2209125,Medapihilla,LK-2209
LK-2209130,Kadawatha,LK-2209
LK-2209135,Galporugolla,LK-2209
LK-2209140,Elagamuwa,LK-2209
LK-2209145,Kongahawela,LK-2209
LK-2209150,Rajawela,LK-2209
LK-2209155,Gan Imayaya,LK-2209
LK-2209160,Moragahamada,LK-2209
LK-2209165,Pilihudugolla Pahalagama,LK-2209
LK-2209170,Pilihudugolla Ihalagama,LK-2209
LK-2209175,Arangala,LK-2209
LK-2209180,Habaragahamada,LK-2209
LK-2209185,Elhena,LK-2209
LK-2209190,Diyankaduwa,LK-2209
LK-2209195,Alugolla,LK-2209
LK-2209200,Nalanda,LK-2209
LK-2209205,Wambatuyaya,LK-2209
LK-2209210,Meegolla,LK-2209
LK-2209215,Ududeniya,LK-2209
LK-2209220,Hapugasyaya,LK-2209
LK-2209225,Lihinipitiya,LK-2209
LK-2209230,Senagama,LK-2209
LK-2209235,Andawala,LK-2209
LK-2209240,Opalgala,LK-2209
LK-2209245,Ambana,LK-2209
LK-2209250,Moragolla,LK-2209
LK-2209255,Galboda,LK-2209
LK-2209260,Kambarawa,LK-2209
LK-2212005,Janakagama,LK-2212
LK-2212010,Nilannoruwa Colony,LK-2212
LK-2212015,Aluthgama,LK-2212
LK-2212020,Demada Oya,LK-2212
LK-2212025,Mananwatta,LK-2212
LK-2212030,Nilannoruwa,LK-2212
LK-2212035,Thalakiriyawa,LK-2212
LK-2212040,Kirioruwa,LK-2212
LK-2212045,Kosgolla,LK-2212
LK-2212050,Nagahapola,LK-2212
LK-2212055,Bomeruwa,LK-2212
LK-2212060,Kobbevehera,LK-2212
LK-2212065,Millawana Pahalagama,LK-2212
LK-2212070,Millawana Medagama,LK-2212
LK-2212075,Kandewatta,LK-2212
LK-2212080,Mahayayawatta,LK-2212
LK-2212085,Medalanda,LK-2212
LK-2212090,Walmoruwa,LK-2212
LK-2212095,Moragaspitiya,LK-2212
LK-2212100,Akuramboda,LK-2212
LK-2212105,Dewarammulla,LK-2212
LK-2212110,Millawana Ihalagama,LK-2212
LK-2212115,Ambokka,LK-2212
LK-2212120,Maningamuwa West,LK-2212
LK-2212125,Maningamuwa East,LK-2212
LK-2212130,Koswatta,LK-2212
LK-2212135,Ekamuthugama,LK-2212
LK-2212140,Ambokudena,LK-2212
LK-2212145,Koholanwala,LK-2212
LK-2212150,Udurampelessa,LK-2212
LK-2212155,Ehelepola,LK-2212
LK-2212160,Pallepola North,LK-2212
LK-2212165,Monaravila,LK-2212
LK-2212170,Galahitiyagama,LK-2212
LK-2212175,Rusigama Ihalagama,LK-2212
LK-2212180,Rusigama Pahalagama,LK-2212
LK-2212185,Pallepola South,LK-2212
LK-2212190,Kinigama,LK-2212
LK-2212195,Paldeniya,LK-2212
LK-2212200,Dodamgasyaya,LK-2212
LK-2212205,Ariyagama,LK-2212
LK-2212210,Polwatta,LK-2212
LK-2212215,Thembilideniya North,LK-2212
LK-2212220,Dimbulgamuwa,LK-2212
LK-2215005,Udagama West,LK-2215
LK-2215010,Selagama,LK-2215
LK-2215015,Selagama East,LK-2215
LK-2215020,Thembilideniya,LK-2215
LK-2215025,Matale North,LK-2215
LK-2215030,Kavudupelella,LK-2215
LK-2215035,Mahawela,LK-2215
LK-2215040,Mahawela West,LK-2215
LK-2215045,Delgolla,LK-2215
LK-2215050,Galagama,LK-2215
LK-2215055,Nagolla,LK-2215
LK-2215060,Udagama,LK-2215
LK-2215065,Urulewatta,LK-2215
LK-2215070,Yatawatta,LK-2215
LK-2215075,Mediyapola,LK-2215
LK-2215080,Nikagolla,LK-2215
LK-2215085,Nikagolla North,LK-2215
LK-2215090,Dikkumbura West,LK-2215
LK-2215095,Rathalawewa,LK-2215
LK-2215100,Dikkumbura,LK-2215
LK-2215105,Wattegedara,LK-2215
LK-2215110,Galaliyadda,LK-2215
LK-2215115,Muruthawatta,LK-2215
LK-2215120,Deevilla North,LK-2215
LK-2215125,Deevilla,LK-2215
LK-2215130,Dangan Place,LK-2215
