id	name	country_id	province_id	district_id	ed_id	pd_id	population	area	subs	supers	eqs	ints	centroid	centroid_altitude
EC-04G	Hewaheta	LK	LK-2	LK-21	EC-04	EC-04G	58188	84.06	['LK-2145005', 'LK-2145010', 'LK-2145015', 'LK-2145020', 'LK-2145025', 'LK-2145030', 'LK-2145035', 'LK-2145040', 'LK-2145045', 'LK-2145050', 'LK-2145055', 'LK-2145060', 'LK-2145065', 'LK-2145070', 'LK-2145075', 'LK-2145080', 'LK-2145085', 'LK-2145090', 'LK-2145095', 'LK-2145100', 'LK-2145105', 'LK-2145110', 'LK-2145115', 'LK-2145120', 'LK-2145125', 'LK-2145130', 'LK-2145135', 'LK-2145140', 'LK-2145145', 'LK-2145150', 'LK-2145155', 'LK-2145160', 'LK-2145165', 'LK-2145170', 'LK-2145175', 'LK-2145180', 'LK-2145185', 'LK-2145190', 'LK-2145195', 'LK-2145200', 'LK-2145205', 'LK-2145210', 'LK-2145215', 'LK-2145220', 'LK-2145225', 'LK-2145230', 'LK-2145235', 'LK-2145240', 'LK-2145245', 'LK-2145250', 'LK-2145255', 'LK-2145260', 'LK-2145265', 'LK-2145270', 'LK-2145275', 'LK-2145280', 'LK-2145285', 'LK-2145290', 'LK-2145295', 'LK-2145300', 'LK-2145305', 'LK-2145310', 'LK-2145315', 'LK-2145320', 'LK-2145325', 'LK-2145330', 'LK-2145335', 'LK-2145340', 'LK-2145345', 'LK-2145350', 'LK-2145355', 'LK-2145360', 'LK-2145365']	['LG-21451']	['LK-2145', 'MOH-21450']	[]	[7.230016473557463, 80.70702943709466]	563
EC-04H	Senkadagala	LK	LK-2	LK-21	EC-04	EC-04H	62544	22.34	['LK-2130005', 'LK-2130010', 'LK-2130015', 'LK-2130020', 'LK-2130030', 'LK-2130035', 'LK-2130040', 'LK-2130045', 'LK-2130050', 'LK-2130055', 'LK-2130060', 'LK-2130125', 'LK-2130130', 'LK-2130225', 'LK-2130230', 'LK-2130235', 'LK-2130240', 'LK-2130245', 'LK-2130250', 'LK-2130255', 'LK-2130260', 'LK-2130265', 'LK-2130270', 'LK-2130275', 'LK-2130280', 'LK-2130285', 'LK-2130290', 'LK-2130295']	['LK-2130', 'MOH-21300']	[]	['LG-21121', 'LG-21301']	[7.280365744800722, 80.66889918293383]	456
EC-04I	Mahanuwara	LK	LK-2	LK-21	EC-04	EC-04I	96017	36.77	['LK-2130025', 'LK-2130065', 'LK-2130070', 'LK-2130075', 'LK-2130080', 'LK-2130085', 'LK-2130090', 'LK-2130095', 'LK-2130100', 'LK-2130105', 'LK-2130110', 'LK-2130115', 'LK-2130120', 'LK-2130135', 'LK-2130140', 'LK-2130145', 'LK-2130150', 'LK-2130155', 'LK-2130160', 'LK-2130165', 'LK-2130170', 'LK-2130175', 'LK-2130180', 'LK-2130185', 'LK-2130190', 'LK-2130195', 'LK-2130200', 'LK-2130205', 'LK-2130210', 'LK-2130215', 'LK-2130220', 'LK-2130300', 'LK-2130305', 'LK-2130310', 'LK-2130315', 'LK-2130320']	['LK-2130', 'MOH-21300']	[]	['LG-21121', 'LG-21301']	[7.26795092350221, 80.62018230613413]	639
EC-04J	Yatinuwara	LK	LK-2	LK-21	EC-04	EC-04J	106027	70.24	['LK-2136300', 'MOH-21360']	['EC-04', 'LK-21']	['LK-2136']	[]	[7.282387697391083, 80.5382504908493]	534
EC-04K	Udunuwara	LK	LK-2	LK-21	EC-04	EC-04K	110905	67.69	['MOH-21391', 'MOH-21392']	['EC-04', 'LK-21']	['LG-21390', 'LK-2139']	[]	[7.222973052753389, 80.56028455374012]	514
EC-04L	Gampola	LK	LK-2	LK-21	EC-04	EC-04L	80187	152.35	['LK-2142', 'LK-2148', 'MOH-21420', 'MOH-21480']	['EC-04', 'LK-21']	[]	['LG-21421', 'LG-21451']	[7.170491924435694, 80.66610657213141]	793
EC-04M	Nawalapitiya	LK	LK-2	LK-21	EC-04	EC-04M	206887	303.4	['LG-21540', 'LK-2151', 'LK-2154', 'LK-2157', 'MOH-21510', 'MOH-21540', 'MOH-21570']	['EC-04', 'LK-21']	[]	['LG-21421']	[7.078868177862351, 80.54849974389138]	555
EC-04P	Postal Votes Kandy	LK	None	None	EC-04	EC-04P	0	0						
EC-05A	Dambulla	LK	LK-2	LK-22	EC-05	EC-05A	171913	740.01	['LG-22030', 'LG-22120', 'LK-2203', 'LK-2206', 'LK-2212', 'MOH-22030', 'MOH-22120']	['EC-05', 'LK-22']	[]	[]	[7.823891303052294, 80.66591627716015]	199
EC-05B	Laggala	LK	LK-2	LK-22	EC-05	EC-05B	88131	1007.58	['LG-22090', 'LG-22210', 'LG-22241', 'LK-2209', 'LK-2221', 'LK-2227', 'MOH-22090', 'MOH-22210', 'MOH-22270']	['EC-05', 'LK-22']	[]	[]	[7.607349964297504, 80.80745369635801]	256
EC-05C	Matale	LK	LK-2	LK-22	EC-05	EC-05C	105106	139.61	['LG-22150', 'LK-2215', 'LK-2218', 'MOH-22150', 'MOH-22180']	['EC-05', 'LK-22']	[]	['LG-22181']	[7.544732498209145, 80.61020375704534]	671
EC-05D	Rattota	LK	LK-2	LK-22	EC-05	EC-05D	119381	184.35	['LK-2230', 'LK-2233', 'MOH-22330']	['EC-05', 'LK-22']	[]	['LG-22181']	[7.461734184240204, 80.66546354152646]	604
EC-05P	Postal Votes Matale	LK	None	None	EC-05	EC-05P	0	0						
EC-06A	Nuwara Eliya Maskeliya	LK	LK-2	LK-23	EC-06	EC-06A	417817	978.14	['LK-2312', 'LK-2315']	['EC-06', 'LK-23']	[]	[]	[6.88541210465893, 80.65063424918314]	1737
EC-06B	Kothmale	LK	LK-2	LK-23	EC-06	EC-06B	101180	225.16	['MOH-23031', 'MOH-23032']	['EC-06', 'LK-23']	['LG-23030', 'LK-2303']	[]	[7.039087830255726, 80.65527333754741]	719
EC-06C	Hanguranketha	LK	LK-2	LK-23	EC-06	EC-06C	88528	233.61	['MOH-23061', 'MOH-23062']	['EC-06', 'LK-23']	['LG-23060', 'LK-2306']	[]	[7.119701036416171, 80.77798524749727]	1174
EC-06D	Walapane	LK	LK-2	LK-23	EC-06	EC-06D	104119	320.72	['MOH-23091', 'MOH-23092']	['EC-06', 'LK-23']	['LG-23090', 'LK-2309']	[]	[7.093584837435949, 80.88684327626493]	875
EC-06P	Postal Votes Nuwara-Eliya	LK	None	None	EC-06	EC-06P	0	0						
EC-07A	Balapitiya	LK	LK-3	LK-31	EC-07	EC-07A	67432	53.58	['LG-31060', 'LK-3106120', 'MOH-31060']	['EC-07', 'LK-31']	['LK-3106']	[]	[6.313957527171375, 80.05105893526317]	2
EC-07B	Ambalangoda	LK	LK-3	LK-31	EC-07	EC-07B	78716	75.23	['LG-31331', 'LK-3133', 'LK-3134', 'MOH-31330']	['EC-07', 'LK-31']	[]	[]	[6.202779821052447, 80.1127227551536]	21
EC-07C	Karandeniya	LK	LK-3	LK-31	EC-07	EC-07C	91845	145.0	['LG-31090', 'LG-31300', 'LK-3109', 'LK-3130', 'MOH-31090', 'MOH-31300']	['EC-07', 'LK-31']	[]	[]	[6.26485369721859, 80.13101701952613]	22
EC-07D	Bentara Elpitiya	LK	LK-3	LK-31	EC-07	EC-07D	114701	225.44	['LG-31030', 'LG-31120', 'LK-3103', 'LK-3112', 'MOH-31030', 'MOH-31120']	['EC-07', 'LK-31']	[]	[]	[6.321064590281231, 80.14461259564172]	3
EC-07E	Hiniduma	LK	LK-3	LK-31	EC-07	EC-07E	96823	431.8	['LG-31150', 'LG-31210', 'LK-3115', 'LK-3118', 'LK-3121', 'MOH-31150', 'MOH-31210']	['EC-07', 'LK-31']	[]	[]	[6.319161367494074, 80.350506589982]	80
EC-07F	Baddegama	LK	LK-3	LK-31	EC-07	EC-07F	174783	399.7	['LG-31240', 'LG-31270', 'LK-3124', 'LK-3127', 'LK-3148', 'MOH-31240', 'MOH-31270']	['EC-07', 'LK-31']	[]	[]	[6.1560917319278925, 80.2997154902287]	69
EC-07G	Ratgama	LK	LK-3	LK-31	EC-07	EC-07G	101909	64.36	['LG-31362', 'MOH-31361']	['EC-07', 'LK-31']	['LK-3136']	[]	[6.140555721014161, 80.12233354623093]	5
EC-07H	Galle	LK	LK-3	LK-31	EC-07	EC-07H	101749	23.15	['LG-31392', 'LK-3139005', 'LK-3139010', 'LK-3139015', 'LK-3139020', 'LK-3139025', 'LK-3139040', 'LK-3139045']	['EC-07', 'LK-31']	['LK-3139', 'MOH-31390']	['LG-31391']	[6.053625753115206, 80.20800327062294]	11
EC-07I	Akmeemana	LK	LK-3	LK-31	EC-07	EC-07I	128107	96.51	['LK-3142', 'LK-3145', 'MOH-31420']	['EC-07', 'LK-31']	[]	['LG-31391']	[6.066571652405379, 80.26351512297063]	34
EC-07J	Habaraduwa	LK	LK-3	LK-31	EC-07	EC-07J	107269	108.95	['LG-31510', 'LG-31540', 'LK-3151', 'LK-3154', 'MOH-31510', 'MOH-31540']	['EC-07', 'LK-31']	[]	[]	[6.018706428499704, 80.3409961532048]	5
EC-07P	Postal Votes Galle	LK	None	None	EC-07	EC-07P	0	0						
EC-08A	Deniyaya	LK	LK-3	LK-32	EC-08	EC-08A	114441	318.24	['LG-32030', 'LG-32060', 'LK-3203', 'LK-3206', 'MOH-32030', 'MOH-32060']	['EC-08', 'LK-32']	[]	[]	[6.286701936142362, 80.51046242641331]	562
EC-08B	Hakmana	LK	LK-3	LK-32	EC-08	EC-08B	141069	326.3	['LG-32090', 'LG-32300', 'LK-3209', 'LK-3212', 'LK-3230', 'MOH-32090', 'MOH-32300']	['EC-08', 'LK-32']	[]	[]	[6.201258271196148, 80.60599213095477]	468
EC-08C	Akuressa	LK	LK-3	LK-32	EC-08	EC-08C	120072	256.72	['LG-32151', 'LG-32180', 'LG-32240', 'LK-3215', 'LK-3218', 'LK-3224', 'MOH-32151', 'MOH-32180', 'MOH-32240']	['EC-08', 'LK-32']	[]	[]	[6.110573305826312, 80.46665143334785]	17
EC-08D	Kamburupitiya	LK	LK-3	LK-32	EC-08	EC-08D	94795	157.95	['LG-32270', 'LG-32330', 'LG-32360', 'LK-3227', 'LK-3233', 'LK-3236', 'MOH-32270', 'MOH-32330', 'MOH-32360']	['EC-08', 'LK-32']	[]	[]	[6.041978953065034, 80.5824004530167]	42
EC-08E	Devinuwara	LK	LK-3	LK-32	EC-08	EC-08E	102925	89.03	['LG-32451', 'LG-32452', 'LK-3245', 'LK-3248', 'MOH-32451', 'MOH-32452']	['EC-08', 'LK-32']	[]	[]	[5.981056203265882, 80.64868154260574]	54
EC-08F	Matara	LK	LK-3	LK-32	EC-08	EC-08F	115805	57.43	['LG-32421', 'LG-32422', 'MOH-32421', 'MOH-32422']	['EC-08', 'LK-32']	['LK-3242']	[]	[5.962795213139945, 80.56168044688303]	36
EC-08G	Weligama	LK	LK-3	LK-32	EC-08	EC-08G	124941	110.32	['LG-32211', 'LK-3239', 'MOH-32390']	['EC-08', 'LK-32']	[]	[]	[5.997564300305255, 80.44079139346817]	8
EC-08P	Postal Votes Matara	LK	None	None	EC-08	EC-08P	0	0						
EC-09A	Mulkirigala	LK	LK-3	LK-33	EC-09	EC-09A	130611	330.49	['LG-33241', 'LK-3321', 'LK-3325', 'MOH-33210', 'MOH-33250']	['EC-09', 'LK-33']	[]	['LG-33211']	[6.210161966596474, 80.72420946874045]	87
EC-09B	Beliatta	LK	LK-3	LK-33	EC-09	EC-09B	75010	145.37	['LK-3327', 'LK-3330', 'MOH-33270']	['EC-09', 'LK-33']	[]	['LG-33211']	[6.074190456263309, 80.71254278173255]	39
EC-09C	Tangalle	LK	LK-3	LK-33	EC-09	EC-09C	193751	539.89	['LG-33150', 'LG-33180', 'LK-3315', 'LK-3318', 'LK-3333', 'MOH-33150', 'MOH-33180', 'MOH-33330']	['EC-09', 'LK-33']	[]	[]	[6.14639180830959, 80.88838178751652]	29
EC-09D	Thissamaharama	LK	LK-3	LK-33	EC-09	EC-09D	200531	1625.73	['LG-33030', 'LG-33060', 'LG-33090', 'LK-3303', 'LK-3306', 'LK-3309', 'LK-3312', 'MOH-33030', 'MOH-33060', 'MOH-33090', 'MOH-33120']	['EC-09', 'LK-33']	[]	[]	[6.324124087899335, 81.27894996397303]	44
EC-09P	Postal Votes Hambantota	LK	None	None	EC-09	EC-09P	0	0						
EC-10A	Kayts	LK	LK-4	LK-41	EC-10	EC-10A	40018	190.3	['LK-4103', 'MOH-41031']	['LK-41']	[]	[]	[9.6163528137179, 79.83130011263108]	0
EC-10B	Vaddukoddai	LK	LK-4	LK-41	EC-10	EC-10B	46438	49.13	['LK-4106005', 'LK-4106010', 'LK-4106015', 'LK-4106020', 'LK-4106025', 'LK-4106030', 'LK-4106035', 'LK-4106040', 'LK-4106045', 'LK-4106050', 'LK-4106055', 'LK-4106060', 'LK-4106065', 'LK-4106070', 'LK-4106075', 'LK-4106080', 'LK-4106085', 'LK-4106090', 'LK-4106095', 'LK-4106100', 'LK-4106105', 'LK-4106110', 'LK-4106115', 'LK-4106120', 'LK-4106125']	['LK-41']	['LG-41060', 'LK-4106', 'MOH-41060']	[]	[9.74141657371787, 79.94601483977483]	14
EC-10C	Kankesanthurai	LK	LK-4	LK-41	EC-10	EC-10C	82534	93.75	['LG-41120', 'LG-41150', 'LK-4112', 'LK-4115', 'MOH-41120', 'MOH-41150']	['LK-41']	[]	[]	[9.77357487666153, 80.03855554948441]	17
EC-10D	Manipay	LK	LK-4	LK-41	EC-10	EC-10D	52269	48.56	['LK-4109005', 'LK-4109010', 'LK-4109015', 'LK-4109020', 'LK-4109025', 'LK-4109030', 'LK-4109035', 'LK-4109040', 'LK-4109045', 'LK-4109050', 'LK-4109055', 'LK-4109060', 'LK-4109065', 'LK-4109070', 'LK-4109075', 'LK-4109080', 'LK-4109085', 'LK-4109090', 'LK-4109095', 'LK-4109100', 'LK-4109105', 'LK-4109110', 'LK-4109115', 'LK-4109120', 'LK-4109125', 'LK-4109130', 'LK-4109135', 'LK-4109140']	['LK-41']	['LG-41090', 'LK-4109', 'MOH-41090']	[]	[9.75058313482918, 79.98100407963564]	12
EC-10E	Kopay	LK	LK-4	LK-41	EC-10	EC-10E	73225	97.09	['LK-4118005', 'LK-4118010', 'LK-4118015', 'LK-4118020', 'LK-4118025', 'LK-4118030', 'LK-4118035', 'LK-4118040', 'LK-4118045', 'LK-4118050', 'LK-4118055', 'LK-4118060', 'LK-4118065', 'LK-4118070', 'LK-4118075', 'LK-4118080', 'LK-4118085', 'LK-4118090', 'LK-4118095', 'LK-4118100', 'LK-4118105', 'LK-4118110', 'LK-4118115', 'LK-4118120', 'LK-4118125', 'LK-4118130', 'LK-4118135', 'LK-4118140', 'LK-4118145', 'LK-4118150', 'LK-4118155']	['LK-41']	['LG-41180', 'LK-4118', 'MOH-41180']	[]	[9.740170885019687, 80.0932430307658]	5
EC-10F	Udupiddy	LK	LK-4	LK-41	EC-10	EC-10F	45730	73.87	['LG-41211', 'LK-4121040']	['LK-41']	['LK-4121', 'MOH-41211']	['LG-41212']	[9.77958575291895, 80.18614787069725]	-1
EC-10G	Point Pedro	LK	LK-4	LK-41	EC-10	EC-10G	60331	173.06	['LG-41241', 'LK-4127']	['LK-41']	['MOH-41212']	['LG-41212']	[9.666199614853314, 80.36055233581024]	0
EC-10H	Chavakachcheri	LK	LK-4	LK-41	EC-10	EC-10H	64704	222.57	['LG-41301', 'LG-41302']	['LK-41']	['LK-4130', 'MOH-41300']	[]	[9.673094004075052, 80.19113923069825]	14
EC-10I	Nallur	LK	LK-4	LK-41	EC-10	EC-10I	68142	33.79	['LG-41332', 'LK-4133015', 'LK-4133020', 'LK-4133025', 'LK-4133030', 'LK-4133035', 'LK-4133045', 'LK-4133050', 'LK-4133060', 'LK-4133065', 'LK-4133070', 'LK-4133075', 'LK-4133080', 'LK-4133085', 'LK-4133090', 'LK-4133095', 'LK-4133100', 'LK-4133105']	['LK-41']	['LK-4133', 'MOH-41330']	['LG-41331']	[9.667945614483248, 80.04895063308686]	3
EC-10J	Jaffna	LK	LK-4	LK-41	EC-10	EC-10J	50491	10.59	['LK-4136005', 'LK-4136010', 'LK-4136015', 'LK-4136020', 'LK-4136025', 'LK-4136030', 'LK-4136035', 'LK-4136040', 'LK-4136045', 'LK-4136050', 'LK-4136055', 'LK-4136060', 'LK-4136065', 'LK-4136070', 'LK-4136075', 'LK-4136080', 'LK-4136085', 'LK-4136090', 'LK-4136095', 'LK-4136100', 'LK-4136105', 'LK-4136110', 'LK-4136115', 'LK-4136120', 'LK-4136125', 'LK-4136130', 'LK-4136135', 'LK-4136140']	['LG-41331']	['LK-4136', 'MOH-41360']	[]	[9.663274181557878, 80.02118904218327]	11
EC-10K	Kilinochchi	LK	LK-4	LK-45	EC-10	EC-10K	113510	1268.05	['LG-45030', 'LG-45061', 'LG-45120', 'LK-4503', 'LK-4512', 'MOH-45030', 'MOH-45120']	['EC-10']	['LK-45']	[]	[9.415741907157702, 80.30357968711773]	8
EC-10P	Postal Votes Jaffna	LK	None	None	EC-10	EC-10P	0	0						
EC-11A	Mannar	LK	LK-4	LK-42	EC-11	EC-11A	99570	2025.57	['LG-42061', 'LG-42092', 'LG-42150', 'LK-4203', 'LK-4209', 'LK-4215', 'MOH-42030', 'MOH-42090', 'MOH-42150']	['EC-11']	['LK-42']	[]	[8.877429214147043, 80.08862837174242]	37
EC-11B	Vavuniya	LK	LK-4	LK-43	EC-11	EC-11B	172060	1908.95	['LG-43030', 'LG-43060', 'LG-43120', 'LK-4303', 'LK-4306', 'LK-4309', 'LK-4312', 'MOH-43060', 'MOH-43090', 'MOH-43120']	['EC-11']	['LK-43']	[]	[8.852070569533002, 80.46740390817536]	79
EC-11C	Mullaitivu	LK	LK-4	LK-44	EC-11	EC-11C	92193	2710.86	['LG-44030', 'LG-44060', 'LG-44091', 'LG-44150', 'LK-4403', 'LK-4406', 'LK-4415', 'LK-4418', 'MOH-44030', 'MOH-44060', 'MOH-44150']	['EC-11']	['LK-44']	[]	[9.167642689422122, 80.54909070875506]	67
EC-11P	Postal Votes Vanni	LK	None	None	EC-11	EC-11P	0	0						
EC-12A	Kalkudah	LK	LK-5	LK-51	EC-12	EC-12A	118925	1175.96	['LG-51030', 'LG-51041', 'LG-51042', 'LK-5103', 'LK-5104', 'LK-5106', 'LK-5109', 'LK-5110', 'MOH-51030', 'MOH-51100']	['EC-12', 'LK-51']	[]	[]	[7.9607648568953815, 81.39176892947027]	20
EC-12B	Batticaloa	LK	LK-5	LK-51	EC-12	EC-12B	128610	901.35	['LG-51210', 'LK-5112', 'LK-5115', 'LK-5121', 'MOH-51150', 'MOH-51210']	['EC-12', 'LK-51']	[]	[]	[7.685645165146539, 81.50953976713261]	23
EC-12C	Paddiruppu	LK	LK-5	LK-51	EC-12	EC-12C	279032	428.93	['LG-51240', 'LG-51270', 'LG-51300', 'LG-51330', 'LG-51360', 'LK-5118', 'LK-5124', 'LK-5127', 'LK-5130', 'LK-5133', 'LK-5136', 'MOH-51240', 'MOH-51270', 'MOH-51300', 'MOH-51330', 'MOH-51360']	['EC-12', 'LK-51']	[]	[]	[7.5556205249017125, 81.69880874449136]	30
EC-12P	Postal Votes Batticaloa	LK	None	None	EC-12	EC-12P	0	0						
EC-13A	Ampara	LK	LK-5	LK-52	EC-13	EC-13A	201450	2157.97	['LG-52060', 'LG-52090', 'LG-52120', 'LK-5203', 'LK-5206', 'LK-5209', 'LK-5212', 'LK-5215', 'MOH-52060', 'MOH-52090', 'MOH-52120', 'MOH-52150']	['EC-13', 'LK-52']	[]	['LG-52152']	[7.489990331795937, 81.36091182979204]	54
EC-13B	Samanthurai	LK	LK-5	LK-52	EC-13	EC-13B	132741	307.89	['LG-52182', 'LG-52341', 'LK-5216', 'LK-5218', 'LK-5234', 'LK-5236', 'MOH-52180']	['EC-13', 'LK-52']	[]	['LG-52361', 'MOH-52360', 'MOH-52420']	[7.308210293244645, 81.76083507427016]	14
EC-13C	Kalmunai	LK	LK-5	LK-52	EC-13	EC-13C	143093	61.43	['LG-52241', 'LG-52270', 'LG-52300', 'LK-5221', 'LK-5227', 'LK-5230', 'MOH-52270', 'MOH-52300']	['EC-13', 'LK-52']	[]	[]	[7.3664613454816905, 81.83326358232293]	5
EC-13D	Pothuvil	LK	LK-5	LK-52	EC-13	EC-13D	172118	1987.86	['LG-52330', 'LG-52450', 'LG-52480', 'LG-52510', 'LK-5233', 'LK-5239', 'LK-5242', 'LK-5245', 'LK-5248', 'LK-5251', 'MOH-52330', 'MOH-52450', 'MOH-52480', 'MOH-52510']	['EC-13', 'LK-52']	[]	['LG-52152', 'LG-52361', 'MOH-52360', 'MOH-52420']	[6.947339603458035, 81.71467456802738]	35
EC-13P	Postal Votes Digamadulla	LK	None	None	EC-13	EC-13P	0	0						
EC-14A	Seruvila	LK	LK-5	LK-53	EC-14	EC-14A	192215	1893.01	['LG-53180', 'LG-53210', 'LG-53330', 'LK-5303', 'LK-5318', 'LK-5321', 'LK-5324', 'LK-5330', 'LK-5333', 'MOH-53091', 'MOH-53180', 'MOH-53210', 'MOH-53240', 'MOH-53330']	['EC-14', 'LK-53']	[]	['LG-53153', 'MOH-53154']	[8.502062678885768, 81.07558508218767]	43
EC-14B	Trincomalee	LK	LK-5	LK-53	EC-14	EC-14B	130705	567.37	['LK-5306', 'LK-5315']	['EC-14', 'LK-53']	[]	['LG-53153', 'MOH-53154']	[8.755772514112063, 81.07767288767884]	15
EC-14C	Muttur	LK	LK-5	LK-53	EC-14	EC-14C	56621	197.26	['LK-5327005', 'LK-5327010', 'LK-5327015', 'LK-5327020', 'LK-5327025', 'LK-5327030', 'LK-5327035', 'LK-5327040', 'LK-5327045', 'LK-5327050', 'LK-5327055', 'LK-5327060', 'LK-5327065', 'LK-5327070', 'LK-5327075', 'LK-5327080', 'LK-5327085', 'LK-5327090', 'LK-5327095', 'LK-5327100', 'LK-5327105', 'LK-5327110', 'LK-5327115', 'LK-5327120', 'LK-5327125', 'LK-5327130', 'LK-5327135', 'LK-5327140', 'LK-5327145', 'LK-5327150', 'LK-5327155', 'LK-5327160', 'LK-5327165', 'LK-5327170', 'LK-5327175', 'LK-5327180', 'LK-5327185', 'LK-5327190', 'LK-5327195', 'LK-5327200', 'LK-5327205', 'LK-5327210']	['EC-14', 'LK-53']	['LG-53272', 'LK-5327', 'MOH-53272']	[]	[8.430667342434205, 81.29062470909274]	19
EC-14P	Postal Votes Trincomalee	LK	None	None	EC-14	EC-14P	0	0						
EC-15A	Galgamuwa	LK	LK-6	LK-61	EC-15	EC-15A	112271	658.19	['LG-61030', 'LG-61061', 'LK-6103', 'LK-6106', 'LK-6109', 'MOH-61030', 'MOH-61061']	['EC-15', 'LK-61']	[]	[]	[8.031381434768141, 80.2609904527686]	112
EC-15B	Nikaweratiya	LK	LK-6	LK-61	EC-15	EC-15B	119583	595.19	['LG-61151', 'LG-61390', 'LK-6139', 'MOH-61390']	['EC-15', 'LK-61']	[]	[]	[7.7773204653651105, 80.10338044089774]	45
EC-15C	Yapahuwa	LK	LK-6	LK-61	EC-15	EC-15C	156502	826.07	['LG-61121', 'LG-61270', 'LK-6127', 'MOH-61270']	['EC-15', 'LK-61']	[]	[]	[7.822120529011668, 80.34860768885518]	149
EC-15D	Hiriyala	LK	LK-6	LK-61	EC-15	EC-15D	125098	369.05	['LK-6130', 'LK-6133', 'MOH-61300', 'MOH-61330']	['EC-15', 'LK-61']	['LG-61301']	[]	[7.633593588540384, 80.43066052253785]	124
EC-15E	Wariyapola	LK	LK-6	LK-61	EC-15	EC-15E	61425	203.03	['LK-6136005', 'LK-6136010', 'LK-6136015', 'LK-6136020', 'LK-6136025', 'LK-6136030', 'LK-6136035', 'LK-6136040', 'LK-6136045', 'LK-6136050', 'LK-6136055', 'LK-6136060', 'LK-6136065', 'LK-6136070', 'LK-6136075', 'LK-6136080', 'LK-6136085', 'LK-6136090', 'LK-6136095', 'LK-6136100', 'LK-6136105', 'LK-6136110', 'LK-6136115', 'LK-6136120', 'LK-6136125', 'LK-6136130', 'LK-6136135', 'LK-6136140', 'LK-6136145', 'LK-6136150', 'LK-6136155', 'LK-6136160', 'LK-6136165', 'LK-6136170', 'LK-6136175', 'LK-6136180', 'LK-6136185', 'LK-6136190', 'LK-6136195', 'LK-6136200', 'LK-6136205', 'LK-6136210', 'LK-6136215', 'LK-6136220', 'LK-6136225', 'LK-6136230', 'LK-6136235', 'LK-6136240', 'LK-6136245', 'LK-6136250', 'LK-6136255', 'LK-6136260', 'LK-6136265', 'LK-6136270', 'LK-6136275', 'LK-6136280']	['LG-61361']	['LK-6136', 'MOH-61360']	[]	[7.661858344292861, 80.23964015763242]	84
EC-15F	Panduwasnuwara	LK	LK-6	LK-61	EC-15	EC-15F	96128	284.86	['LG-61451', 'LK-6145', 'MOH-61451']	['EC-15', 'LK-61']	[]	[]	[7.584072078906995, 80.10203458236869]	63
EC-15G	Bingiriya	LK	LK-6	LK-61	EC-15	EC-15G	114580	314.89	['LG-61420', 'LK-6142', 'LK-6175', 'MOH-61420']	['EC-15', 'LK-61']	[]	[]	[7.559647679219104, 79.96096141656173]	48
EC-15H	Katugampola	LK	LK-6	LK-61	EC-15	EC-15H	124225	286.71	['LK-6178005', 'LK-6178010', 'LK-6178015', 'LK-6178020', 'LK-6178025', 'LK-6178030', 'LK-6178035', 'LK-6178040', 'LK-6178045', 'LK-6178050', 'LK-6178055', 'LK-6178060', 'LK-6178065', 'LK-6178070', 'LK-6178075', 'LK-6178080', 'LK-6178085', 'LK-6178090', 'LK-6178095', 'LK-6178100', 'LK-6178105', 'LK-6178110', 'LK-6178115', 'LK-6178120', 'LK-6178125', 'LK-6178130', 'LK-6178135', 'LK-6178140', 'LK-6178145', 'LK-6178150', 'LK-6178155', 'LK-6178160', 'LK-6178165', 'LK-6178170', 'LK-6178175', 'LK-6178180', 'LK-6178185', 'LK-6178190', 'LK-6178195', 'LK-6178200', 'LK-6178205', 'LK-6178210', 'LK-6178215', 'LK-6178220', 'LK-6178225', 'LK-6178230', 'LK-6178235', 'LK-6178240', 'LK-6178245', 'LK-6178250', 'LK-6178255', 'LK-6178260', 'LK-6178265', 'LK-6178270', 'LK-6178275', 'LK-6178280', 'LK-6178285', 'LK-6178290', 'LK-6178295', 'LK-6178300', 'LK-6178305', 'LK-6178310', 'LK-6178315', 'LK-6178320', 'LK-6178325', 'LK-6178330', 'LK-6178335', 'LK-6178340', 'LK-6178345', 'LK-6178350', 'LK-6178355', 'LK-6178360', 'LK-6178365', 'LK-6178370', 'LK-6178375', 'LK-6178380', 'LK-6178385', 'LK-6178390', 'LK-6178395', 'LK-6178400', 'LK-6178405', 'LK-6178410', 'LK-6178415', 'LK-6178420', 'LK-6178425', 'LK-6178430', 'LK-6178435']	['EC-15', 'LK-61']	['LG-61780', 'LK-6178', 'MOH-61780']	[]	[7.3626748194255, 80.03152803310576]	40
EC-15I	Kuliyapitiya	LK	LK-6	LK-61	EC-15	EC-15I	131378	279.07	['LG-61691', 'LK-6172']	['EC-15', 'LK-61']	['MOH-61691']	[]	[7.471766960390388, 80.1014920278662]	78
EC-15J	Dambadeniya	LK	LK-6	LK-61	EC-15	EC-15J	119946	239.99	['LG-61810', 'LG-61840', 'LK-6181', 'LK-6184', 'MOH-61810', 'MOH-61840']	['EC-15', 'LK-61']	[]	[]	[7.360354123132422, 80.2065847850368]	119
EC-15K	Polgahawela	LK	LK-6	LK-61	EC-15	EC-15K	135712	300.6	['LG-61661', 'LK-6149', 'LK-6187']	['EC-15', 'LK-61']	[]	['LG-61361']	[7.466256931481647, 80.27710941264786]	99
