id	name	country_id	province_id	district_id	dsd_id	ed_id	area	population	hasc	subs	supers	eqs	ints	centroid	centroid_altitude
LK-5133	Porativu Pattu	LK	LK-5	LK-51	LK-5133	EC-12	182.0	36222	LK.BC.PP	['LK-5133005', 'LK-5133010', 'LK-5133015', 'LK-5133020', 'LK-5133025', 'LK-5133030', 'LK-5133035', 'LK-5133040', 'LK-5133045', 'LK-5133050', 'LK-5133055', 'LK-5133060', 'LK-5133065', 'LK-5133070', 'LK-5133075', 'LK-5133080', 'LK-5133085', 'LK-5133090', 'LK-5133095', 'LK-5133100', 'LK-5133105', 'LK-5133110', 'LK-5133115', 'LK-5133120', 'LK-5133125', 'LK-5133130', 'LK-5133135', 'LK-5133140', 'LK-5133145', 'LK-5133150', 'LK-5133155', 'LK-5133160', 'LK-5133165', 'LK-5133170', 'LK-5133175', 'LK-5133180', 'LK-5133185', 'LK-5133190', 'LK-5133195', 'LK-5133200', 'LK-5133205', 'LK-5133210', 'LK-5133215']	['EC-12C']	['LG-51330', 'MOH-51330']	[]	[7.499613925062442, 81.706658867825]	8
LK-5136	Manmunai South & Eruvil pattu	LK	LK-5	LK-51	LK-5136	EC-12	63.0	60807	LK.BC.ME	['LK-5136005', 'LK-5136010', 'LK-5136015', 'LK-5136020', 'LK-5136025', 'LK-5136030', 'LK-5136035', 'LK-5136040', 'LK-5136045', 'LK-5136050', 'LK-5136055', 'LK-5136060', 'LK-5136065', 'LK-5136070', 'LK-5136075', 'LK-5136080', 'LK-5136085', 'LK-5136090', 'LK-5136095', 'LK-5136100', 'LK-5136105', 'LK-5136110', 'LK-5136115', 'LK-5136120', 'LK-5136125', 'LK-5136130', 'LK-5136135', 'LK-5136140', 'LK-5136145', 'LK-5136150', 'LK-5136155', 'LK-5136160', 'LK-5136165', 'LK-5136170', 'LK-5136175', 'LK-5136180', 'LK-5136185', 'LK-5136190', 'LK-5136195', 'LK-5136200', 'LK-5136205', 'LK-5136210', 'LK-5136215', 'LK-5136220', 'LK-5136225']	['EC-12C']	['LG-51360', 'MOH-51360']	[]	[7.521329027155894, 81.79140501636842]	12
LK-5203	Dehiattakandiya	LK	LK-5	LK-52	LK-5203	EC-13	394.0	60178	LK.AP.DE	['LG-52030', 'LK-5203015', 'MOH-52030']	['EC-13A']	[]	[]	[7.62397920782974, 81.08684619392575]	106
LK-5206	Padiyathalawa	LK	LK-5	LK-52	LK-5206	EC-13	379.0	18290	LK.AP.PA	['LK-5206005', 'LK-5206010', 'LK-5206015', 'LK-5206020', 'LK-5206025', 'LK-5206030', 'LK-5206035', 'LK-5206040', 'LK-5206045', 'LK-5206050', 'LK-5206055', 'LK-5206060', 'LK-5206065', 'LK-5206070', 'LK-5206075', 'LK-5206080', 'LK-5206085', 'LK-5206090', 'LK-5206095', 'LK-5206100']	['EC-13A']	['LG-52060', 'MOH-52060']	[]	[7.426895398621756, 81.26225774034717]	97
LK-5209	Mahaoya	LK	LK-5	LK-52	LK-5209	EC-13	667.0	20828	LK.AP.MA	['LK-5209005', 'LK-5209010', 'LK-5209015', 'LK-5209020', 'LK-5209025', 'LK-5209030', 'LK-5209035', 'LK-5209040', 'LK-5209045', 'LK-5209050', 'LK-5209055', 'LK-5209060', 'LK-5209065', 'LK-5209070', 'LK-5209075', 'LK-5209080', 'LK-5209085']	['EC-13A']	['LG-52090', 'MOH-52090']	[]	[7.562757906005336, 81.34876122228479]	84
LK-5212	Uhana	LK	LK-5	LK-52	LK-5212	EC-13	485.0	58325	LK.AP.UH	['LK-5212005', 'LK-5212010', 'LK-5212015', 'LK-5212020', 'LK-5212025', 'LK-5212030', 'LK-5212035', 'LK-5212040', 'LK-5212045', 'LK-5212050', 'LK-5212055', 'LK-5212060', 'LK-5212065', 'LK-5212070', 'LK-5212075', 'LK-5212080', 'LK-5212085', 'LK-5212090', 'LK-5212095', 'LK-5212100', 'LK-5212105', 'LK-5212110', 'LK-5212115', 'LK-5212120', 'LK-5212125', 'LK-5212130', 'LK-5212135', 'LK-5212140', 'LK-5212145', 'LK-5212150', 'LK-5212155', 'LK-5212160', 'LK-5212165', 'LK-5212170', 'LK-5212175', 'LK-5212180', 'LK-5212185', 'LK-5212190', 'LK-5212195', 'LK-5212200', 'LK-5212205', 'LK-5212210', 'LK-5212215', 'LK-5212220', 'LK-5212225', 'LK-5212230', 'LK-5212235', 'LK-5212240', 'LK-5212245', 'LK-5212250', 'LK-5212255', 'LK-5212260', 'LK-5212265', 'LK-5212270', 'LK-5212275']	['EC-13A']	['LG-52120', 'MOH-52120']	[]	[7.397606192045576, 81.59410326498269]	67
LK-5215	Ampara	LK	LK-5	LK-52	LK-5215	EC-13	174.0	43829	LK.AP.AM	['LG-52151', 'LK-5215005', 'LK-5215060', 'LK-5215065', 'LK-5215070', 'LK-5215075', 'LK-5215080', 'LK-5215085', 'LK-5215090', 'LK-5215095', 'LK-5215100', 'LK-5215105', 'LK-5215110']	['EC-13A']	['MOH-52150']	['LG-52152']	[7.272733509074947, 81.59136068940958]	63
LK-5216	Navithanveli	LK	LK-5	LK-52	LK-5216	EC-13	74.88	18727	LK.AP.NA	['LG-52161', 'LK-5216095', 'MOH-52160']	['EC-13B']	[]	[]	[7.413342654194346, 81.76562153925666]	11
LK-5218	Samanthurai	LK	LK-5	LK-52	LK-5218	EC-13	229.0	60465	LK.AP.SM	['LK-5218005', 'LK-5218010', 'LK-5218015', 'LK-5218020', 'LK-5218025', 'LK-5218030', 'LK-5218035', 'LK-5218040', 'LK-5218045', 'LK-5218050', 'LK-5218055', 'LK-5218060', 'LK-5218065', 'LK-5218070', 'LK-5218075', 'LK-5218080', 'LK-5218085', 'LK-5218090', 'LK-5218095', 'LK-5218100', 'LK-5218105', 'LK-5218110', 'LK-5218115', 'LK-5218120', 'LK-5218125', 'LK-5218130', 'LK-5218135', 'LK-5218140', 'LK-5218145', 'LK-5218150', 'LK-5218155', 'LK-5218160', 'LK-5218165', 'LK-5218170', 'LK-5218175', 'LK-5218180', 'LK-5218185', 'LK-5218190', 'LK-5218195', 'LK-5218200', 'LK-5218205', 'LK-5218210', 'LK-5218215', 'LK-5218220', 'LK-5218225', 'LK-5218230', 'LK-5218235', 'LK-5218240', 'LK-5218245', 'LK-5218250', 'LK-5218255']	['EC-13B']	['LG-52182', 'MOH-52180']	[]	[7.326994772804123, 81.76379059140672]	13
LK-5221	Kalmunai Tamil Division	LK	LK-5	LK-52	LK-5221	EC-13	10.57	29800	LK.AP.KT	['LK-5221005', 'LK-5221010', 'LK-5221015', 'LK-5221020', 'LK-5221025', 'LK-5221030', 'LK-5221035', 'LK-5221040', 'LK-5221045', 'LK-5221050', 'LK-5221055', 'LK-5221060', 'LK-5221065', 'LK-5221070', 'LK-5221075', 'LK-5221080', 'LK-5221085', 'LK-5221090', 'LK-5221095', 'LK-5221100', 'LK-5221105', 'LK-5221110', 'LK-5221115', 'LK-5221120', 'LK-5221125', 'LK-5221130', 'LK-5221135', 'LK-5221140', 'LK-5221145']	['EC-13C']	[]	[]	[7.423756765763966, 81.81548023839493]	7
LK-5224	Kalmunai	LK	LK-5	LK-52	LK-5224	EC-13	22.0	44632	LK.AP.KL	['MOH-52241', 'MOH-52242']	['LG-52241']	[]	[]	[7.417257827014061, 81.82232535367267]	9
LK-5225	Sainthamaruthu	LK	LK-5	LK-52	LK-5225	EC-13	6.0	25461	LK.AP.SI	['LK-5225005', 'LK-5225010', 'LK-5225015', 'LK-5225020', 'LK-5225025', 'LK-5225030', 'LK-5225035', 'LK-5225040', 'LK-5225045', 'LK-5225050', 'LK-5225055', 'LK-5225060', 'LK-5225065', 'LK-5225070', 'LK-5225075', 'LK-5225080', 'LK-5225085']	['LG-52241']	['MOH-52250']	[]	[7.386638498002205, 81.83140444863994]	2
LK-5227	Karaitheevu	LK	LK-5	LK-52	LK-5227	EC-13	7.0	16839	LK.AP.KR	['LK-5227005', 'LK-5227010', 'LK-5227015', 'LK-5227020', 'LK-5227025', 'LK-5227030', 'LK-5227035', 'LK-5227040', 'LK-5227045', 'LK-5227050', 'LK-5227055', 'LK-5227060', 'LK-5227065', 'LK-5227070', 'LK-5227075', 'LK-5227080', 'LK-5227085']	['EC-13C']	['LG-52270', 'MOH-52270']	[]	[7.371353027316832, 81.83688621370855]	3
LK-5230	Ninthavur	LK	LK-5	LK-52	LK-5230	EC-13	35.0	26361	LK.AP.NI	['LK-5230005', 'LK-5230010', 'LK-5230015', 'LK-5230020', 'LK-5230025', 'LK-5230030', 'LK-5230035', 'LK-5230040', 'LK-5230045', 'LK-5230050', 'LK-5230055', 'LK-5230060', 'LK-5230065', 'LK-5230070', 'LK-5230075', 'LK-5230080', 'LK-5230085', 'LK-5230090', 'LK-5230095', 'LK-5230100', 'LK-5230105', 'LK-5230110', 'LK-5230115', 'LK-5230120', 'LK-5230125']	['EC-13C']	['LG-52300', 'MOH-52300']	[]	[7.331618234345819, 81.8408737695727]	3
LK-5233	Addalachchenai	LK	LK-5	LK-52	LK-5233	EC-13	61.0	41968	LK.AP.AD	['LK-5233005', 'LK-5233010', 'LK-5233015', 'LK-5233020', 'LK-5233025', 'LK-5233030', 'LK-5233035', 'LK-5233040', 'LK-5233045', 'LK-5233050', 'LK-5233055', 'LK-5233060', 'LK-5233065', 'LK-5233070', 'LK-5233075', 'LK-5233080', 'LK-5233085', 'LK-5233090', 'LK-5233095', 'LK-5233100', 'LK-5233105', 'LK-5233110', 'LK-5233115', 'LK-5233120', 'LK-5233125', 'LK-5233130', 'LK-5233135', 'LK-5233140', 'LK-5233145', 'LK-5233150', 'LK-5233155', 'LK-5233160']	['EC-13D']	['LG-52330', 'MOH-52330']	[]	[7.273602949620535, 81.8216561682247]	8
LK-5234	Irakkamam	LK	LK-5	LK-52	LK-5234	EC-13	72.5	14383	LK.AP.ER	['LK-5234060', 'MOH-52340']	['EC-13B']	['LG-52341']	['MOH-52420']	[7.242550615517225, 81.7298945347826]	17
LK-5236	Akkaraipattu	LK	LK-5	LK-52	LK-5236	EC-13	60.0	39166	LK.AP.AK	['LG-52362', 'LK-5236020', 'LK-5236025', 'LK-5236030', 'LK-5236035', 'LK-5236040', 'LK-5236045', 'LK-5236050', 'LK-5236055', 'LK-5236060', 'LK-5236065', 'LK-5236070', 'LK-5236075', 'LK-5236080', 'LK-5236085', 'LK-5236090', 'LK-5236095', 'LK-5236100', 'LK-5236105', 'LK-5236110', 'LK-5236115', 'LK-5236125', 'LK-5236130', 'LK-5236135', 'LK-5236140']	['EC-13B']	[]	['LG-52361', 'MOH-52360']	[7.217006150109571, 81.78902056285565]	11
LK-5239	Alayadiwembu	LK	LK-5	LK-52	LK-5239	EC-13	90.0	22458	LK.AP.AL	['LG-52363', 'MOH-52390']	['EC-13D']	[]	['LG-52361', 'MOH-52360']	[7.177986097060717, 81.80185368925136]	4
LK-5242	Damana	LK	LK-5	LK-52	LK-5242	EC-13	542.0	38692	LK.AP.DA	['LG-52421', 'LK-5242010', 'LK-5242015']	['EC-13D', 'MOH-52420']	[]	['LG-52152']	[7.1398897271223065, 81.62785609824307]	83
LK-5245	Thirukkovil	LK	LK-5	LK-52	LK-5245	EC-13	184.0	25277	LK.AP.TH	['LK-5245005', 'LK-5245010', 'LK-5245015', 'LK-5245020', 'LK-5245025', 'LK-5245030', 'LK-5245035', 'LK-5245040', 'LK-5245045', 'LK-5245050', 'LK-5245055', 'LK-5245060', 'LK-5245065', 'LK-5245070', 'LK-5245075', 'LK-5245080', 'LK-5245085', 'LK-5245090', 'LK-5245095', 'LK-5245100', 'LK-5245105', 'LK-5245110']	['EC-13D']	['LG-52450', 'MOH-52450']	[]	[7.076727761662205, 81.77311109295498]	29
LK-5248	Pothuvil	LK	LK-5	LK-52	LK-5248	EC-13	265.0	34809	LK.AP.PO	['LK-5248005', 'LK-5248010', 'LK-5248015', 'LK-5248020', 'LK-5248025', 'LK-5248030', 'LK-5248035', 'LK-5248040', 'LK-5248045', 'LK-5248050', 'LK-5248055', 'LK-5248060', 'LK-5248065', 'LK-5248070', 'LK-5248075', 'LK-5248080', 'LK-5248085', 'LK-5248090', 'LK-5248095', 'LK-5248100', 'LK-5248105', 'LK-5248110', 'LK-5248115', 'LK-5248120', 'LK-5248125', 'LK-5248130', 'LK-5248135']	['EC-13D']	['LG-52480', 'MOH-52480']	[]	[6.941587289551579, 81.80024481501464]	22
LK-5251	Lahugala	LK	LK-5	LK-52	LK-5251	EC-13	815.0	8914	LK.AP.LA	['LK-5251005', 'LK-5251010', 'LK-5251015', 'LK-5251020', 'LK-5251025', 'LK-5251030', 'LK-5251035', 'LK-5251040', 'LK-5251045', 'LK-5251050', 'LK-5251055', 'LK-5251060']	['EC-13D']	['LG-52510', 'MOH-52510']	[]	[6.751139736509335, 81.69857952435481]	22
LK-5303	Padavi Sri Pura	LK	LK-5	LK-53	LK-5303	EC-14	152.0	11882	LK.TC.PS	['LG-53031', 'LK-5303025', 'LK-5303035', 'MOH-53031']	['EC-14A']	[]	[]	[8.915484086780195, 80.85227633742456]	26
LK-5306	Kuchchaveli	LK	LK-5	LK-53	LK-5306	EC-14	438.0	33218	LK.TC.KU	['LG-53061', 'LK-5306065', 'MOH-53061']	['EC-14B']	[]	[]	[8.808405160357724, 81.04774673309093]	16
LK-5309	Gomarankadawala	LK	LK-5	LK-53	LK-5309	EC-14	288.0	7382	LK.TC.GO	['LK-5309005', 'LK-5309010', 'LK-5309015', 'LK-5309020', 'LK-5309025', 'LK-5309030', 'LK-5309035', 'LK-5309040', 'LK-5309045', 'LK-5309050']	['MOH-53091']	['LG-53090']	[]	[8.745714860869192, 80.95944614918146]	49
LK-5312	Morawewa	LK	LK-5	LK-53	LK-5312	EC-14	329.0	7968	LK.TC.MO	['LK-5312005', 'LK-5312010', 'LK-5312015', 'LK-5312020', 'LK-5312025', 'LK-5312030', 'LK-5312035', 'LK-5312040', 'LK-5312045', 'LK-5312050']	['MOH-53091']	['LG-53120']	[]	[8.620050827210486, 81.02232996840502]	46
LK-5315	Trincomalee Town and Gravets	LK	LK-5	LK-53	LK-5315	EC-14	148.0	97487	LK.TC.TT	['LG-53154', 'LK-5315005', 'LK-5315010', 'LK-5315015', 'LK-5315020', 'LK-5315025', 'LK-5315030', 'LK-5315035', 'LK-5315040', 'LK-5315045', 'LK-5315050', 'LK-5315055', 'LK-5315060', 'LK-5315065', 'LK-5315070', 'LK-5315075', 'LK-5315095', 'LK-5315135', 'LK-5315140', 'LK-5315145', 'LK-5315150', 'LK-5315155', 'LK-5315160', 'LK-5315165', 'LK-5315170', 'LK-5315175', 'MOH-53153']	['EC-14B']	[]	['LG-53153', 'MOH-53154']	[8.58378316575595, 81.17521332746564]	19
LK-5318	Thambalagamuwa	LK	LK-5	LK-53	LK-5318	EC-14	226.0	28527	LK.TC.TH	['LK-5318005', 'LK-5318010', 'LK-5318015', 'LK-5318020', 'LK-5318025', 'LK-5318030', 'LK-5318035', 'LK-5318040', 'LK-5318045', 'LK-5318050', 'LK-5318055', 'LK-5318060']	['EC-14A']	['LG-53180', 'MOH-53180']	[]	[8.492692027630696, 81.04950529840765]	170
LK-5321	Kanthale	LK	LK-5	LK-53	LK-5321	EC-14	404.0	46802	LK.TC.KA	['LK-5321005', 'LK-5321010', 'LK-5321015', 'LK-5321020', 'LK-5321025', 'LK-5321030', 'LK-5321035', 'LK-5321040', 'LK-5321045', 'LK-5321050', 'LK-5321055', 'LK-5321060', 'LK-5321065', 'LK-5321070', 'LK-5321075', 'LK-5321080', 'LK-5321085', 'LK-5321090', 'LK-5321095', 'LK-5321100', 'LK-5321105', 'LK-5321110', 'LK-5321115']	['EC-14A']	['LG-53210', 'MOH-53210']	[]	[8.345838236871392, 81.05675894754992]	33
LK-5324	Kinniya	LK	LK-5	LK-53	LK-5324	EC-14	165.0	64613	LK.TC.KI	['LG-53241', 'LG-53242']	['EC-14A']	['MOH-53240']	[]	[8.432211092559271, 81.16325840243]	4
LK-5327	Muttur	LK	LK-5	LK-53	LK-5327	EC-14	195.0	56621	LK.TC.MU	['LK-5327005', 'LK-5327010', 'LK-5327015', 'LK-5327020', 'LK-5327025', 'LK-5327030', 'LK-5327035', 'LK-5327040', 'LK-5327045', 'LK-5327050', 'LK-5327055', 'LK-5327060', 'LK-5327065', 'LK-5327070', 'LK-5327075', 'LK-5327080', 'LK-5327085', 'LK-5327090', 'LK-5327095', 'LK-5327100', 'LK-5327105', 'LK-5327110', 'LK-5327115', 'LK-5327120', 'LK-5327125', 'LK-5327130', 'LK-5327135', 'LK-5327140', 'LK-5327145', 'LK-5327150', 'LK-5327155', 'LK-5327160', 'LK-5327165', 'LK-5327170', 'LK-5327175', 'LK-5327180', 'LK-5327185', 'LK-5327190', 'LK-5327195', 'LK-5327200', 'LK-5327205', 'LK-5327210']	['EC-14', 'LK-53']	['EC-14C', 'LG-53272', 'MOH-53272']	[]	[8.430667342434205, 81.29062470909274]	19
LK-5330	Seruvila	LK	LK-5	LK-53	LK-5330	EC-14	311.0	13632	LK.TC.SE	['LG-53152', 'LK-5330045', 'LK-5330055', 'MOH-53152']	['EC-14A']	[]	['LG-53153', 'MOH-53154']	[8.298134094694168, 81.25139845893898]	17
LK-5333	Verugal (Eachchilampattu)	LK	LK-5	LK-53	LK-5333	EC-14	71.0	11409	LK.TC.VE	['LK-5333005', 'LK-5333010', 'LK-5333015', 'LK-5333020', 'LK-5333025', 'LK-5333030', 'LK-5333035', 'LK-5333040', 'LK-5333045', 'LK-5333050']	['EC-14A']	['LG-53330', 'MOH-53330']	[]	[8.297459937632427, 81.34756030771219]	11
LK-6103	Giribawa	LK	LK-6	LK-61	LK-6103	EC-15	205.0	31412	LK.KG.GI	['LK-6103005', 'LK-6103010', 'LK-6103015', 'LK-6103020', 'LK-6103025', 'LK-6103030', 'LK-6103035', 'LK-6103040', 'LK-6103045', 'LK-6103050', 'LK-6103055', 'LK-6103060', 'LK-6103065', 'LK-6103070', 'LK-6103075', 'LK-6103080', 'LK-6103085', 'LK-6103090', 'LK-6103095', 'LK-6103100', 'LK-6103105', 'LK-6103110', 'LK-6103115', 'LK-6103120', 'LK-6103125', 'LK-6103130', 'LK-6103135', 'LK-6103140', 'LK-6103145', 'LK-6103150', 'LK-6103155', 'LK-6103160', 'LK-6103165', 'LK-6103170', 'LK-6103175']	['EC-15A']	['LG-61030', 'MOH-61030']	[]	[8.104214404928642, 80.18365489271022]	83
LK-6106	Galgamuwa	LK	LK-6	LK-61	LK-6106	EC-15	266.0	55078	LK.KG.GG	['LK-6106005', 'LK-6106010', 'LK-6106015', 'LK-6106020', 'LK-6106025', 'LK-6106030', 'LK-6106035', 'LK-6106040', 'LK-6106045', 'LK-6106050', 'LK-6106055', 'LK-6106060', 'LK-6106065', 'LK-6106070', 'LK-6106075', 'LK-6106080', 'LK-6106085', 'LK-6106090', 'LK-6106095', 'LK-6106100', 'LK-6106105', 'LK-6106110', 'LK-6106115', 'LK-6106120', 'LK-6106125', 'LK-6106130', 'LK-6106135', 'LK-6106140', 'LK-6106145', 'LK-6106150', 'LK-6106155', 'LK-6106160', 'LK-6106165', 'LK-6106170', 'LK-6106175', 'LK-6106180', 'LK-6106185', 'LK-6106190', 'LK-6106195', 'LK-6106200', 'LK-6106205', 'LK-6106210', 'LK-6106215', 'LK-6106220', 'LK-6106225', 'LK-6106230', 'LK-6106235', 'LK-6106240', 'LK-6106245', 'LK-6106250', 'LK-6106255', 'LK-6106260', 'LK-6106265', 'LK-6106270', 'LK-6106275', 'LK-6106280', 'LK-6106285', 'LK-6106290', 'LK-6106295', 'LK-6106300', 'LK-6106305', 'LK-6106310']	['EC-15A']	[]	['LG-61061', 'MOH-61061']	[8.0185535104912, 80.25916804639562]	95
LK-6109	Ehetuwewa	LK	LK-6	LK-61	LK-6109	EC-15	175.0	25781	LK.KG.EH	['LK-6109005', 'LK-6109010', 'LK-6109015', 'LK-6109020', 'LK-6109025', 'LK-6109030', 'LK-6109035', 'LK-6109040', 'LK-6109045', 'LK-6109050', 'LK-6109055', 'LK-6109060', 'LK-6109065', 'LK-6109070', 'LK-6109075', 'LK-6109080', 'LK-6109085', 'LK-6109090', 'LK-6109095', 'LK-6109100', 'LK-6109105', 'LK-6109110', 'LK-6109115', 'LK-6109120', 'LK-6109125', 'LK-6109130', 'LK-6109135', 'LK-6109140', 'LK-6109145', 'LK-6109150', 'LK-6109155', 'LK-6109160', 'LK-6109165', 'LK-6109170', 'LK-6109175']	['EC-15A']	[]	['LG-61061', 'MOH-61061']	[7.96455631032569, 80.35623955676506]	120
LK-6112	Ambanpola	LK	LK-6	LK-61	LK-6112	EC-15	138.0	22878	LK.KG.AM	['LK-6112005', 'LK-6112010', 'LK-6112015', 'LK-6112020', 'LK-6112025', 'LK-6112030', 'LK-6112035', 'LK-6112040', 'LK-6112045', 'LK-6112050', 'LK-6112055', 'LK-6112060', 'LK-6112065', 'LK-6112070', 'LK-6112075', 'LK-6112080', 'LK-6112085', 'LK-6112090', 'LK-6112095', 'LK-6112100', 'LK-6112105', 'LK-6112110', 'LK-6112115', 'LK-6112120', 'LK-6112125', 'LK-6112130', 'LK-6112135', 'LK-6112140']	['LG-61121']	['MOH-61120']	[]	[7.9080017827355364, 80.22383605917317]	84
LK-6115	Kotavehera	LK	LK-6	LK-61	LK-6115	EC-15	181.0	21263	LK.KG.KT	['LK-6115005', 'LK-6115010', 'LK-6115015', 'LK-6115020', 'LK-6115025', 'LK-6115030', 'LK-6115035', 'LK-6115040', 'LK-6115045', 'LK-6115050', 'LK-6115055', 'LK-6115060', 'LK-6115065', 'LK-6115070', 'LK-6115075', 'LK-6115080', 'LK-6115085', 'LK-6115090', 'LK-6115095', 'LK-6115100', 'LK-6115105', 'LK-6115110', 'LK-6115115', 'LK-6115120', 'LK-6115125', 'LK-6115130', 'LK-6115135', 'LK-6115140', 'LK-6115145', 'LK-6115150', 'LK-6115155']	['LG-61151']	['MOH-61150']	[]	[7.864105860497267, 80.12302667088468]	70
LK-6118	Rasnayakapura	LK	LK-6	LK-61	LK-6118	EC-15	125.0	21893	LK.KG.RA	['LK-6118005', 'LK-6118010', 'LK-6118015', 'LK-6118020', 'LK-6118025', 'LK-6118030', 'LK-6118035', 'LK-6118040', 'LK-6118045', 'LK-6118050', 'LK-6118055', 'LK-6118060', 'LK-6118065', 'LK-6118070', 'LK-6118075', 'LK-6118080', 'LK-6118085', 'LK-6118090', 'LK-6118095', 'LK-6118100', 'LK-6118105', 'LK-6118110', 'LK-6118115', 'LK-6118120', 'LK-6118125', 'LK-6118130', 'LK-6118135', 'LK-6118140']	['MOH-61181']	[]	[]	[7.765168441745721, 80.02507684335015]	59
LK-6121	Nikaweratiya	LK	LK-6	LK-61	LK-6121	EC-15	146.0	40452	LK.KG.NI	['LK-6121005', 'LK-6121010', 'LK-6121015', 'LK-6121020', 'LK-6121025', 'LK-6121030', 'LK-6121035', 'LK-6121040', 'LK-6121045', 'LK-6121050', 'LK-6121055', 'LK-6121060', 'LK-6121065', 'LK-6121070', 'LK-6121075', 'LK-6121080', 'LK-6121085', 'LK-6121090', 'LK-6121095', 'LK-6121100', 'LK-6121105', 'LK-6121110', 'LK-6121115', 'LK-6121120', 'LK-6121125', 'LK-6121130', 'LK-6121135', 'LK-6121140', 'LK-6121145', 'LK-6121150', 'LK-6121155', 'LK-6121160', 'LK-6121165', 'LK-6121170', 'LK-6121175', 'LK-6121180', 'LK-6121185', 'LK-6121190', 'LK-6121195', 'LK-6121200', 'LK-6121205', 'LK-6121210']	['MOH-61181']	[]	[]	[7.763639958977542, 80.14690962497625]	65
LK-6124	Maho	LK	LK-6	LK-61	LK-6124	EC-15	254.0	57485	LK.KG.MH	['LK-6124005', 'LK-6124010', 'LK-6124015', 'LK-6124020', 'LK-6124025', 'LK-6124030', 'LK-6124035', 'LK-6124040', 'LK-6124045', 'LK-6124050', 'LK-6124055', 'LK-6124060', 'LK-6124065', 'LK-6124070', 'LK-6124075', 'LK-6124080', 'LK-6124085', 'LK-6124090', 'LK-6124095', 'LK-6124100', 'LK-6124105', 'LK-6124110', 'LK-6124115', 'LK-6124120', 'LK-6124125', 'LK-6124130', 'LK-6124135', 'LK-6124140', 'LK-6124145', 'LK-6124150', 'LK-6124155', 'LK-6124160', 'LK-6124165', 'LK-6124170', 'LK-6124175', 'LK-6124180', 'LK-6124185', 'LK-6124190', 'LK-6124195', 'LK-6124200', 'LK-6124205', 'LK-6124210', 'LK-6124215', 'LK-6124220', 'LK-6124225', 'LK-6124230', 'LK-6124235', 'LK-6124240', 'LK-6124245', 'LK-6124250', 'LK-6124255', 'LK-6124260', 'LK-6124265', 'LK-6124270', 'LK-6124275', 'LK-6124280', 'LK-6124285', 'LK-6124290', 'LK-6124295', 'LK-6124300', 'LK-6124305', 'LK-6124310', 'LK-6124315', 'LK-6124320', 'LK-6124325', 'LK-6124330', 'LK-6124335', 'LK-6124340']	['LG-61121']	['MOH-61240']	[]	[7.80539820906231, 80.29057809842254]	94
LK-6127	Polpithigama	LK	LK-6	LK-61	LK-6127	EC-15	409.0	76139	LK.KG.PP	['LK-6127005', 'LK-6127010', 'LK-6127015', 'LK-6127020', 'LK-6127025', 'LK-6127030', 'LK-6127035', 'LK-6127040', 'LK-6127045', 'LK-6127050', 'LK-6127055', 'LK-6127060', 'LK-6127065', 'LK-6127070', 'LK-6127075', 'LK-6127080', 'LK-6127085', 'LK-6127090', 'LK-6127095', 'LK-6127100', 'LK-6127105', 'LK-6127110', 'LK-6127115', 'LK-6127120', 'LK-6127125', 'LK-6127130', 'LK-6127135', 'LK-6127140', 'LK-6127145', 'LK-6127150', 'LK-6127155', 'LK-6127160', 'LK-6127165', 'LK-6127170', 'LK-6127175', 'LK-6127180', 'LK-6127185', 'LK-6127190', 'LK-6127195', 'LK-6127200', 'LK-6127205', 'LK-6127210', 'LK-6127215', 'LK-6127220', 'LK-6127225', 'LK-6127230', 'LK-6127235', 'LK-6127240', 'LK-6127245', 'LK-6127250', 'LK-6127255', 'LK-6127260', 'LK-6127265', 'LK-6127270', 'LK-6127275', 'LK-6127280', 'LK-6127285', 'LK-6127290', 'LK-6127295', 'LK-6127300', 'LK-6127305', 'LK-6127310', 'LK-6127315', 'LK-6127320', 'LK-6127325', 'LK-6127330', 'LK-6127335', 'LK-6127340', 'LK-6127345', 'LK-6127350', 'LK-6127355', 'LK-6127360', 'LK-6127365', 'LK-6127370', 'LK-6127375', 'LK-6127380', 'LK-6127385', 'LK-6127390', 'LK-6127395', 'LK-6127400', 'LK-6127405', 'LK-6127410']	['EC-15C']	['LG-61270', 'MOH-61270']	[]	[7.803186000137382, 80.42753834640784]	129
