id	name	country_id	province_id	district_id	dsd_id	ed_id	area	population	hasc	subs	supers	eqs	ints	centroid	centroid_altitude
LK-3112	Elpitiya	LK	LK-3	LK-31	LK-3112	EC-07	150.0	64726	LK.GL.EL	['LK-3112005', 'LK-3112010', 'LK-3112015', 'LK-3112020', 'LK-3112025', 'LK-3112030', 'LK-3112035', 'LK-3112040', 'LK-3112045', 'LK-3112050', 'LK-3112055', 'LK-3112060', 'LK-3112065', 'LK-3112070', 'LK-3112075', 'LK-3112080', 'LK-3112085', 'LK-3112090', 'LK-3112095', 'LK-3112100', 'LK-3112105', 'LK-3112110', 'LK-3112115', 'LK-3112120', 'LK-3112125', 'LK-3112130', 'LK-3112135', 'LK-3112140', 'LK-3112145', 'LK-3112150', 'LK-3112155', 'LK-3112160', 'LK-3112165', 'LK-3112170', 'LK-3112175', 'LK-3112180', 'LK-3112185', 'LK-3112190', 'LK-3112195', 'LK-3112200', 'LK-3112205', 'LK-3112210', 'LK-3112215', 'LK-3112220', 'LK-3112225', 'LK-3112230', 'LK-3112235', 'LK-3112240', 'LK-3112245', 'LK-3112250', 'LK-3112255']	['EC-07D']	['LG-31120', 'MOH-31120']	[]	[6.290180397197224, 80.1866161041994]	89
LK-3115	Niyagama	LK	LK-3	LK-31	LK-3115	EC-07	109.0	35574	LK.GL.NI	['LK-3115005', 'LK-3115010', 'LK-3115015', 'LK-3115020', 'LK-3115025', 'LK-3115030', 'LK-3115035', 'LK-3115040', 'LK-3115045', 'LK-3115050', 'LK-3115055', 'LK-3115060', 'LK-3115065', 'LK-3115070', 'LK-3115075', 'LK-3115080', 'LK-3115085', 'LK-3115090', 'LK-3115095', 'LK-3115100', 'LK-3115105', 'LK-3115110', 'LK-3115115', 'LK-3115120', 'LK-3115125', 'LK-3115130', 'LK-3115135', 'LK-3115140', 'LK-3115145', 'LK-3115150', 'LK-3115155', 'LK-3115160', 'LK-3115165', 'LK-3115170']	['EC-07E']	['LG-31150', 'MOH-31150']	[]	[6.302543835089847, 80.25232466269512]	57
LK-3118	Thawalama	LK	LK-3	LK-31	LK-3118	EC-07	178.0	32609	LK.GL.TH	['LG-31180', 'LK-3118105', 'MOH-31180']	['EC-07E']	[]	[]	[6.292909202382925, 80.35558806166722]	190
LK-3121	Neluwa	LK	LK-3	LK-31	LK-3121	EC-07	155.0	28640	LK.GL.NE	['LK-3121005', 'LK-3121010', 'LK-3121015', 'LK-3121020', 'LK-3121025', 'LK-3121030', 'LK-3121035', 'LK-3121040', 'LK-3121045', 'LK-3121050', 'LK-3121055', 'LK-3121060', 'LK-3121065', 'LK-3121070', 'LK-3121075', 'LK-3121080', 'LK-3121085', 'LK-3121090', 'LK-3121095', 'LK-3121100', 'LK-3121105', 'LK-3121110', 'LK-3121115', 'LK-3121120', 'LK-3121125', 'LK-3121130', 'LK-3121135', 'LK-3121140', 'LK-3121145', 'LK-3121150', 'LK-3121155', 'LK-3121160', 'LK-3121165', 'LK-3121170']	['EC-07E']	['LG-31210', 'MOH-31210']	[]	[6.3602825942540715, 80.41062284615772]	90
LK-3124	Nagoda	LK	LK-3	LK-31	LK-3124	EC-07	179.0	53829	LK.GL.NA	['LK-3124005', 'LK-3124010', 'LK-3124015', 'LK-3124020', 'LK-3124025', 'LK-3124030', 'LK-3124035', 'LK-3124040', 'LK-3124045', 'LK-3124050', 'LK-3124055', 'LK-3124060', 'LK-3124065', 'LK-3124070', 'LK-3124075', 'LK-3124080', 'LK-3124085', 'LK-3124090', 'LK-3124095', 'LK-3124100', 'LK-3124105', 'LK-3124110', 'LK-3124115', 'LK-3124120', 'LK-3124125', 'LK-3124130', 'LK-3124135', 'LK-3124140', 'LK-3124145', 'LK-3124150', 'LK-3124155', 'LK-3124160', 'LK-3124165', 'LK-3124170', 'LK-3124175', 'LK-3124180', 'LK-3124185', 'LK-3124190', 'LK-3124195', 'LK-3124200', 'LK-3124205', 'LK-3124210', 'LK-3124215', 'LK-3124220', 'LK-3124225', 'LK-3124230', 'LK-3124235', 'LK-3124240', 'LK-3124245', 'LK-3124250', 'LK-3124255', 'LK-3124260', 'LK-3124265']	['EC-07F']	['LG-31240', 'MOH-31240']	[]	[6.199807452940763, 80.31295085349056]	14
LK-3127	Baddegama	LK	LK-3	LK-31	LK-3127	EC-07	111.0	75008	LK.GL.BD	['LK-3127005', 'LK-3127010', 'LK-3127015', 'LK-3127020', 'LK-3127025', 'LK-3127030', 'LK-3127035', 'LK-3127040', 'LK-3127045', 'LK-3127050', 'LK-3127055', 'LK-3127060', 'LK-3127065', 'LK-3127070', 'LK-3127075', 'LK-3127080', 'LK-3127085', 'LK-3127090', 'LK-3127095', 'LK-3127100', 'LK-3127105', 'LK-3127110', 'LK-3127115', 'LK-3127120', 'LK-3127125', 'LK-3127130', 'LK-3127135', 'LK-3127140', 'LK-3127145', 'LK-3127150', 'LK-3127155', 'LK-3127160', 'LK-3127165', 'LK-3127170', 'LK-3127175', 'LK-3127180', 'LK-3127185', 'LK-3127190', 'LK-3127195', 'LK-3127200', 'LK-3127205', 'LK-3127210', 'LK-3127215', 'LK-3127220', 'LK-3127225', 'LK-3127230', 'LK-3127235', 'LK-3127240', 'LK-3127245', 'LK-3127250', 'LK-3127255', 'LK-3127260', 'LK-3127265', 'LK-3127270', 'LK-3127275', 'LK-3127280', 'LK-3127285', 'LK-3127290', 'LK-3127295', 'LK-3127300', 'LK-3127305', 'LK-3127310', 'LK-3127315', 'LK-3127320', 'LK-3127325', 'LK-3127330', 'LK-3127335', 'LK-3127340', 'LK-3127345', 'LK-3127350']	['EC-07F']	['LG-31270', 'MOH-31270']	[]	[6.136831509484574, 80.22071557203202]	11
LK-3130	Welivitiya-Divithura	LK	LK-3	LK-31	LK-3130	EC-07	60.0	29347	LK.GL.WD	['LK-3130005', 'LK-3130010', 'LK-3130015', 'LK-3130020', 'LK-3130025', 'LK-3130030', 'LK-3130035', 'LK-3130040', 'LK-3130045', 'LK-3130050', 'LK-3130055', 'LK-3130060', 'LK-3130065', 'LK-3130070', 'LK-3130075', 'LK-3130080', 'LK-3130085', 'LK-3130090', 'LK-3130095', 'LK-3130100']	['EC-07C']	['LG-31300', 'MOH-31300']	[]	[6.206434646410994, 80.18033371171899]	57
LK-3133	Ambalangoda	LK	LK-3	LK-31	LK-3133	EC-07	52.0	56961	LK.GL.AB	['LG-31332', 'LK-3133045', 'LK-3133050', 'LK-3133055', 'LK-3133060', 'LK-3133065', 'LK-3133070', 'LK-3133075', 'LK-3133105', 'LK-3133110', 'LK-3133115', 'LK-3133120', 'LK-3133125', 'LK-3133130', 'LK-3133135', 'LK-3133140', 'LK-3133145', 'LK-3133150', 'LK-3133155', 'LK-3133160', 'LK-3133165', 'LK-3133170', 'LK-3133175', 'LK-3133180']	['EC-07B']	['MOH-31330']	['LG-31331']	[6.222110203234733, 80.10269599757092]	24
LK-3134	Gonapeenuwala	LK	LK-3	LK-31	LK-3134	EC-07	27.0	21755	LK.GL.GO	['LK-3134025', 'MOH-31340']	['EC-07B']	[]	['LG-31331']	[6.166175373180631, 80.1315628654448]	7
LK-3136	Hikkaduwa	LK	LK-3	LK-31	LK-3136	EC-07	65.0	101909	LK.GL.HI	['LG-31362', 'MOH-31361']	['EC-07', 'LK-31']	['EC-07G']	[]	[6.140555721014161, 80.12233354623093]	5
LK-3139	Galle Four Gravets	LK	LK-3	LK-31	LK-3139	EC-07	24.0	101749	LK.GL.GF	['LG-31392', 'LK-3139005', 'LK-3139010', 'LK-3139015', 'LK-3139020', 'LK-3139025', 'LK-3139040', 'LK-3139045']	['EC-07', 'LK-31']	['EC-07H', 'MOH-31390']	['LG-31391']	[6.053625753115206, 80.20800327062294]	11
LK-3142	Bope-Poddala	LK	LK-3	LK-31	LK-3142	EC-07	30.0	50331	LK.GL.BP	['LK-3142005', 'LK-3142010', 'LK-3142015', 'LK-3142020', 'LK-3142025', 'LK-3142030', 'LK-3142035', 'LK-3142040', 'LK-3142045', 'LK-3142050', 'LK-3142055', 'LK-3142060', 'LK-3142065', 'LK-3142070', 'LK-3142075', 'LK-3142080', 'LK-3142085', 'LK-3142090', 'LK-3142095', 'LK-3142100', 'LK-3142105', 'LK-3142110', 'LK-3142115', 'LK-3142120', 'LK-3142125', 'LK-3142130', 'LK-3142135', 'LK-3142140', 'LK-3142145', 'LK-3142150', 'LK-3142155', 'LK-3142160', 'LK-3142165', 'LK-3142170', 'LK-3142175', 'LK-3142180', 'LK-3142185', 'LK-3142190', 'LK-3142195', 'LK-3142200', 'LK-3142205', 'LK-3142210', 'LK-3142215', 'LK-3142220']	['EC-07I', 'LG-31391']	['MOH-31420']	[]	[6.0843641974220946, 80.21692407262086]	6
LK-3145	Akmeemana	LK	LK-3	LK-31	LK-3145	EC-07	65.0	77776	LK.GL.AK	['LG-31450', 'LK-3145305', 'MOH-31450']	['EC-07I']	[]	[]	[6.0589549140769385, 80.2835462688482]	21
LK-3148	Yakkalamulla	LK	LK-3	LK-31	LK-3148	EC-07	110.0	45946	LK.GL.YA	['LG-31480', 'LK-3148185', 'LK-3148215', 'MOH-31480']	['EC-07F']	[]	[]	[6.106751123791378, 80.35937567108245]	103
LK-3151	Imaduwa	LK	LK-3	LK-31	LK-3151	EC-07	67.0	44880	LK.GL.IM	['LK-3151005', 'LK-3151010', 'LK-3151015', 'LK-3151020', 'LK-3151025', 'LK-3151030', 'LK-3151035', 'LK-3151040', 'LK-3151045', 'LK-3151050', 'LK-3151055', 'LK-3151060', 'LK-3151065', 'LK-3151070', 'LK-3151075', 'LK-3151080', 'LK-3151085', 'LK-3151090', 'LK-3151095', 'LK-3151100', 'LK-3151105', 'LK-3151110', 'LK-3151115', 'LK-3151120', 'LK-3151125', 'LK-3151130', 'LK-3151135', 'LK-3151140', 'LK-3151145', 'LK-3151150', 'LK-3151155', 'LK-3151160', 'LK-3151165', 'LK-3151170', 'LK-3151175', 'LK-3151180', 'LK-3151185', 'LK-3151190', 'LK-3151195', 'LK-3151200', 'LK-3151205', 'LK-3151210', 'LK-3151215']	['EC-07J']	['LG-31510', 'MOH-31510']	[]	[6.032708955639708, 80.35777425650397]	62
LK-3154	Habaraduwa	LK	LK-3	LK-31	LK-3154	EC-07	53.0	62389	LK.GL.HA	['LK-3154005', 'LK-3154010', 'LK-3154015', 'LK-3154020', 'LK-3154025', 'LK-3154030', 'LK-3154035', 'LK-3154040', 'LK-3154045', 'LK-3154050', 'LK-3154055', 'LK-3154060', 'LK-3154065', 'LK-3154070', 'LK-3154075', 'LK-3154080', 'LK-3154085', 'LK-3154090', 'LK-3154095', 'LK-3154100', 'LK-3154105', 'LK-3154110', 'LK-3154115', 'LK-3154120', 'LK-3154125', 'LK-3154130', 'LK-3154135', 'LK-3154140', 'LK-3154145', 'LK-3154150', 'LK-3154155', 'LK-3154160', 'LK-3154165', 'LK-3154170', 'LK-3154175', 'LK-3154180', 'LK-3154185', 'LK-3154190', 'LK-3154195', 'LK-3154200', 'LK-3154205', 'LK-3154210', 'LK-3154215', 'LK-3154220', 'LK-3154225', 'LK-3154230', 'LK-3154235', 'LK-3154240', 'LK-3154245', 'LK-3154250', 'LK-3154255', 'LK-3154260', 'LK-3154265', 'LK-3154270', 'LK-3154275', 'LK-3154280', 'LK-3154285', 'LK-3154290', 'LK-3154295']	['EC-07J']	['LG-31540', 'MOH-31540']	[]	[6.001391453178593, 80.32004998995309]	7
LK-3203	Pitabeddara	LK	LK-3	LK-32	LK-3203	EC-08	135.0	51186	LK.MH.PI	['LK-3203005', 'LK-3203010', 'LK-3203015', 'LK-3203020', 'LK-3203025', 'LK-3203030', 'LK-3203035', 'LK-3203040', 'LK-3203045', 'LK-3203050', 'LK-3203055', 'LK-3203060', 'LK-3203065', 'LK-3203070', 'LK-3203075', 'LK-3203080', 'LK-3203085', 'LK-3203090', 'LK-3203095', 'LK-3203100', 'LK-3203105', 'LK-3203110', 'LK-3203115', 'LK-3203120', 'LK-3203125', 'LK-3203130', 'LK-3203135', 'LK-3203140', 'LK-3203145', 'LK-3203150', 'LK-3203155', 'LK-3203160', 'LK-3203165', 'LK-3203170', 'LK-3203175', 'LK-3203180', 'LK-3203185', 'LK-3203190', 'LK-3203195', 'LK-3203200']	['EC-08A']	['LG-32030', 'MOH-32030']	[]	[6.23932936505261, 80.47262704432924]	133
LK-3206	Kotapola	LK	LK-3	LK-32	LK-3206	EC-08	176.0	63255	LK.MH.KO	['LK-3206005', 'LK-3206010', 'LK-3206015', 'LK-3206020', 'LK-3206025', 'LK-3206030', 'LK-3206035', 'LK-3206040', 'LK-3206045', 'LK-3206050', 'LK-3206055', 'LK-3206060', 'LK-3206065', 'LK-3206070', 'LK-3206075', 'LK-3206080', 'LK-3206085', 'LK-3206090', 'LK-3206095', 'LK-3206100', 'LK-3206105', 'LK-3206110', 'LK-3206115', 'LK-3206120', 'LK-3206125', 'LK-3206130', 'LK-3206135', 'LK-3206140', 'LK-3206145', 'LK-3206150', 'LK-3206155', 'LK-3206160', 'LK-3206165', 'LK-3206170', 'LK-3206175', 'LK-3206180', 'LK-3206185']	['EC-08A']	['LG-32060', 'MOH-32060']	[]	[6.322803360159242, 80.53927212839118]	508
LK-3209	Pasgoda	LK	LK-3	LK-32	LK-3209	EC-08	148.0	59160	LK.MH.PA	['LK-3209005', 'LK-3209010', 'LK-3209015', 'LK-3209020', 'LK-3209025', 'LK-3209030', 'LK-3209035', 'LK-3209040', 'LK-3209045', 'LK-3209050', 'LK-3209055', 'LK-3209060', 'LK-3209065', 'LK-3209070', 'LK-3209075', 'LK-3209080', 'LK-3209085', 'LK-3209090', 'LK-3209095', 'LK-3209100', 'LK-3209105', 'LK-3209110', 'LK-3209115', 'LK-3209120', 'LK-3209125', 'LK-3209130', 'LK-3209135', 'LK-3209140', 'LK-3209145', 'LK-3209150', 'LK-3209155', 'LK-3209160', 'LK-3209165', 'LK-3209170', 'LK-3209175', 'LK-3209180', 'LK-3209185', 'LK-3209190', 'LK-3209195', 'LK-3209200', 'LK-3209205', 'LK-3209210', 'LK-3209215']	['EC-08B']	['LG-32090', 'MOH-32090']	[]	[6.275759788893795, 80.60827798593412]	354
LK-3212	Mulatiyana	LK	LK-3	LK-32	LK-3212	EC-08	118.0	50261	LK.MH.MU	['LG-32121', 'LK-3212085', 'LK-3212090', 'MOH-32121']	['EC-08B']	[]	[]	[6.146838832409373, 80.58644192504488]	49
LK-3215	Athuraliya	LK	LK-3	LK-32	LK-3215	EC-08	66.0	32304	LK.MH.AT	['LK-3215005', 'LK-3215010', 'LK-3215015', 'LK-3215020', 'LK-3215025', 'LK-3215030', 'LK-3215035', 'LK-3215040', 'LK-3215045', 'LK-3215050', 'LK-3215055', 'LK-3215060', 'LK-3215065', 'LK-3215070', 'LK-3215075', 'LK-3215080', 'LK-3215085', 'LK-3215090', 'LK-3215095', 'LK-3215100', 'LK-3215105', 'LK-3215110', 'LK-3215115', 'LK-3215120', 'LK-3215125', 'LK-3215130', 'LK-3215135', 'LK-3215140']	['EC-08C']	['LG-32151', 'MOH-32151']	[]	[6.117384419695995, 80.50860455054347]	98
LK-3218	Akuressa	LK	LK-3	LK-32	LK-3218	EC-08	145.0	52912	LK.MH.AK	['LK-3218005', 'LK-3218010', 'LK-3218015', 'LK-3218020', 'LK-3218025', 'LK-3218030', 'LK-3218035', 'LK-3218040', 'LK-3218045', 'LK-3218050', 'LK-3218055', 'LK-3218060', 'LK-3218065', 'LK-3218070', 'LK-3218075', 'LK-3218080', 'LK-3218085', 'LK-3218090', 'LK-3218095', 'LK-3218100', 'LK-3218105', 'LK-3218110', 'LK-3218115', 'LK-3218120', 'LK-3218125', 'LK-3218130', 'LK-3218135', 'LK-3218140', 'LK-3218145', 'LK-3218150', 'LK-3218155', 'LK-3218160', 'LK-3218165', 'LK-3218170', 'LK-3218175', 'LK-3218180', 'LK-3218185', 'LK-3218190', 'LK-3218195', 'LK-3218200', 'LK-3218205', 'LK-3218210', 'LK-3218215', 'LK-3218220', 'LK-3218225', 'LK-3218230']	['EC-08C']	['LG-32180', 'MOH-32180']	[]	[6.134897875337782, 80.44004457148952]	73
LK-3221	Welipitiya	LK	LK-3	LK-32	LK-3221	EC-08	67.0	52098	LK.MH.WP	['LK-3221005', 'LK-3221010', 'LK-3221015', 'LK-3221020', 'LK-3221025', 'LK-3221030', 'LK-3221035', 'LK-3221040', 'LK-3221045', 'LK-3221050', 'LK-3221055', 'LK-3221060', 'LK-3221065', 'LK-3221070', 'LK-3221075', 'LK-3221080', 'LK-3221085', 'LK-3221090', 'LK-3221095', 'LK-3221100', 'LK-3221105', 'LK-3221110', 'LK-3221115', 'LK-3221120', 'LK-3221125', 'LK-3221130', 'LK-3221135', 'LK-3221140', 'LK-3221145', 'LK-3221150', 'LK-3221155', 'LK-3221160', 'LK-3221165', 'LK-3221170', 'LK-3221175', 'LK-3221180', 'LK-3221185', 'LK-3221190']	['LG-32211']	['MOH-32210']	[]	[6.016585950660866, 80.4385156177764]	29
LK-3224	Malimbada	LK	LK-3	LK-32	LK-3224	EC-08	44.0	34856	LK.MH.MA	['LK-3224005', 'LK-3224010', 'LK-3224015', 'LK-3224020', 'LK-3224025', 'LK-3224030', 'LK-3224035', 'LK-3224040', 'LK-3224045', 'LK-3224050', 'LK-3224055', 'LK-3224060', 'LK-3224065', 'LK-3224070', 'LK-3224075', 'LK-3224080', 'LK-3224085', 'LK-3224090', 'LK-3224095', 'LK-3224100', 'LK-3224105', 'LK-3224110', 'LK-3224115', 'LK-3224120', 'LK-3224125', 'LK-3224130', 'LK-3224135', 'LK-3224140', 'LK-3224145']	['EC-08C']	['LG-32240', 'MOH-32240']	[]	[6.019212715301108, 80.49832811970717]	20
LK-3227	Kamburupitiya	LK	LK-3	LK-32	LK-3227	EC-08	61.0	40969	LK.MH.KA	['LK-3227005', 'LK-3227010', 'LK-3227015', 'LK-3227020', 'LK-3227025', 'LK-3227030', 'LK-3227035', 'LK-3227040', 'LK-3227045', 'LK-3227050', 'LK-3227055', 'LK-3227060', 'LK-3227065', 'LK-3227070', 'LK-3227075', 'LK-3227080', 'LK-3227085', 'LK-3227090', 'LK-3227095', 'LK-3227100', 'LK-3227105', 'LK-3227110', 'LK-3227115', 'LK-3227120', 'LK-3227125', 'LK-3227130', 'LK-3227135', 'LK-3227140', 'LK-3227145', 'LK-3227150', 'LK-3227155', 'LK-3227160', 'LK-3227165', 'LK-3227170', 'LK-3227175', 'LK-3227180', 'LK-3227185', 'LK-3227190', 'LK-3227195']	['EC-08D']	['LG-32270', 'MOH-32270']	[]	[6.066304487514365, 80.56152842493645]	25
LK-3230	Hakmana	LK	LK-3	LK-32	LK-3230	EC-08	50.0	31648	LK.MH.HA	['LK-3230005', 'LK-3230010', 'LK-3230015', 'LK-3230020', 'LK-3230025', 'LK-3230030', 'LK-3230035', 'LK-3230040', 'LK-3230045', 'LK-3230050', 'LK-3230055', 'LK-3230060', 'LK-3230065', 'LK-3230070', 'LK-3230075', 'LK-3230080', 'LK-3230085', 'LK-3230090', 'LK-3230095', 'LK-3230100', 'LK-3230105', 'LK-3230110', 'LK-3230115', 'LK-3230120', 'LK-3230125', 'LK-3230130', 'LK-3230135', 'LK-3230140', 'LK-3230145', 'LK-3230150', 'LK-3230155', 'LK-3230160', 'LK-3230165', 'LK-3230170']	['EC-08B']	['LG-32300', 'MOH-32300']	[]	[6.094808856744772, 80.64999257319427]	68
LK-3233	Kirinda Puhulwella	LK	LK-3	LK-32	LK-3233	EC-08	39.0	20291	LK.MH.KP	['LK-3233005', 'LK-3233010', 'LK-3233015', 'LK-3233020', 'LK-3233025', 'LK-3233030', 'LK-3233035', 'LK-3233040', 'LK-3233045', 'LK-3233050', 'LK-3233055', 'LK-3233060', 'LK-3233065', 'LK-3233070', 'LK-3233075', 'LK-3233080', 'LK-3233085', 'LK-3233090', 'LK-3233095', 'LK-3233100', 'LK-3233105', 'LK-3233110', 'LK-3233115', 'LK-3233120', 'LK-3233125']	['EC-08D']	['LG-32330', 'MOH-32330']	[]	[6.04602595324048, 80.6370223533382]	80
LK-3236	Thihagoda	LK	LK-3	LK-32	LK-3236	EC-08	52.0	33535	LK.MH.TH	['LK-3236005', 'LK-3236010', 'LK-3236015', 'LK-3236020', 'LK-3236025', 'LK-3236030', 'LK-3236035', 'LK-3236040', 'LK-3236045', 'LK-3236050', 'LK-3236055', 'LK-3236060', 'LK-3236065', 'LK-3236070', 'LK-3236075', 'LK-3236080', 'LK-3236085', 'LK-3236090', 'LK-3236095', 'LK-3236100', 'LK-3236105', 'LK-3236110', 'LK-3236115', 'LK-3236120', 'LK-3236125', 'LK-3236130', 'LK-3236135', 'LK-3236140', 'LK-3236145', 'LK-3236150', 'LK-3236155', 'LK-3236160', 'LK-3236165', 'LK-3236170', 'LK-3236175', 'LK-3236180', 'LK-3236185', 'LK-3236190', 'LK-3236195', 'LK-3236200']	['EC-08D']	['LG-32360', 'MOH-32360']	[]	[6.0095643993402295, 80.56030743917046]	37
LK-3239	Weligama	LK	LK-3	LK-32	LK-3239	EC-08	43.0	72843	LK.MH.WG	['LG-32392', 'LK-3239005', 'LK-3239010', 'LK-3239015', 'LK-3239020', 'LK-3239030', 'LK-3239035', 'LK-3239040', 'LK-3239045', 'LK-3239050', 'LK-3239065', 'LK-3239070', 'LK-3239075', 'LK-3239080', 'LK-3239085', 'LK-3239090', 'LK-3239095', 'LK-3239100', 'LK-3239105', 'LK-3239135', 'LK-3239140', 'LK-3239160', 'LK-3239165', 'LK-3239170', 'LK-3239175', 'LK-3239180', 'LK-3239185', 'LK-3239190', 'LK-3239205', 'LK-3239210', 'LK-3239215', 'LK-3239220', 'LK-3239225', 'LK-3239230', 'LK-3239235', 'LK-3239240']	['EC-08G']	['MOH-32390']	['LG-32211']	[5.967287401824337, 80.44406228143616]	0
LK-3242	Matara Four Gravets	LK	LK-3	LK-32	LK-3242	EC-08	53.0	115805	LK.MH.MF	['LG-32421', 'LG-32422', 'MOH-32421', 'MOH-32422']	['EC-08', 'LK-32']	['EC-08F']	[]	[5.962795213139945, 80.56168044688303]	36
LK-3245	Devinuwara	LK	LK-3	LK-32	LK-3245	EC-08	36.0	48253	LK.MH.DE	['LK-3245005', 'LK-3245010', 'LK-3245015', 'LK-3245020', 'LK-3245025', 'LK-3245030', 'LK-3245035', 'LK-3245040', 'LK-3245045', 'LK-3245050', 'LK-3245055', 'LK-3245060', 'LK-3245065', 'LK-3245070', 'LK-3245075', 'LK-3245080', 'LK-3245085', 'LK-3245090', 'LK-3245095', 'LK-3245100', 'LK-3245105', 'LK-3245110', 'LK-3245115', 'LK-3245120', 'LK-3245125', 'LK-3245130', 'LK-3245135', 'LK-3245140', 'LK-3245145', 'LK-3245150', 'LK-3245155', 'LK-3245160', 'LK-3245165', 'LK-3245170', 'LK-3245175', 'LK-3245180', 'LK-3245185', 'LK-3245190', 'LK-3245195', 'LK-3245200', 'LK-3245205']	['EC-08E']	[]	['LG-32451', 'LG-32452', 'MOH-32451', 'MOH-32452']	[5.975532088924438, 80.6148564403307]	81
LK-3248	Dickwella	LK	LK-3	LK-32	LK-3248	EC-08	50.0	54672	LK.MH.DI	['LK-3248005', 'LK-3248010', 'LK-3248015', 'LK-3248020', 'LK-3248025', 'LK-3248030', 'LK-3248035', 'LK-3248040', 'LK-3248045', 'LK-3248050', 'LK-3248055', 'LK-3248060', 'LK-3248065', 'LK-3248070', 'LK-3248075', 'LK-3248080', 'LK-3248085', 'LK-3248090', 'LK-3248095', 'LK-3248100', 'LK-3248105', 'LK-3248110', 'LK-3248115', 'LK-3248120', 'LK-3248125', 'LK-3248130', 'LK-3248135', 'LK-3248140', 'LK-3248145', 'LK-3248150', 'LK-3248155', 'LK-3248160', 'LK-3248165', 'LK-3248170', 'LK-3248175', 'LK-3248180', 'LK-3248185', 'LK-3248190', 'LK-3248195', 'LK-3248200', 'LK-3248205', 'LK-3248210', 'LK-3248215', 'LK-3248220', 'LK-3248225', 'LK-3248230', 'LK-3248235', 'LK-3248240']	['EC-08E']	[]	['LG-32451', 'LG-32452', 'MOH-32451', 'MOH-32452']	[5.98514723430596, 80.6735429983807]	29
LK-3303	Sooriyawewa	LK	LK-3	LK-33	LK-3303	EC-09	192.0	43102	LK.HB.SO	['LK-3303005', 'LK-3303010', 'LK-3303015', 'LK-3303020', 'LK-3303025', 'LK-3303030', 'LK-3303035', 'LK-3303040', 'LK-3303045', 'LK-3303050', 'LK-3303055', 'LK-3303060', 'LK-3303065', 'LK-3303070', 'LK-3303075', 'LK-3303080', 'LK-3303085', 'LK-3303090', 'LK-3303095', 'LK-3303100', 'LK-3303105']	['EC-09D']	['LG-33030', 'MOH-33030']	[]	[6.291759905282701, 81.01413300781259]	53
LK-3306	Lunugamvehera	LK	LK-3	LK-33	LK-3306	EC-09	289.0	31559	LK.HB.LU	['LK-3306005', 'LK-3306010', 'LK-3306015', 'LK-3306020', 'LK-3306025', 'LK-3306030', 'LK-3306035', 'LK-3306040', 'LK-3306045', 'LK-3306050', 'LK-3306055', 'LK-3306060', 'LK-3306065', 'LK-3306070', 'LK-3306075', 'LK-3306080', 'LK-3306085', 'LK-3306090', 'LK-3306095', 'LK-3306100', 'LK-3306105', 'LK-3306110', 'LK-3306115', 'LK-3306120', 'LK-3306125', 'LK-3306130', 'LK-3306135', 'LK-3306140', 'LK-3306145', 'LK-3306150', 'LK-3306155', 'LK-3306160', 'LK-3306165', 'LK-3306170', 'LK-3306175', 'LK-3306180']	['EC-09D']	['LG-33060', 'MOH-33060']	[]	[6.332023425705966, 81.16627806836006]	71
LK-3309	Thissamaharama	LK	LK-3	LK-33	LK-3309	EC-09	773.0	68606	LK.HB.TH	['LK-3309005', 'LK-3309010', 'LK-3309015', 'LK-3309020', 'LK-3309025', 'LK-3309030', 'LK-3309035', 'LK-3309040', 'LK-3309045', 'LK-3309050', 'LK-3309055', 'LK-3309060', 'LK-3309065', 'LK-3309070', 'LK-3309075', 'LK-3309080', 'LK-3309085', 'LK-3309090', 'LK-3309095', 'LK-3309100', 'LK-3309105', 'LK-3309110', 'LK-3309115', 'LK-3309120', 'LK-3309125', 'LK-3309130', 'LK-3309135', 'LK-3309140', 'LK-3309145', 'LK-3309150', 'LK-3309155', 'LK-3309160', 'LK-3309165', 'LK-3309170', 'LK-3309175', 'LK-3309180', 'LK-3309185', 'LK-3309190', 'LK-3309195', 'LK-3309200', 'LK-3309205', 'LK-3309210', 'LK-3309215', 'LK-3309220']	['EC-09D']	['LG-33090', 'MOH-33090']	[]	[6.380399943778632, 81.4536809196939]	55
LK-3312	Hambantota	LK	LK-3	LK-33	LK-3312	EC-09	349.0	57264	LK.HB.HA	['LG-33121', 'LG-33122']	['EC-09D']	['MOH-33120']	[]	[6.2046965300725905, 81.12168127813118]	23
