entity_id	total_population	male	female 
LK-3330270	1438.0	681.0	757.0
LK-3330275	808.0	409.0	399.0
LK-3330280	653.0	308.0	345.0
LK-3330285	812.0	378.0	434.0
LK-3330290	1229.0	595.0	634.0
LK-3330295	542.0	262.0	280.0
LK-3330300	734.0	369.0	365.0
LK-3330305	930.0	439.0	491.0
LK-3330310	476.0	229.0	247.0
LK-3330315	753.0	356.0	397.0
LK-3330320	636.0	310.0	326.0
LK-3330325	747.0	363.0	384.0
LK-3330330	592.0	263.0	329.0
LK-3330335	727.0	362.0	365.0
LK-3330340	643.0	293.0	350.0
LK-3330345	1130.0	516.0	614.0
LK-3330350	1030.0	480.0	550.0
LK-3330355	642.0	297.0	345.0
LK-3333	72507.0	35172.0	37335.0
LK-3333005	1130.0	545.0	585.0
LK-3333010	1005.0	508.0	497.0
LK-3333015	1187.0	565.0	622.0
LK-3333020	914.0	468.0	446.0
LK-3333025	899.0	408.0	491.0
LK-3333030	521.0	247.0	274.0
LK-3333035	1175.0	570.0	605.0
LK-3333040	1671.0	833.0	838.0
LK-3333045	1757.0	864.0	893.0
LK-3333050	1773.0	871.0	902.0
LK-3333055	1367.0	647.0	720.0
LK-3333060	829.0	401.0	428.0
LK-3333065	864.0	385.0	479.0
LK-3333070	643.0	296.0	347.0
LK-3333075	504.0	239.0	265.0
LK-3333080	436.0	198.0	238.0
LK-3333085	305.0	145.0	160.0
LK-3333090	722.0	347.0	375.0
LK-3333095	445.0	214.0	231.0
LK-3333100	763.0	375.0	388.0
LK-3333105	611.0	278.0	333.0
LK-3333110	627.0	312.0	315.0
LK-3333115	1198.0	589.0	609.0
LK-3333120	1179.0	538.0	641.0
LK-3333125	1622.0	800.0	822.0
LK-3333130	1777.0	870.0	907.0
LK-3333135	1386.0	684.0	702.0
LK-3333140	1690.0	810.0	880.0
LK-3333145	1302.0	638.0	664.0
LK-3333150	1640.0	782.0	858.0
LK-3333155	859.0	434.0	425.0
LK-3333160	423.0	222.0	201.0
LK-3333165	1348.0	705.0	643.0
LK-3333170	761.0	359.0	402.0
LK-3333175	1038.0	511.0	527.0
LK-3333180	1109.0	567.0	542.0
LK-3333185	919.0	441.0	478.0
LK-3333190	1007.0	467.0	540.0
LK-3333195	754.0	339.0	415.0
LK-3333200	414.0	191.0	223.0
LK-3333205	689.0	342.0	347.0
LK-3333210	555.0	255.0	300.0
LK-3333215	1209.0	586.0	623.0
LK-3333220	2539.0	1241.0	1298.0
LK-3333225	1562.0	771.0	791.0
LK-3333230	563.0	277.0	286.0
LK-3333235	1921.0	909.0	1012.0
LK-3333240	1242.0	624.0	618.0
LK-3333245	1221.0	586.0	635.0
LK-3333250	573.0	243.0	330.0
LK-3333255	1315.0	691.0	624.0
LK-3333260	1134.0	537.0	597.0
LK-3333265	1744.0	855.0	889.0
LK-3333270	624.0	305.0	319.0
LK-3333275	887.0	429.0	458.0
LK-3333280	1365.0	636.0	729.0
LK-3333285	888.0	420.0	468.0
LK-3333290	1093.0	541.0	552.0
LK-3333295	1183.0	600.0	583.0
LK-3333300	443.0	201.0	242.0
LK-3333305	920.0	446.0	474.0
LK-3333310	1114.0	548.0	566.0
LK-3333315	486.0	228.0	258.0
LK-3333320	707.0	346.0	361.0
LK-3333325	464.0	233.0	231.0
LK-3333330	1098.0	508.0	590.0
LK-3333335	884.0	437.0	447.0
LK-3333340	711.0	350.0	361.0
LK-3333345	501.0	231.0	270.0
LK-3333350	182.0	83.0	99.0
LK-3333355	1354.0	655.0	699.0
LK-3333360	762.0	395.0	367.0
LK-4	1061315.0	510760.0	550555.0
LK-41	583882.0	274173.0	309709.0
LK-4103	9876.0	4683.0	5193.0
LK-4103005	840.0	418.0	422.0
LK-4103010	941.0	460.0	481.0
LK-4103015	555.0	264.0	291.0
LK-4103020	578.0	259.0	319.0
LK-4103025	559.0	294.0	265.0
LK-4103030	932.0	442.0	490.0
LK-4103035	463.0	218.0	245.0
LK-4103040	1065.0	493.0	572.0
LK-4103045	327.0	155.0	172.0
LK-4103050	564.0	265.0	299.0
LK-4103055	614.0	270.0	344.0
LK-4103060	246.0	95.0	151.0
LK-4103065	791.0	397.0	394.0
LK-4103070	1108.0	516.0	592.0
LK-4103075	293.0	137.0	156.0
LK-4104	9576.0	4379.0	5197.0
LK-4104005	611.0	276.0	335.0
LK-4104010	1604.0	746.0	858.0
LK-4104015	1466.0	683.0	783.0
LK-4104020	1416.0	635.0	781.0
LK-4104025	334.0	139.0	195.0
LK-4104030	1447.0	672.0	775.0
LK-4104035	406.0	182.0	224.0
LK-4104040	1250.0	568.0	682.0
LK-4104045	1042.0	478.0	564.0
LK-4106	46438.0	21794.0	24644.0
LK-4106005	1655.0	735.0	920.0
LK-4106010	1341.0	600.0	741.0
LK-4106015	1851.0	864.0	987.0
LK-4106020	1245.0	599.0	646.0
LK-4106025	1968.0	942.0	1026.0
LK-4106030	2340.0	1112.0	1228.0
LK-4106035	2067.0	966.0	1101.0
LK-4106040	1852.0	868.0	984.0
LK-4106045	2860.0	1357.0	1503.0
LK-4106050	1430.0	698.0	732.0
LK-4106055	1365.0	617.0	748.0
LK-4106060	1243.0	576.0	667.0
LK-4106065	2397.0	1135.0	1262.0
LK-4106070	1166.0	540.0	626.0
LK-4106075	3178.0	1536.0	1642.0
LK-4106080	2122.0	978.0	1144.0
LK-4106085	1660.0	765.0	895.0
LK-4106090	2747.0	1295.0	1452.0
LK-4106095	1602.0	766.0	836.0
LK-4106100	1293.0	561.0	732.0
LK-4106105	1370.0	654.0	716.0
LK-4106110	1596.0	750.0	846.0
LK-4106115	1901.0	892.0	1009.0
LK-4106120	1958.0	965.0	993.0
LK-4106125	2231.0	1023.0	1208.0
LK-4109	52269.0	24534.0	27735.0
LK-4109005	1706.0	787.0	919.0
LK-4109010	2067.0	961.0	1106.0
LK-4109015	1713.0	839.0	874.0
LK-4109020	3466.0	1603.0	1863.0
LK-4109025	3810.0	1799.0	2011.0
LK-4109030	2652.0	1218.0	1434.0
LK-4109035	1491.0	682.0	809.0
LK-4109040	1645.0	811.0	834.0
LK-4109045	1343.0	621.0	722.0
LK-4109050	2183.0	1028.0	1155.0
LK-4109055	1693.0	784.0	909.0
LK-4109060	2370.0	1153.0	1217.0
LK-4109065	1977.0	916.0	1061.0
LK-4109070	2066.0	985.0	1081.0
LK-4109075	1274.0	591.0	683.0
LK-4109080	1801.0	826.0	975.0
LK-4109085	1778.0	807.0	971.0
LK-4109090	2635.0	1224.0	1411.0
LK-4109095	1788.0	837.0	951.0
LK-4109100	1984.0	968.0	1016.0
LK-4109105	824.0	376.0	448.0
LK-4109110	2568.0	1251.0	1317.0
LK-4109115	1076.0	487.0	589.0
LK-4109120	773.0	376.0	397.0
LK-4109125	1603.0	752.0	851.0
LK-4109130	1252.0	588.0	664.0
LK-4109135	2097.0	1019.0	1078.0
LK-4109140	634.0	245.0	389.0
LK-4112	29518.0	14097.0	15421.0
LK-4112005	2199.0	1059.0	1140.0
LK-4112010	2142.0	1027.0	1115.0
LK-4112015	2493.0	1156.0	1337.0
LK-4112020	1506.0	703.0	803.0
LK-4112025	1244.0	564.0	680.0
LK-4112030	1746.0	834.0	912.0
LK-4112035	1141.0	555.0	586.0
LK-4112040	2020.0	993.0	1027.0
LK-4112045	2134.0	1006.0	1128.0
LK-4112050	966.0	458.0	508.0
LK-4112055	1521.0	721.0	800.0
LK-4112060	487.0	227.0	260.0
LK-4112065	925.0	436.0	489.0
LK-4112070	849.0	371.0	478.0
LK-4112075	388.0	185.0	203.0
LK-4112080	1491.0	716.0	775.0
LK-4112085	518.0	241.0	277.0
LK-4112090	1732.0	749.0	983.0
LK-4112095	818.0	392.0	426.0
LK-4112100	47.0	16.0	31.0
LK-4112105	104.0	62.0	42.0
LK-4112115	325.0	304.0	21.0
LK-4112125	12.0	5.0	7.0
LK-4112130	31.0	14.0	17.0
LK-4112135	132.0	60.0	72.0
LK-4112140	827.0	387.0	440.0
LK-4112160	160.0	79.0	81.0
LK-4112165	1398.0	674.0	724.0
LK-4112170	117.0	58.0	59.0
LK-4112225	45.0	45.0	0.0
LK-4115	53016.0	24645.0	28371.0
LK-4115005	1479.0	686.0	793.0
LK-4115010	2008.0	941.0	1067.0
LK-4115015	2089.0	974.0	1115.0
LK-4115020	2931.0	1279.0	1652.0
LK-4115025	2005.0	938.0	1067.0
LK-4115030	2759.0	1285.0	1474.0
LK-4115035	1664.0	793.0	871.0
LK-4115040	814.0	357.0	457.0
LK-4115045	2359.0	1046.0	1313.0
LK-4115050	1298.0	624.0	674.0
LK-4115055	2215.0	1038.0	1177.0
LK-4115060	1458.0	680.0	778.0
LK-4115065	1705.0	822.0	883.0
LK-4115070	1227.0	581.0	646.0
LK-4115075	3687.0	1733.0	1954.0
LK-4115080	1586.0	770.0	816.0
LK-4115085	1722.0	797.0	925.0
LK-4115090	1650.0	760.0	890.0
LK-4115095	1661.0	745.0	916.0
LK-4115100	1453.0	675.0	778.0
LK-4115105	1603.0	743.0	860.0
LK-4115110	3360.0	1608.0	1752.0
LK-4115115	1322.0	602.0	720.0
LK-4115120	1566.0	712.0	854.0
LK-4115125	1155.0	520.0	635.0
LK-4115130	1094.0	512.0	582.0
LK-4115135	1001.0	459.0	542.0
LK-4115140	1677.0	798.0	879.0
LK-4115145	1815.0	851.0	964.0
LK-4115150	653.0	316.0	337.0
LK-4118	73225.0	34410.0	38815.0
LK-4118005	2552.0	1196.0	1356.0
LK-4118010	2178.0	1053.0	1125.0
LK-4118015	2190.0	1042.0	1148.0
LK-4118020	3825.0	1792.0	2033.0
LK-4118025	3728.0	1660.0	2068.0
LK-4118030	2598.0	1276.0	1322.0
LK-4118035	2643.0	1247.0	1396.0
LK-4118040	2397.0	1099.0	1298.0
LK-4118045	4678.0	2240.0	2438.0
LK-4118050	2641.0	1229.0	1412.0
LK-4118055	3295.0	1576.0	1719.0
LK-4118060	2156.0	1000.0	1156.0
LK-4118065	2546.0	1155.0	1391.0
LK-4118070	1159.0	516.0	643.0
LK-4118075	1845.0	847.0	998.0
LK-4118080	2088.0	975.0	1113.0
LK-4118085	3173.0	1554.0	1619.0
LK-4118090	1603.0	766.0	837.0
LK-4118095	1335.0	612.0	723.0
LK-4118100	1256.0	614.0	642.0
LK-4118105	2414.0	1126.0	1288.0
LK-4118110	3556.0	1675.0	1881.0
LK-4118115	3241.0	1546.0	1695.0
LK-4118120	1035.0	512.0	523.0
LK-4118125	2342.0	1151.0	1191.0
LK-4118130	1874.0	850.0	1024.0
LK-4118135	833.0	404.0	429.0
LK-4118140	860.0	436.0	424.0
LK-4118145	2037.0	959.0	1078.0
LK-4118150	2798.0	1297.0	1501.0
LK-4118155	2349.0	1005.0	1344.0
LK-4121	45730.0	21210.0	24520.0
LK-4121005	1736.0	805.0	931.0
LK-4121010	2034.0	977.0	1057.0
LK-4121015	1624.0	760.0	864.0
LK-4121020	1348.0	633.0	715.0
LK-4121025	1460.0	687.0	773.0
LK-4121030	1929.0	878.0	1051.0
LK-4121035	1027.0	455.0	572.0
LK-4121040	997.0	442.0	555.0
LK-4121045	1275.0	586.0	689.0
LK-4121050	1472.0	676.0	796.0
LK-4121055	1901.0	898.0	1003.0
LK-4121060	2213.0	987.0	1226.0
LK-4121065	1669.0	791.0	878.0
LK-4121070	1581.0	741.0	840.0
LK-4121075	1255.0	568.0	687.0
LK-4121080	1696.0	787.0	909.0
LK-4121085	1026.0	473.0	553.0
LK-4121090	751.0	319.0	432.0
LK-4121095	837.0	387.0	450.0
LK-4121100	1305.0	606.0	699.0
LK-4121105	1321.0	602.0	719.0
LK-4121110	1176.0	541.0	635.0
LK-4121115	1387.0	656.0	731.0
LK-4121120	1240.0	568.0	672.0
LK-4121125	678.0	314.0	364.0
LK-4121130	635.0	289.0	346.0
LK-4121135	1205.0	551.0	654.0
LK-4121140	1146.0	548.0	598.0
LK-4121145	1072.0	502.0	570.0
LK-4121150	1379.0	606.0	773.0
LK-4121155	1484.0	732.0	752.0
LK-4121160	1401.0	664.0	737.0
LK-4121165	1521.0	743.0	778.0
LK-4121170	746.0	344.0	402.0
LK-4121175	203.0	94.0	109.0
LK-4124	12766.0	6253.0	6513.0
LK-4124005	954.0	462.0	492.0
LK-4124010	1290.0	617.0	673.0
LK-4124015	632.0	315.0	317.0
LK-4124020	473.0	234.0	239.0
LK-4124025	642.0	308.0	334.0
LK-4124035	340.0	175.0	165.0
LK-4124040	85.0	47.0	38.0
LK-4124045	950.0	462.0	488.0
LK-4124050	505.0	234.0	271.0
LK-4124055	919.0	461.0	458.0
LK-4124060	874.0	435.0	439.0
LK-4124065	1526.0	739.0	787.0
LK-4124070	1135.0	532.0	603.0
LK-4124075	766.0	387.0	379.0
LK-4124080	1188.0	597.0	591.0
LK-4124085	487.0	248.0	239.0
LK-4127	47565.0	22325.0	25240.0
LK-4127005	721.0	357.0	364.0
LK-4127010	838.0	384.0	454.0
LK-4127015	2203.0	1061.0	1142.0
LK-4127020	673.0	320.0	353.0
LK-4127025	467.0	234.0	233.0
LK-4127030	983.0	476.0	507.0
LK-4127035	476.0	221.0	255.0
LK-4127040	582.0	264.0	318.0
LK-4127045	883.0	446.0	437.0
LK-4127050	685.0	334.0	351.0
LK-4127055	1889.0	884.0	1005.0
LK-4127060	2155.0	996.0	1159.0
LK-4127065	790.0	383.0	407.0
LK-4127070	1300.0	597.0	703.0
LK-4127075	2088.0	942.0	1146.0
LK-4127080	1888.0	890.0	998.0
LK-4127085	1404.0	649.0	755.0
LK-4127090	2030.0	954.0	1076.0
LK-4127095	2083.0	1053.0	1030.0
LK-4127100	1373.0	640.0	733.0
LK-4127105	2956.0	1375.0	1581.0
LK-4127110	1935.0	880.0	1055.0
LK-4127115	1303.0	632.0	671.0
LK-4127120	2432.0	1141.0	1291.0
LK-4127125	1796.0	798.0	998.0
LK-4127130	1043.0	471.0	572.0
LK-4127135	1602.0	735.0	867.0
LK-4127140	1367.0	662.0	705.0
LK-4127145	1874.0	875.0	999.0
LK-4127150	1398.0	664.0	734.0
LK-4127155	1518.0	727.0	791.0
LK-4127160	853.0	370.0	483.0
LK-4127165	536.0	244.0	292.0
LK-4127170	596.0	284.0	312.0
LK-4127175	845.0	382.0	463.0
LK-4130	64704.0	30483.0	34221.0
LK-4130005	538.0	263.0	275.0
LK-4130010	1585.0	756.0	829.0
LK-4130015	925.0	437.0	488.0
LK-4130020	1661.0	775.0	886.0
LK-4130025	711.0	327.0	384.0
LK-4130030	1212.0	556.0	656.0
LK-4130035	2157.0	1038.0	1119.0
LK-4130040	1112.0	506.0	606.0
LK-4130045	585.0	292.0	293.0
LK-4130050	878.0	446.0	432.0
LK-4130055	960.0	466.0	494.0
LK-4130060	358.0	168.0	190.0
LK-4130065	981.0	444.0	537.0
LK-4130070	2335.0	1123.0	1212.0
LK-4130075	1706.0	764.0	942.0
LK-4130080	914.0	418.0	496.0
LK-4130085	1080.0	477.0	603.0
LK-4130090	1831.0	880.0	951.0
LK-4130095	1145.0	562.0	583.0
LK-4130100	651.0	314.0	337.0
LK-4130105	1802.0	835.0	967.0
LK-4130110	706.0	333.0	373.0
LK-4130115	882.0	385.0	497.0
LK-4130120	620.0	303.0	317.0
LK-4130125	1108.0	543.0	565.0
LK-4130130	1072.0	501.0	571.0
LK-4130135	922.0	425.0	497.0
LK-4130140	1555.0	739.0	816.0
LK-4130145	1359.0	629.0	730.0
LK-4130150	739.0	345.0	394.0
LK-4130155	1839.0	883.0	956.0
LK-4130160	1845.0	873.0	972.0
LK-4130165	1127.0	513.0	614.0
LK-4130170	1505.0	701.0	804.0
LK-4130175	1310.0	620.0	690.0
LK-4130180	671.0	310.0	361.0
LK-4130185	1573.0	766.0	807.0
LK-4130190	1018.0	487.0	531.0
LK-4130195	1257.0	597.0	660.0
LK-4130200	1689.0	801.0	888.0
LK-4130205	1504.0	704.0	800.0
LK-4130210	867.0	419.0	448.0
LK-4130215	315.0	157.0	158.0
LK-4130220	541.0	267.0	274.0
LK-4130225	1394.0	667.0	727.0
LK-4130230	262.0	148.0	114.0
LK-4130235	680.0	325.0	355.0
LK-4130240	1105.0	529.0	576.0
LK-4130245	646.0	290.0	356.0
LK-4130250	770.0	368.0	402.0
LK-4130255	648.0	290.0	358.0
LK-4130260	1017.0	495.0	522.0
LK-4130265	348.0	169.0	179.0
LK-4130270	1085.0	510.0	575.0
LK-4130275	1177.0	546.0	631.0
LK-4130280	1123.0	505.0	618.0
LK-4130285	987.0	453.0	534.0
LK-4130290	1225.0	564.0	661.0
LK-4130295	705.0	311.0	394.0
LK-4130300	381.0	165.0	216.0
LK-4133	68142.0	31624.0	36518.0
LK-4133005	1471.0	715.0	756.0
LK-4133010	1098.0	517.0	581.0
LK-4133015	1831.0	897.0	934.0
LK-4133020	1582.0	732.0	850.0
LK-4133025	1105.0	507.0	598.0
LK-4133030	879.0	408.0	471.0
LK-4133035	1649.0	781.0	868.0
LK-4133040	1135.0	538.0	597.0
LK-4133045	1743.0	806.0	937.0
LK-4133050	2012.0	948.0	1064.0
LK-4133055	2647.0	1244.0	1403.0
LK-4133060	2260.0	1046.0	1214.0
LK-4133065	1501.0	723.0	778.0
LK-4133070	1794.0	797.0	997.0
LK-4133075	2263.0	1023.0	1240.0
LK-4133080	1161.0	540.0	621.0
LK-4133085	1153.0	534.0	619.0
LK-4133090	1768.0	820.0	948.0
LK-4133095	591.0	260.0	331.0
LK-4133100	1595.0	703.0	892.0
LK-4133105	3611.0	1693.0	1918.0
LK-4133110	2628.0	1206.0	1422.0
LK-4133115	837.0	387.0	450.0
LK-4133120	1202.0	564.0	638.0
LK-4133125	1662.0	769.0	893.0
LK-4133130	3556.0	1693.0	1863.0
LK-4133135	1951.0	913.0	1038.0
LK-4133140	1905.0	889.0	1016.0
LK-4133145	1029.0	468.0	561.0
LK-4133150	2050.0	951.0	1099.0
LK-4133155	2156.0	1002.0	1154.0
LK-4133160	1589.0	757.0	832.0
LK-4133165	1774.0	857.0	917.0
LK-4133170	2628.0	1064.0	1564.0
LK-4133175	1430.0	662.0	768.0
LK-4133180	838.0	402.0	436.0
LK-4133185	1369.0	639.0	730.0
LK-4133190	1747.0	806.0	941.0
LK-4133195	1420.0	653.0	767.0
LK-4133200	1522.0	710.0	812.0
LK-4136	50491.0	23916.0	26575.0
LK-4136005	722.0	357.0	365.0
LK-4136010	2909.0	1447.0	1462.0
LK-4136015	522.0	250.0	272.0
LK-4136020	1262.0	609.0	653.0
LK-4136025	1178.0	523.0	655.0
LK-4136030	2823.0	1280.0	1543.0
LK-4136035	1630.0	802.0	828.0
LK-4136040	4108.0	1938.0	2170.0
LK-4136045	3546.0	1705.0	1841.0
LK-4136050	1974.0	840.0	1134.0
LK-4136055	1546.0	729.0	817.0
LK-4136060	874.0	431.0	443.0
LK-4136065	2142.0	1008.0	1134.0
LK-4136070	1988.0	896.0	1092.0
LK-4136075	1915.0	932.0	983.0
LK-4136080	1703.0	850.0	853.0
LK-4136085	1531.0	682.0	849.0
LK-4136090	1911.0	870.0	1041.0
LK-4136095	1153.0	535.0	618.0
LK-4136100	1372.0	600.0	772.0
LK-4136105	2040.0	984.0	1056.0
LK-4136110	1654.0	760.0	894.0
LK-4136115	1685.0	816.0	869.0
LK-4136120	1888.0	907.0	981.0
LK-4136125	2356.0	1134.0	1222.0
LK-4136130	1272.0	645.0	627.0
LK-4136135	1538.0	772.0	766.0
LK-4136140	1249.0	614.0	635.0
LK-4139	16742.0	7962.0	8780.0
LK-4139005	251.0	123.0	128.0
LK-4139010	472.0	179.0	293.0
LK-4139015	801.0	386.0	415.0
LK-4139020	1721.0	813.0	908.0
LK-4139025	582.0	275.0	307.0
LK-4139030	376.0	174.0	202.0
LK-4139035	487.0	236.0	251.0
LK-4139040	1036.0	507.0	529.0
LK-4139045	341.0	155.0	186.0
LK-4139050	539.0	264.0	275.0
LK-4139055	1147.0	539.0	608.0
LK-4139060	351.0	185.0	166.0
LK-4139065	918.0	467.0	451.0
LK-4139070	359.0	168.0	191.0
LK-4139075	553.0	260.0	293.0
LK-4139080	202.0	89.0	113.0
LK-4139085	285.0	146.0	139.0
LK-4139090	73.0	35.0	38.0
LK-4139095	398.0	197.0	201.0
LK-4139100	979.0	491.0	488.0
LK-4139105	319.0	146.0	173.0
LK-4139110	562.0	269.0	293.0
LK-4139115	199.0	88.0	111.0
LK-4139120	235.0	109.0	126.0
LK-4139125	270.0	124.0	146.0
LK-4139130	197.0	105.0	92.0
LK-4139135	428.0	207.0	221.0
LK-4139140	936.0	427.0	509.0
LK-4139145	661.0	299.0	362.0
LK-4139150	1064.0	499.0	565.0
LK-4142	3824.0	1858.0	1966.0
LK-4142005	680.0	340.0	340.0
LK-4142010	428.0	208.0	220.0
LK-4142015	898.0	431.0	467.0
LK-4142020	703.0	323.0	380.0
LK-4142025	576.0	278.0	298.0
LK-4142030	539.0	278.0	261.0
LK-42	99570.0	50053.0	49517.0
LK-4203	51078.0	25451.0	25627.0
LK-4203005	968.0	491.0	477.0
LK-4203010	88.0	47.0	41.0
LK-4203015	1288.0	616.0	672.0
LK-4203020	754.0	422.0	332.0
LK-4203025	522.0	249.0	273.0
LK-4203030	315.0	151.0	164.0
LK-4203035	1155.0	542.0	613.0
LK-4203040	2486.0	1205.0	1281.0
LK-4203045	1198.0	600.0	598.0
LK-4203050	1150.0	575.0	575.0
LK-4203055	1798.0	892.0	906.0
LK-4203060	852.0	398.0	454.0
LK-4203065	638.0	321.0	317.0
LK-4203070	1776.0	908.0	868.0
LK-4203075	617.0	328.0	289.0
LK-4203080	417.0	207.0	210.0
LK-4203085	753.0	366.0	387.0
LK-4203090	368.0	189.0	179.0
LK-4203095	513.0	254.0	259.0
LK-4203100	1526.0	743.0	783.0
LK-4203105	2180.0	1127.0	1053.0
LK-4203110	2114.0	1044.0	1070.0
LK-4203115	334.0	153.0	181.0
LK-4203120	736.0	369.0	367.0
LK-4203125	1834.0	885.0	949.0
LK-4203130	2353.0	1201.0	1152.0
LK-4203135	1486.0	721.0	765.0
LK-4203140	3407.0	1645.0	1762.0
LK-4203145	2005.0	1100.0	905.0
LK-4203150	1834.0	898.0	936.0
LK-4203155	1386.0	633.0	753.0
LK-4203160	2064.0	931.0	1133.0
LK-4203165	1504.0	814.0	690.0
LK-4203170	977.0	488.0	489.0
LK-4203175	677.0	353.0	324.0
LK-4203180	941.0	582.0	359.0
LK-4203185	1526.0	738.0	788.0
LK-4203190	790.0	356.0	434.0
LK-4203195	15.0	12.0	3.0
LK-4203200	442.0	224.0	218.0
LK-4203205	186.0	105.0	81.0
LK-4203210	63.0	31.0	32.0
LK-4203215	322.0	156.0	166.0
LK-4203220	393.0	193.0	200.0
LK-4203225	23.0	10.0	13.0
LK-4203230	433.0	231.0	202.0
LK-4203235	849.0	413.0	436.0
LK-4203240	317.0	180.0	137.0
LK-4203245	705.0	354.0	351.0
LK-4206	14771.0	7517.0	7254.0
LK-4206005	848.0	431.0	417.0
LK-4206010	551.0	287.0	264.0
LK-4206015	1219.0	659.0	560.0
LK-4206020	629.0	311.0	318.0
LK-4206025	606.0	334.0	272.0
LK-4206030	216.0	116.0	100.0
LK-4206035	55.0	33.0	22.0
LK-4206040	202.0	98.0	104.0
LK-4206045	246.0	119.0	127.0
LK-4206050	193.0	104.0	89.0
LK-4206055	534.0	265.0	269.0
LK-4206060	555.0	297.0	258.0
LK-4206065	261.0	134.0	127.0
LK-4206070	271.0	136.0	135.0
LK-4206075	439.0	218.0	221.0
LK-4206080	51.0	33.0	18.0
LK-4206085	192.0	132.0	60.0
LK-4206090	291.0	143.0	148.0
LK-4206095	198.0	101.0	97.0
LK-4206100	73.0	39.0	34.0
LK-4206105	599.0	293.0	306.0
LK-4206110	181.0	90.0	91.0
LK-4206115	331.0	155.0	176.0
LK-4206120	235.0	116.0	119.0
LK-4206125	420.0	228.0	192.0
LK-4206130	379.0	193.0	186.0
LK-4206135	404.0	213.0	191.0
LK-4206140	669.0	323.0	346.0
LK-4206145	261.0	134.0	127.0
LK-4206150	291.0	133.0	158.0
LK-4206155	660.0	321.0	339.0
LK-4206160	441.0	197.0	244.0
LK-4206165	543.0	271.0	272.0
LK-4206170	599.0	283.0	316.0
LK-4206175	339.0	164.0	175.0
LK-4206180	789.0	413.0	376.0
LK-4209	7711.0	3973.0	3738.0
LK-4209005	760.0	382.0	378.0
LK-4209010	131.0	65.0	66.0
LK-4209015	489.0	244.0	245.0
LK-4209020	252.0	140.0	112.0
LK-4209025	264.0	135.0	129.0
LK-4209030	289.0	147.0	142.0
LK-4209035	230.0	134.0	96.0
LK-4209040	938.0	470.0	468.0
LK-4209045	693.0	377.0	316.0
LK-4209050	492.0	240.0	252.0
LK-4209055	423.0	206.0	217.0
LK-4209060	1527.0	768.0	759.0
LK-4209065	277.0	179.0	98.0
LK-4209070	34.0	17.0	17.0
LK-4209075	179.0	103.0	76.0
LK-4209080	220.0	113.0	107.0
LK-4209085	513.0	253.0	260.0
LK-4212	17891.0	8955.0	8936.0
LK-4212005	789.0	401.0	388.0
LK-4212010	710.0	328.0	382.0
LK-4212015	1450.0	689.0	761.0
LK-4212020	1001.0	512.0	489.0
LK-4212025	877.0	442.0	435.0
LK-4212030	511.0	248.0	263.0
LK-4212035	499.0	251.0	248.0
LK-4212040	205.0	105.0	100.0
LK-4212045	495.0	241.0	254.0
LK-4212050	388.0	203.0	185.0
LK-4212055	48.0	30.0	18.0
LK-4212060	468.0	227.0	241.0
LK-4212065	1378.0	775.0	603.0
LK-4212070	209.0	106.0	103.0
LK-4212075	167.0	115.0	52.0
LK-4212080	339.0	171.0	168.0
LK-4212085	422.0	201.0	221.0
LK-4212090	236.0	113.0	123.0
LK-4212095	394.0	183.0	211.0
LK-4212100	397.0	192.0	205.0
LK-4212105	512.0	266.0	246.0
LK-4212110	429.0	205.0	224.0
LK-4212115	500.0	248.0	252.0
LK-4212120	424.0	214.0	210.0
LK-4212125	1761.0	868.0	893.0
LK-4212130	448.0	226.0	222.0
LK-4212135	374.0	180.0	194.0
LK-4212140	777.0	372.0	405.0
LK-4212145	533.0	262.0	271.0
LK-4212150	813.0	392.0	421.0
LK-4212155	337.0	189.0	148.0
LK-4215	8119.0	4157.0	3962.0
LK-4215005	1049.0	545.0	504.0
LK-4215010	709.0	357.0	352.0
LK-4215015	127.0	63.0	64.0
LK-4215020	368.0	198.0	170.0
LK-4215025	439.0	225.0	214.0
LK-4215030	254.0	120.0	134.0
LK-4215035	145.0	82.0	63.0
LK-4215040	358.0	191.0	167.0
LK-4215045	506.0	253.0	253.0
LK-4215050	513.0	252.0	261.0
LK-4215055	143.0	76.0	67.0
LK-4215060	659.0	330.0	329.0
LK-4215065	395.0	236.0	159.0
LK-4215070	946.0	485.0	461.0
LK-4215075	516.0	256.0	260.0
LK-4215080	393.0	199.0	194.0
LK-4215085	229.0	116.0	113.0
LK-4215090	287.0	141.0	146.0
LK-4215095	32.0	7.0	25.0
LK-4215100	51.0	25.0	26.0
LK-43	172115.0	84715.0	87400.0
LK-4303	11578.0	5987.0	5591.0
LK-4303005	47.0	20.0	27.0
LK-4303010	26.0	15.0	11.0
LK-4303015	132.0	64.0	68.0
LK-4303020	413.0	193.0	220.0
LK-4303025	529.0	254.0	275.0
LK-4303030	853.0	475.0	378.0
LK-4303035	527.0	280.0	247.0
LK-4303040	908.0	457.0	451.0
LK-4303045	569.0	289.0	280.0
LK-4303050	524.0	245.0	279.0
LK-4303055	498.0	232.0	266.0
LK-4303060	793.0	426.0	367.0
LK-4303065	181.0	101.0	80.0
LK-4303070	547.0	271.0	276.0
LK-4303075	651.0	320.0	331.0
LK-4303080	953.0	557.0	396.0
LK-4303085	780.0	382.0	398.0
LK-4303090	1341.0	761.0	580.0
LK-4303095	765.0	374.0	391.0
