entity_id	total_population 
LK-2118280	414.0
LK-2118285	152.0
LK-2118290	649.0
LK-2118295	806.0
LK-2118300	460.0
LK-2118305	145.0
LK-2118310	320.0
LK-2118315	378.0
LK-2121	51883.0
LK-2121005	108.0
LK-2121010	198.0
LK-2121015	1704.0
LK-2121020	1360.0
LK-2121025	2174.0
LK-2121030	1589.0
LK-2121035	1138.0
LK-2121040	790.0
LK-2121045	324.0
LK-2121050	107.0
LK-2121055	999.0
LK-2121060	1185.0
LK-2121065	1248.0
LK-2121070	1580.0
LK-2121075	1423.0
LK-2121080	923.0
LK-2121085	740.0
LK-2121090	1356.0
LK-2121095	356.0
LK-2121100	1102.0
LK-2121105	671.0
LK-2121110	839.0
LK-2121115	1188.0
LK-2121120	804.0
LK-2121125	1408.0
LK-2121130	817.0
LK-2121135	1443.0
LK-2121140	1910.0
LK-2121145	1416.0
LK-2121150	1206.0
LK-2121155	1278.0
LK-2121160	804.0
LK-2121165	1038.0
LK-2121170	1661.0
LK-2121175	1698.0
LK-2121180	828.0
LK-2121185	1149.0
LK-2121190	1188.0
LK-2121195	1134.0
LK-2121200	1691.0
LK-2121205	1407.0
LK-2121210	688.0
LK-2121215	688.0
LK-2121220	898.0
LK-2121225	1129.0
LK-2121230	1285.0
LK-2121235	620.0
LK-2121240	593.0
LK-2124	61034.0
LK-2124005	253.0
LK-2124010	800.0
LK-2124015	398.0
LK-2124020	269.0
LK-2124025	698.0
LK-2124030	504.0
LK-2124035	357.0
LK-2124040	319.0
LK-2124045	294.0
LK-2124050	489.0
LK-2124055	282.0
LK-2124060	1089.0
LK-2124065	773.0
LK-2124070	782.0
LK-2124075	437.0
LK-2124080	332.0
LK-2124085	529.0
LK-2124090	174.0
LK-2124095	596.0
LK-2124100	455.0
LK-2124105	944.0
LK-2124110	336.0
LK-2124115	443.0
LK-2124120	1012.0
LK-2124125	486.0
LK-2124130	613.0
LK-2124135	286.0
LK-2124140	647.0
LK-2124145	501.0
LK-2124150	797.0
LK-2124155	578.0
LK-2124160	436.0
LK-2124165	768.0
LK-2124170	374.0
LK-2124175	400.0
LK-2124180	493.0
LK-2124185	586.0
LK-2124190	395.0
LK-2124195	493.0
LK-2124200	356.0
LK-2124205	623.0
LK-2124210	651.0
LK-2124215	452.0
LK-2124220	956.0
LK-2124225	955.0
LK-2124230	740.0
LK-2124235	867.0
LK-2124240	760.0
LK-2124245	788.0
LK-2124250	1417.0
LK-2124255	926.0
LK-2124260	776.0
LK-2124265	493.0
LK-2124270	381.0
LK-2124275	859.0
LK-2124280	852.0
LK-2124285	683.0
LK-2124290	742.0
LK-2124295	500.0
LK-2124300	621.0
LK-2124305	676.0
LK-2124310	737.0
LK-2124315	772.0
LK-2124320	511.0
LK-2124325	579.0
LK-2124330	645.0
LK-2124335	1069.0
LK-2124340	1828.0
LK-2124345	1419.0
LK-2124350	1621.0
LK-2124355	818.0
LK-2124360	773.0
LK-2124365	757.0
LK-2124370	473.0
LK-2124375	715.0
LK-2124380	1935.0
LK-2124385	937.0
LK-2124390	874.0
LK-2124395	391.0
LK-2124400	711.0
LK-2124405	561.0
LK-2124410	604.0
LK-2124415	658.0
LK-2124425	844.0
LK-2124430	634.0
LK-2124435	450.0
LK-2124440	744.0
LK-2124445	634.0
LK-2124450	442.0
LK-2124455	522.0
LK-2124460	348.0
LK-2124465	261.0
LK-2124470	275.0
LK-2127	127070.0
LK-2127005	1312.0
LK-2127010	883.0
LK-2127015	785.0
LK-2127020	1320.0
LK-2127025	962.0
LK-2127030	864.0
LK-2127035	1122.0
LK-2127040	1013.0
LK-2127045	736.0
LK-2127050	922.0
LK-2127055	824.0
LK-2127060	961.0
LK-2127065	1073.0
LK-2127070	711.0
LK-2127075	605.0
LK-2127080	1371.0
LK-2127085	910.0
LK-2127090	2011.0
LK-2127095	828.0
LK-2127100	1496.0
LK-2127105	1015.0
LK-2127110	968.0
LK-2127115	2696.0
LK-2127120	1837.0
LK-2127125	1529.0
LK-2127130	1269.0
LK-2127135	1301.0
LK-2127140	1136.0
LK-2127145	983.0
LK-2127150	954.0
LK-2127155	1441.0
LK-2127160	962.0
LK-2127165	1368.0
LK-2127170	2623.0
LK-2127175	1692.0
LK-2127180	1320.0
LK-2127185	893.0
LK-2127190	1234.0
LK-2127195	1620.0
LK-2127200	1031.0
LK-2127205	1324.0
LK-2127210	1087.0
LK-2127215	1213.0
LK-2127220	1415.0
LK-2127225	1544.0
LK-2127230	1077.0
LK-2127235	1653.0
LK-2127240	990.0
LK-2127245	1248.0
LK-2127250	1468.0
LK-2127255	1684.0
LK-2127260	1483.0
LK-2127265	1096.0
LK-2127270	1663.0
LK-2127275	3111.0
LK-2127280	2216.0
LK-2127285	2316.0
LK-2127290	3450.0
LK-2127295	1330.0
LK-2127300	1575.0
LK-2127305	1073.0
LK-2127310	659.0
LK-2127315	1752.0
LK-2127320	874.0
LK-2127325	1321.0
LK-2127330	944.0
LK-2127335	650.0
LK-2127340	1075.0
LK-2127345	2401.0
LK-2127350	2241.0
LK-2127355	4633.0
LK-2127360	7040.0
LK-2127365	1929.0
LK-2127370	4164.0
LK-2127375	1157.0
LK-2127380	2589.0
LK-2127385	1286.0
LK-2127390	3185.0
LK-2127395	2343.0
LK-2127400	4230.0
LK-2130	158561.0
LK-2130005	2514.0
LK-2130010	1724.0
LK-2130015	1842.0
LK-2130020	2065.0
LK-2130025	2270.0
LK-2130030	3138.0
LK-2130035	1987.0
LK-2130040	1191.0
LK-2130045	1617.0
LK-2130050	1599.0
LK-2130055	2742.0
LK-2130060	2149.0
LK-2130065	2111.0
LK-2130070	2877.0
LK-2130075	1602.0
LK-2130080	5238.0
LK-2130085	2244.0
LK-2130090	2744.0
LK-2130095	1734.0
LK-2130100	2012.0
LK-2130105	1673.0
LK-2130110	2315.0
LK-2130115	2219.0
LK-2130120	2012.0
LK-2130125	1778.0
LK-2130130	3220.0
LK-2130135	1372.0
LK-2130140	2001.0
LK-2130145	3195.0
LK-2130150	2412.0
LK-2130155	3526.0
LK-2130160	2553.0
LK-2130165	2392.0
LK-2130170	2416.0
LK-2130175	1698.0
LK-2130180	2867.0
LK-2130185	2503.0
LK-2130190	1578.0
LK-2130195	4942.0
LK-2130200	4127.0
LK-2130205	4499.0
LK-2130210	2719.0
LK-2130215	3726.0
LK-2130220	1766.0
LK-2130225	1705.0
LK-2130230	2675.0
LK-2130235	2080.0
LK-2130240	6195.0
LK-2130245	2620.0
LK-2130250	1700.0
LK-2130255	1715.0
LK-2130260	2869.0
LK-2130265	2314.0
LK-2130270	1435.0
LK-2130275	3057.0
LK-2130280	2565.0
LK-2130285	1570.0
LK-2130290	1127.0
LK-2130295	1351.0
LK-2130300	2535.0
LK-2130305	3803.0
LK-2130310	2515.0
LK-2130315	2596.0
LK-2130320	3225.0
LK-2133	88177.0
LK-2133005	627.0
LK-2133010	528.0
LK-2133015	890.0
LK-2133020	1500.0
LK-2133025	467.0
LK-2133030	1116.0
LK-2133035	1083.0
LK-2133040	919.0
LK-2133045	975.0
LK-2133050	835.0
LK-2133055	676.0
LK-2133060	994.0
LK-2133065	1066.0
LK-2133070	1099.0
LK-2133075	1479.0
LK-2133080	649.0
LK-2133085	799.0
LK-2133090	1194.0
LK-2133095	1001.0
LK-2133100	1016.0
LK-2133105	905.0
LK-2133110	863.0
LK-2133115	647.0
LK-2133120	1303.0
LK-2133125	1622.0
LK-2133130	1272.0
LK-2133135	1205.0
LK-2133140	870.0
LK-2133145	2232.0
LK-2133150	896.0
LK-2133155	553.0
LK-2133160	808.0
LK-2133165	1030.0
LK-2133170	944.0
LK-2133175	909.0
LK-2133180	1448.0
LK-2133185	1605.0
LK-2133190	1371.0
LK-2133195	1133.0
LK-2133200	1002.0
LK-2133205	924.0
LK-2133210	909.0
LK-2133215	890.0
LK-2133220	357.0
LK-2133225	876.0
LK-2133230	719.0
LK-2133235	684.0
LK-2133240	457.0
LK-2133245	696.0
LK-2133250	563.0
LK-2133255	1050.0
LK-2133260	1585.0
LK-2133265	1609.0
LK-2133270	1730.0
LK-2133275	1400.0
LK-2133280	1202.0
LK-2133285	1736.0
LK-2133290	1304.0
LK-2133295	2016.0
LK-2133300	2156.0
LK-2133305	2001.0
LK-2133310	965.0
LK-2133315	825.0
LK-2133320	700.0
LK-2133325	406.0
LK-2133330	551.0
LK-2133335	904.0
LK-2133340	747.0
LK-2133345	737.0
LK-2133350	598.0
LK-2133355	1068.0
LK-2133360	1793.0
LK-2133365	1185.0
LK-2133370	2363.0
LK-2133375	746.0
LK-2133380	837.0
LK-2133385	542.0
LK-2133390	1020.0
LK-2133395	747.0
LK-2133400	598.0
LK-2133405	840.0
LK-2133410	1757.0
LK-2133415	726.0
LK-2133420	1127.0
LK-2134	29986.0
LK-2134005	354.0
LK-2134010	501.0
LK-2134015	719.0
LK-2134020	493.0
LK-2134025	680.0
LK-2134030	383.0
LK-2134035	841.0
LK-2134040	914.0
LK-2134045	554.0
LK-2134050	451.0
LK-2134055	415.0
LK-2134060	335.0
LK-2134065	542.0
LK-2134070	710.0
LK-2134075	327.0
LK-2134080	643.0
LK-2134085	331.0
LK-2134090	448.0
LK-2134095	1146.0
LK-2134100	690.0
LK-2134105	494.0
LK-2134110	336.0
LK-2134115	288.0
LK-2134120	548.0
LK-2134125	523.0
LK-2134130	352.0
LK-2134135	515.0
LK-2134140	466.0
LK-2134145	341.0
LK-2134150	451.0
LK-2134155	501.0
LK-2134160	464.0
LK-2134165	524.0
LK-2134170	566.0
LK-2134175	425.0
LK-2134180	242.0
LK-2134185	719.0
LK-2134190	356.0
LK-2134195	406.0
LK-2134200	417.0
LK-2134205	429.0
LK-2134210	920.0
LK-2134215	527.0
LK-2134220	554.0
LK-2134225	560.0
LK-2134230	789.0
LK-2134235	791.0
LK-2134240	395.0
LK-2134245	547.0
LK-2134250	591.0
LK-2134255	427.0
LK-2134260	389.0
LK-2134265	612.0
LK-2134270	604.0
LK-2134275	510.0
LK-2134280	478.0
LK-2134285	452.0
LK-2136	106027.0
LK-2136005	799.0
LK-2136010	941.0
LK-2136015	575.0
LK-2136020	540.0
LK-2136025	563.0
LK-2136030	1114.0
LK-2136035	626.0
LK-2136040	840.0
LK-2136045	1326.0
LK-2136050	1525.0
LK-2136055	1268.0
LK-2136060	1216.0
LK-2136065	923.0
LK-2136070	715.0
LK-2136075	1365.0
LK-2136080	1315.0
LK-2136085	1072.0
LK-2136090	1228.0
LK-2136095	1329.0
LK-2136100	817.0
LK-2136105	861.0
LK-2136110	1497.0
LK-2136115	1092.0
LK-2136120	696.0
LK-2136125	1177.0
LK-2136130	880.0
LK-2136135	1784.0
LK-2136140	882.0
LK-2136145	651.0
LK-2136150	723.0
LK-2136155	768.0
LK-2136160	1100.0
LK-2136165	535.0
LK-2136170	1508.0
LK-2136175	643.0
LK-2136180	463.0
LK-2136185	629.0
LK-2136190	482.0
LK-2136195	676.0
LK-2136200	993.0
LK-2136205	902.0
LK-2136210	889.0
LK-2136215	786.0
LK-2136220	1207.0
LK-2136225	1746.0
LK-2136230	1431.0
LK-2136235	1248.0
LK-2136240	551.0
LK-2136245	1077.0
LK-2136250	1047.0
LK-2136255	1071.0
LK-2136260	1504.0
LK-2136265	990.0
LK-2136270	1784.0
LK-2136275	764.0
LK-2136280	1189.0
LK-2136285	934.0
LK-2136290	1358.0
LK-2136295	949.0
LK-2136300	783.0
LK-2136305	1897.0
LK-2136310	604.0
LK-2136315	492.0
LK-2136320	742.0
LK-2136325	880.0
LK-2136330	391.0
LK-2136335	718.0
LK-2136340	829.0
LK-2136345	808.0
LK-2136350	765.0
LK-2136355	1038.0
LK-2136360	709.0
LK-2136365	1199.0
LK-2136370	1098.0
LK-2136375	1032.0
LK-2136380	1051.0
LK-2136385	969.0
LK-2136390	1288.0
LK-2136395	3208.0
LK-2136400	1567.0
LK-2136405	1430.0
LK-2136410	1894.0
LK-2136415	2210.0
LK-2136420	1268.0
LK-2136425	1146.0
LK-2136430	1583.0
LK-2136435	1657.0
LK-2136440	2193.0
LK-2136445	1568.0
LK-2136450	1403.0
LK-2136455	1629.0
LK-2136460	2179.0
LK-2136465	1089.0
LK-2136470	2172.0
LK-2136475	974.0
LK-2139	110905.0
LK-2139005	634.0
LK-2139010	888.0
LK-2139015	692.0
LK-2139020	650.0
LK-2139025	909.0
LK-2139030	837.0
LK-2139035	1086.0
LK-2139040	976.0
LK-2139045	849.0
LK-2139050	1347.0
LK-2139055	1301.0
LK-2139060	1927.0
LK-2139065	981.0
LK-2139070	835.0
LK-2139075	772.0
LK-2139080	796.0
LK-2139085	566.0
LK-2139090	601.0
LK-2139095	620.0
LK-2139100	796.0
LK-2139105	807.0
LK-2139110	671.0
LK-2139115	1142.0
LK-2139120	801.0
LK-2139125	1003.0
LK-2139130	1108.0
LK-2139135	689.0
LK-2139140	993.0
LK-2139145	1725.0
LK-2139150	1189.0
LK-2139155	1112.0
LK-2139160	897.0
LK-2139165	805.0
LK-2139170	746.0
LK-2139175	872.0
LK-2139180	620.0
LK-2139185	788.0
LK-2139190	597.0
LK-2139195	734.0
LK-2139200	544.0
LK-2139205	606.0
LK-2139210	560.0
LK-2139215	679.0
LK-2139220	983.0
LK-2139225	532.0
LK-2139230	930.0
LK-2139235	674.0
LK-2139240	632.0
LK-2139245	583.0
LK-2139250	850.0
LK-2139255	861.0
LK-2139260	724.0
LK-2139265	702.0
LK-2139270	658.0
LK-2139275	738.0
LK-2139280	707.0
LK-2139285	721.0
LK-2139290	693.0
LK-2139295	856.0
LK-2139300	863.0
LK-2139305	844.0
LK-2139310	901.0
LK-2139315	2028.0
LK-2139320	1190.0
LK-2139325	590.0
LK-2139330	439.0
LK-2139335	805.0
LK-2139340	1065.0
LK-2139345	1263.0
LK-2139350	649.0
LK-2139355	545.0
LK-2139360	444.0
LK-2139365	737.0
LK-2139370	242.0
LK-2139375	832.0
LK-2139380	972.0
LK-2139385	1122.0
LK-2139390	809.0
LK-2139395	902.0
LK-2139400	1454.0
LK-2139405	882.0
LK-2139410	773.0
LK-2139415	1467.0
LK-2139420	1117.0
LK-2139425	873.0
LK-2139430	974.0
LK-2139435	1013.0
LK-2139440	1202.0
LK-2139445	1561.0
LK-2139450	1032.0
LK-2139455	1565.0
LK-2139460	844.0
LK-2139465	554.0
LK-2139470	1297.0
LK-2139475	467.0
LK-2139480	612.0
LK-2139485	805.0
LK-2139490	970.0
LK-2139495	2058.0
LK-2139500	1069.0
LK-2139505	1821.0
LK-2139510	686.0
LK-2139515	1646.0
LK-2139520	706.0
LK-2139525	722.0
LK-2139530	675.0
LK-2139535	855.0
LK-2139540	870.0
LK-2139545	895.0
LK-2139550	1065.0
LK-2139555	648.0
LK-2139560	961.0
LK-2139565	1183.0
LK-2139570	918.0
LK-2139575	1524.0
LK-2139580	723.0
LK-2139585	614.0
LK-2139590	988.0
LK-2139595	885.0
LK-2139600	576.0
LK-2139605	353.0
LK-2139610	395.0
LK-2139615	1061.0
LK-2139620	709.0
LK-2142	49842.0
LK-2142005	2127.0
LK-2142010	1360.0
LK-2142015	1629.0
LK-2142020	1334.0
LK-2142025	1598.0
LK-2142030	1242.0
LK-2142035	1113.0
LK-2142040	2267.0
LK-2142045	1614.0
LK-2142050	2712.0
LK-2142055	1336.0
LK-2142060	1453.0
LK-2142065	1322.0
LK-2142070	953.0
LK-2142075	1665.0
LK-2142080	1147.0
LK-2142085	2203.0
LK-2142090	2278.0
LK-2142095	886.0
LK-2142100	1052.0
LK-2142105	1221.0
LK-2142110	1389.0
LK-2142115	1516.0
LK-2142120	772.0
LK-2142125	1062.0
LK-2142130	1691.0
LK-2142135	801.0
LK-2142140	801.0
LK-2142145	878.0
LK-2142150	1407.0
LK-2142155	996.0
LK-2142160	4769.0
LK-2142165	1248.0
LK-2145	58188.0
LK-2145005	1497.0
LK-2145010	764.0
LK-2145015	1305.0
LK-2145020	1653.0
LK-2145025	615.0
LK-2145030	622.0
LK-2145035	714.0
LK-2145040	944.0
LK-2145045	657.0
LK-2145050	822.0
LK-2145055	778.0
LK-2145060	565.0
LK-2145065	1530.0
LK-2145070	466.0
LK-2145075	510.0
LK-2145080	600.0
LK-2145085	1216.0
LK-2145090	661.0
LK-2145095	886.0
LK-2145100	567.0
LK-2145105	602.0
LK-2145110	751.0
LK-2145115	579.0
LK-2145120	597.0
LK-2145125	687.0
LK-2145130	1784.0
LK-2145135	1163.0
LK-2145140	1872.0
LK-2145145	403.0
LK-2145150	811.0
LK-2145155	792.0
LK-2145160	1067.0
LK-2145165	913.0
LK-2145170	1253.0
LK-2145175	838.0
LK-2145180	627.0
LK-2145185	432.0
LK-2145190	613.0
LK-2145195	645.0
LK-2145200	594.0
LK-2145205	494.0
LK-2145210	769.0
LK-2145215	1233.0
LK-2145220	1386.0
LK-2145225	978.0
LK-2145230	495.0
LK-2145235	786.0
LK-2145240	600.0
LK-2145245	474.0
LK-2145250	619.0
LK-2145255	677.0
LK-2145260	949.0
LK-2145265	733.0
LK-2145270	753.0
LK-2145275	534.0
LK-2145280	448.0
LK-2145285	1047.0
LK-2145290	496.0
LK-2145295	1217.0
LK-2145300	973.0
LK-2145305	593.0
LK-2145310	589.0
LK-2145315	718.0
LK-2145320	553.0
LK-2145325	506.0
LK-2145330	1016.0
LK-2145335	809.0
LK-2145340	642.0
LK-2145345	472.0
LK-2145350	568.0
LK-2145355	422.0
LK-2145360	620.0
LK-2145365	624.0
LK-2148	30345.0
LK-2148005	1946.0
LK-2148010	983.0
LK-2148015	1208.0
LK-2148020	3521.0
LK-2148025	1882.0
LK-2148030	2527.0
LK-2148035	1145.0
LK-2148040	567.0
LK-2148045	895.0
LK-2148050	663.0
LK-2148055	859.0
LK-2148060	697.0
LK-2148065	1319.0
LK-2148070	1368.0
LK-2148075	2207.0
LK-2148080	218.0
LK-2148085	781.0
LK-2148090	1076.0
LK-2148095	625.0
LK-2148100	443.0
LK-2148105	491.0
LK-2148110	596.0
LK-2148115	410.0
LK-2148120	581.0
LK-2148125	416.0
LK-2148130	300.0
LK-2148135	513.0
LK-2148140	1121.0
LK-2148145	987.0
LK-2151	91716.0
LK-2151005	4031.0
LK-2151010	1879.0
LK-2151015	2029.0
LK-2151020	1036.0
LK-2151025	846.0
LK-2151030	850.0
LK-2151035	1167.0
LK-2151040	1300.0
LK-2151045	1202.0
LK-2151050	1849.0
LK-2151055	1200.0
LK-2151060	3156.0
LK-2151065	2758.0
LK-2151070	2091.0
LK-2151075	1783.0
LK-2151080	1123.0
LK-2151085	1155.0
LK-2151090	2210.0
LK-2151095	1894.0
LK-2151100	2705.0
LK-2151105	1828.0
LK-2151110	1619.0
LK-2151115	2410.0
LK-2151120	781.0
LK-2151125	1894.0
LK-2151130	1629.0
LK-2151135	1524.0
LK-2151140	1547.0
LK-2151145	1453.0
LK-2151150	1001.0
LK-2151155	1315.0
LK-2151160	882.0
LK-2151165	1946.0
LK-2151170	657.0
LK-2151175	1541.0
LK-2151180	2502.0
LK-2151185	1241.0
LK-2151190	3231.0
LK-2151195	2254.0
LK-2151200	2484.0
LK-2151205	1811.0
LK-2151210	5878.0
LK-2151215	1683.0
LK-2151220	866.0
LK-2151225	4687.0
LK-2151230	2268.0
LK-2151235	1181.0
LK-2151240	906.0
LK-2151245	2433.0
LK-2154	55254.0
LK-2154005	1153.0
LK-2154010	849.0
LK-2154015	2366.0
LK-2154020	2644.0
LK-2154025	2629.0
LK-2154030	1972.0
LK-2154035	2419.0
LK-2154040	971.0
LK-2154045	1837.0
LK-2154050	1941.0
LK-2154055	2320.0
LK-2154060	1292.0
LK-2154065	1104.0
LK-2154070	1824.0
LK-2154075	1356.0
LK-2154080	1921.0
LK-2154085	590.0
LK-2154090	1582.0
LK-2154095	1171.0
LK-2154100	1137.0
LK-2154105	1539.0
LK-2154110	2177.0
LK-2154115	2015.0
LK-2154120	1245.0
LK-2154125	1866.0
LK-2154130	1600.0
LK-2154135	3732.0
LK-2154140	2084.0
LK-2154145	1807.0
LK-2154150	2380.0
LK-2154155	1731.0
LK-2157	59917.0
LK-2157005	1684.0
LK-2157010	2129.0
LK-2157015	1824.0
LK-2157020	2531.0
LK-2157025	1369.0
LK-2157030	1273.0
LK-2157035	1581.0
LK-2157040	1884.0
LK-2157045	1193.0
LK-2157050	1640.0
LK-2157055	3144.0
LK-2157060	2535.0
LK-2157065	4186.0
LK-2157070	2095.0
LK-2157075	2664.0
LK-2157080	1654.0
LK-2157085	6312.0
LK-2157090	2372.0
LK-2157095	1315.0
LK-2157100	1511.0
LK-2157105	1167.0
LK-2157110	1039.0
LK-2157115	1091.0
LK-2157120	2213.0
LK-2157125	2997.0
LK-2157130	667.0
LK-2157135	1080.0
LK-2157140	1915.0
LK-2157145	2852.0
LK-22	484531.0
LK-2203	70042.0
LK-2203005	1406.0
LK-2203010	1072.0
LK-2203015	831.0
LK-2203020	1045.0
LK-2203025	1950.0
LK-2203030	708.0
LK-2203035	1424.0
LK-2203040	2190.0
LK-2203045	2575.0
LK-2203050	1397.0
LK-2203055	1042.0
LK-2203060	1072.0
LK-2203065	1293.0
LK-2203070	1731.0
LK-2203075	969.0
LK-2203080	789.0
LK-2203085	839.0
LK-2203090	639.0
LK-2203095	1488.0
LK-2203100	822.0
LK-2203105	1981.0
LK-2203110	1299.0
LK-2203115	1679.0
LK-2203120	967.0
LK-2203125	1518.0
LK-2203130	1031.0
LK-2203135	1155.0
LK-2203140	1407.0
LK-2203145	611.0
LK-2203150	840.0
LK-2203155	1272.0
LK-2203160	1188.0
LK-2203165	1927.0
LK-2203170	1177.0
LK-2203175	1165.0
LK-2203180	1371.0
LK-2203185	2099.0
LK-2203190	1238.0
LK-2203195	1227.0
LK-2203200	1253.0
LK-2203205	903.0
LK-2203210	921.0
LK-2203215	588.0
LK-2203220	1171.0
LK-2203225	1541.0
LK-2203230	999.0
LK-2203235	1159.0
LK-2203240	876.0
LK-2203245	696.0
LK-2203250	523.0
LK-2203255	1090.0
LK-2203260	761.0
LK-2203265	1484.0
LK-2203270	634.0
LK-2203275	922.0
LK-2203280	1307.0
LK-2203285	830.0
LK-2203290	981.0
LK-2203295	969.0
LK-2206	72306.0
LK-2206005	586.0
LK-2206010	608.0
LK-2206015	731.0
LK-2206020	550.0
LK-2206025	1150.0
LK-2206030	1250.0
LK-2206035	1568.0
LK-2206040	906.0
LK-2206045	766.0
LK-2206050	800.0
LK-2206055	906.0
LK-2206060	759.0
LK-2206065	621.0
LK-2206070	1929.0
LK-2206075	655.0
LK-2206080	2522.0
LK-2206085	871.0
LK-2206090	1307.0
LK-2206095	1166.0
LK-2206100	1510.0
LK-2206105	1104.0
LK-2206110	1122.0
LK-2206115	1334.0
LK-2206120	2237.0
LK-2206125	2222.0
LK-2206130	1037.0
LK-2206135	881.0
LK-2206140	896.0
LK-2206145	1870.0
LK-2206150	1100.0
LK-2206155	569.0
LK-2206160	1890.0
LK-2206165	1245.0
LK-2206170	4864.0
LK-2206175	1052.0
LK-2206180	1502.0
LK-2206185	2235.0
LK-2206190	1724.0
LK-2206195	2433.0
LK-2206200	1088.0
LK-2206205	830.0
LK-2206210	413.0
LK-2206215	1534.0
LK-2206220	704.0
LK-2206225	1467.0
LK-2206230	1127.0
LK-2206235	928.0
LK-2206240	821.0
LK-2206245	796.0
LK-2206250	828.0
LK-2206255	714.0
LK-2206260	1719.0
LK-2206265	559.0
LK-2206270	1257.0
LK-2206275	428.0
LK-2206280	1573.0
LK-2206285	979.0
LK-2206290	1149.0
LK-2206295	914.0
LK-2209	30884.0
LK-2209005	225.0
LK-2209010	652.0
LK-2209015	703.0
LK-2209020	509.0
LK-2209025	333.0
LK-2209030	279.0
LK-2209035	374.0
LK-2209040	430.0
LK-2209045	732.0
LK-2209050	392.0
LK-2209055	435.0
LK-2209060	497.0
LK-2209065	810.0
LK-2209070	452.0
LK-2209075	833.0
LK-2209080	517.0
LK-2209085	899.0
LK-2209090	305.0
LK-2209095	814.0
LK-2209100	2131.0
LK-2209105	577.0
LK-2209110	523.0
LK-2209115	571.0
LK-2209120	526.0
LK-2209125	463.0
LK-2209130	555.0
LK-2209135	333.0
LK-2209140	547.0
LK-2209145	297.0
LK-2209150	846.0
LK-2209155	543.0
LK-2209160	447.0
LK-2209165	372.0
LK-2209170	950.0
LK-2209175	1229.0
LK-2209180	868.0
LK-2209185	390.0
LK-2209190	255.0
LK-2209195	564.0
LK-2209200	807.0
LK-2209205	381.0
LK-2209210	592.0
LK-2209215	910.0
LK-2209220	899.0
LK-2209225	540.0
LK-2209230	800.0
LK-2209235	896.0
LK-2209240	670.0
LK-2209245	203.0
LK-2209250	227.0
LK-2209255	117.0
LK-2209260	664.0
LK-2212	29565.0
LK-2212005	671.0
LK-2212010	693.0
LK-2212015	1192.0
LK-2212020	920.0
LK-2212025	676.0
LK-2212030	808.0
LK-2212035	1062.0
LK-2212040	756.0
LK-2212045	501.0
LK-2212050	607.0
LK-2212055	463.0
LK-2212060	584.0
LK-2212065	772.0
LK-2212070	568.0
LK-2212075	498.0
LK-2212080	467.0
LK-2212085	564.0
LK-2212090	835.0
LK-2212095	460.0
LK-2212100	719.0
LK-2212105	465.0
LK-2212110	710.0
LK-2212115	990.0
LK-2212120	642.0
LK-2212125	611.0
LK-2212130	519.0
LK-2212135	659.0
LK-2212140	751.0
LK-2212145	1086.0
LK-2212150	682.0
LK-2212155	568.0
LK-2212160	607.0
LK-2212165	325.0
LK-2212170	501.0
LK-2212175	560.0
LK-2212180	523.0
LK-2212185	952.0
LK-2212190	674.0
LK-2212195	742.0
LK-2212200	493.0
LK-2212205	567.0
LK-2212210	351.0
LK-2212215	583.0
LK-2212220	1188.0
LK-2215	30242.0
LK-2215005	712.0
LK-2215010	659.0
LK-2215015	651.0
LK-2215020	468.0
LK-2215025	1303.0
LK-2215030	1176.0
LK-2215035	323.0
LK-2215040	363.0
LK-2215045	519.0
LK-2215050	728.0
LK-2215055	373.0
LK-2215060	249.0
LK-2215065	377.0
LK-2215070	804.0
LK-2215075	1078.0
LK-2215080	525.0
LK-2215085	684.0
LK-2215090	470.0
LK-2215095	809.0
LK-2215100	467.0
LK-2215105	493.0
LK-2215110	611.0
LK-2215115	594.0
LK-2215120	1164.0
LK-2215125	485.0
LK-2215130	1284.0
LK-2215135	485.0
LK-2215140	590.0
LK-2215145	503.0
LK-2215150	217.0
LK-2215155	583.0
LK-2215160	424.0
LK-2215165	380.0
LK-2215170	545.0
LK-2215175	445.0
LK-2215180	659.0
LK-2215185	341.0
LK-2215190	535.0
LK-2215195	441.0
LK-2215200	430.0
LK-2215205	277.0
LK-2215210	384.0
LK-2215215	576.0
LK-2215220	507.0
LK-2215225	418.0
LK-2215230	373.0
LK-2215235	338.0
LK-2215240	226.0
LK-2215245	354.0
LK-2215250	326.0
LK-2215255	455.0
LK-2215260	471.0
LK-2215265	343.0
LK-2215270	473.0
LK-2215275	393.0
LK-2215280	381.0
LK-2218	74864.0
LK-2218005	774.0
LK-2218010	1703.0
LK-2218015	830.0
LK-2218020	1331.0
LK-2218025	1367.0
LK-2218030	420.0
LK-2218035	818.0
LK-2218040	749.0
LK-2218045	992.0
LK-2218050	1113.0
LK-2218055	425.0
LK-2218060	968.0
LK-2218065	634.0
LK-2218070	565.0
LK-2218075	797.0
LK-2218080	658.0
LK-2218085	1018.0
LK-2218090	488.0
LK-2218095	1989.0
LK-2218100	882.0
LK-2218105	1069.0
LK-2218110	804.0
LK-2218115	798.0
LK-2218120	1709.0
LK-2218125	1395.0
LK-2218130	1672.0
LK-2218135	986.0
LK-2218140	4232.0
LK-2218145	849.0
LK-2218150	3378.0
LK-2218155	4044.0
LK-2218160	2263.0
LK-2218165	1776.0
LK-2218170	880.0
LK-2218175	1104.0
LK-2218180	2386.0
