entity_id	employed	unemployed	economically_not_active	region_id
LK-3206030	784	19	470	0
LK-3206035	711	53	701	0
LK-3206040	589	73	497	0
LK-3206045	558	20	308	0
LK-3206050	958	73	790	0
LK-3206055	527	24	489	0
LK-3206060	725	35	354	0
LK-3206065	887	74	566	0
LK-3206070	903	81	718	0
LK-3206075	546	55	565	0
LK-3206080	840	42	831	0
LK-3206085	982	73	891	0
LK-3206090	1171	135	817	0
LK-3206095	370	30	263	0
LK-3206100	535	26	314	0
LK-3206105	991	67	899	0
LK-3206110	605	13	356	0
LK-3206115	805	49	327	0
LK-3206120	1162	83	906	0
LK-3206125	394	38	315	0
LK-3206130	593	54	314	0
LK-3206135	405	43	363	0
LK-3206140	669	39	647	0
LK-3206145	510	62	473	0
LK-3206150	679	45	619	0
LK-3206155	683	98	443	0
LK-3206160	451	31	293	0
LK-3206165	352	43	169	0
LK-3206170	731	55	472	0
LK-3206175	342	19	164	0
LK-3206180	574	85	593	0
LK-3206185	547	18	252	0
LK-3209	24586	1887	17915	0
LK-3209005	614	24	406	0
LK-3209010	400	18	305	0
LK-3209015	651	21	400	0
LK-3209020	930	63	455	0
LK-3209025	848	37	321	0
LK-3209030	658	55	367	0
LK-3209035	810	53	565	0
LK-3209040	582	25	314	0
LK-3209045	740	96	562	0
LK-3209050	537	35	384	0
LK-3209055	613	30	290	0
LK-3209060	681	39	538	0
LK-3209065	498	38	337	0
LK-3209070	565	38	479	0
LK-3209075	998	89	825	0
LK-3209080	579	65	361	0
LK-3209085	450	38	380	0
LK-3209090	421	15	325	0
LK-3209095	641	110	539	0
LK-3209100	762	40	682	0
LK-3209105	549	36	347	0
LK-3209110	527	36	349	0
LK-3209115	390	30	300	0
LK-3209120	443	26	213	0
LK-3209125	518	46	411	0
LK-3209130	554	74	497	0
LK-3209135	549	62	508	0
LK-3209140	551	36	480	0
LK-3209145	773	37	673	0
LK-3209150	970	108	922	0
LK-3209155	499	14	384	0
LK-3209160	293	25	223	0
LK-3209165	532	42	240	0
LK-3209170	256	22	214	0
LK-3209175	308	45	189	0
LK-3209180	377	30	360	0
LK-3209185	460	33	386	0
LK-3209190	340	35	284	0
LK-3209195	396	7	318	0
LK-3209200	584	85	324	0
LK-3209205	469	26	490	0
LK-3209210	434	57	332	0
LK-3209215	836	46	636	0
LK-3212	17001	1975	18538	0
LK-3212005	384	50	242	0
LK-3212010	254	64	323	0
LK-3212015	315	72	387	0
LK-3212020	314	39	321	0
LK-3212025	327	42	319	0
LK-3212030	313	45	442	0
LK-3212035	362	53	392	0
LK-3212040	266	9	322	0
LK-3212045	345	33	255	0
LK-3212050	278	17	441	0
LK-3212055	457	36	399	0
LK-3212060	216	60	241	0
LK-3212065	500	66	514	0
LK-3212070	539	55	333	0
LK-3212075	475	48	555	0
LK-3212080	405	58	409	0
LK-3212085	492	50	440	0
LK-3212090	366	36	463	0
LK-3212095	251	20	214	0
LK-3212100	370	32	362	0
LK-3212105	452	43	412	0
LK-3212110	446	30	465	0
LK-3212115	349	9	332	0
LK-3212120	663	74	670	0
LK-3212125	238	28	273	0
LK-3212130	236	18	231	0
LK-3212135	300	9	496	0
LK-3212140	275	17	328	0
LK-3212145	372	29	517	0
LK-3212150	309	27	387	0
LK-3212155	201	19	289	0
LK-3212160	319	45	264	0
LK-3212165	430	41	450	0
LK-3212170	424	53	473	0
LK-3212175	276	19	380	0
LK-3212180	374	56	320	0
LK-3212185	257	49	358	0
LK-3212190	561	51	578	0
LK-3212195	531	64	548	0
LK-3212200	472	56	449	0
LK-3212205	245	17	267	0
LK-3212210	262	43	300	0
LK-3212215	280	30	388	0
LK-3212220	366	53	446	0
LK-3212225	266	40	329	0
LK-3212230	252	32	351	0
LK-3212235	251	66	364	0
LK-3212240	365	72	499	0
LK-3215	10886	1163	12153	0
LK-3215005	198	11	145	0
LK-3215010	564	57	467	0
LK-3215015	261	57	339	0
LK-3215020	549	54	513	0
LK-3215025	367	55	336	0
LK-3215030	463	42	509	0
LK-3215035	447	27	480	0
LK-3215040	387	19	378	0
LK-3215045	609	75	650	0
LK-3215050	758	60	664	0
LK-3215055	563	54	425	0
LK-3215060	385	68	435	0
LK-3215065	478	14	358	0
LK-3215070	438	70	656	0
LK-3215075	265	28	444	0
LK-3215080	398	48	536	0
LK-3215085	257	24	297	0
LK-3215090	403	32	349	0
LK-3215095	221	20	208	0
LK-3215100	283	42	884	0
LK-3215105	315	37	343	0
LK-3215110	168	13	182	0
LK-3215115	267	31	348	0
LK-3215120	380	53	449	0
LK-3215125	571	50	756	0
LK-3215130	278	33	329	0
LK-3215135	219	39	179	0
LK-3215140	394	50	494	0
LK-3218	20782	1522	17429	0
LK-3218005	287	12	84	0
LK-3218010	740	54	458	0
LK-3218015	235	24	206	0
LK-3218020	460	25	347	0
LK-3218025	430	35	357	0
LK-3218030	314	1	196	0
LK-3218035	320	31	196	0
LK-3218040	253	8	165	0
LK-3218045	561	14	284	0
LK-3218050	641	56	471	0
LK-3218055	218	6	145	0
LK-3218060	633	63	554	0
LK-3218065	693	36	428	0
LK-3218070	431	39	339	0
LK-3218075	377	44	425	0
LK-3218080	607	35	393	0
LK-3218085	372	33	272	0
LK-3218090	512	39	346	0
LK-3218095	341	27	228	0
LK-3218100	364	23	384	0
LK-3218105	275	42	375	0
LK-3218110	466	43	267	0
LK-3218115	175	6	264	0
LK-3218120	720	36	501	0
LK-3218125	413	34	386	0
LK-3218130	492	37	428	0
LK-3218135	393	69	150	0
LK-3218140	564	53	437	0
LK-3218145	595	52	408	0
LK-3218150	734	50	597	0
LK-3218155	412	29	515	0
LK-3218160	513	31	680	0
LK-3218165	439	32	448	0
LK-3218170	705	72	716	0
LK-3218175	362	25	332	0
LK-3218180	446	52	393	0
LK-3218185	401	29	443	0
LK-3218190	381	47	419	0
LK-3218195	333	34	379	0
LK-3218200	345	34	463	0
LK-3218205	448	19	564	0
LK-3218210	566	23	551	0
LK-3218215	550	14	334	0
LK-3218220	283	10	195	0
LK-3218225	676	27	471	0
LK-3218230	306	17	435	0
LK-3221	17186	1711	19926	0
LK-3221005	373	31	350	0
LK-3221010	501	23	494	0
LK-3221015	551	46	453	0
LK-3221020	416	23	333	0
LK-3221025	690	49	577	0
LK-3221030	537	56	508	0
LK-3221035	239	29	279	0
LK-3221040	470	53	545	0
LK-3221045	269	30	277	0
LK-3221050	338	32	341	0
LK-3221055	494	50	501	0
LK-3221060	662	48	785	0
LK-3221065	369	26	395	0
LK-3221070	308	18	356	0
LK-3221075	248	40	254	0
LK-3221080	259	14	399	0
LK-3221085	160	19	178	0
LK-3221090	374	49	444	0
LK-3221095	470	47	517	0
LK-3221100	495	33	440	0
LK-3221105	495	27	583	0
LK-3221110	351	38	350	0
LK-3221115	435	38	488	0
LK-3221120	490	43	622	0
LK-3221125	403	44	486	0
LK-3221130	560	43	771	0
LK-3221135	362	51	562	0
LK-3221140	797	82	1293	0
LK-3221145	596	99	955	0
LK-3221150	265	22	292	0
LK-3221155	189	10	225	0
LK-3221160	346	64	319	0
LK-3221165	453	41	575	0
LK-3221170	632	67	805	0
LK-3221175	282	40	527	0
LK-3221180	854	62	885	0
LK-3221185	544	117	627	0
LK-3221190	909	107	1135	0
LK-3224	11099	1299	13990	0
LK-3224005	311	18	410	0
LK-3224010	358	31	398	0
LK-3224015	368	51	452	0
LK-3224020	196	12	343	0
LK-3224025	212	12	248	0
LK-3224030	285	22	371	0
LK-3224035	389	30	370	0
LK-3224040	363	26	448	0
LK-3224045	366	34	396	0
LK-3224050	451	63	607	0
LK-3224055	276	39	372	0
LK-3224060	225	23	330	0
LK-3224065	614	56	694	0
LK-3224070	173	0	207	0
LK-3224075	408	24	604	0
LK-3224080	510	60	648	0
LK-3224085	760	129	961	0
LK-3224090	274	67	413	0
LK-3224095	582	52	772	0
LK-3224100	240	31	333	0
LK-3224105	482	58	657	0
LK-3224110	489	81	605	0
LK-3224115	285	36	345	0
LK-3224120	320	61	550	0
LK-3224125	553	74	677	0
LK-3224130	351	23	349	0
LK-3224135	330	43	387	0
LK-3224140	425	88	543	0
LK-3224145	503	55	500	0
LK-3227	12587	1504	16753	0
LK-3227005	305	33	369	0
LK-3227010	220	19	336	0
LK-3227015	432	39	516	0
LK-3227020	334	44	373	0
LK-3227025	418	48	533	0
LK-3227030	172	25	260	0
LK-3227035	216	32	293	0
LK-3227040	210	9	260	0
LK-3227045	369	52	408	0
LK-3227050	289	45	366	0
LK-3227055	477	45	592	0
LK-3227060	401	37	436	0
LK-3227065	310	8	342	0
LK-3227070	455	84	511	0
LK-3227075	353	53	375	0
LK-3227080	577	54	623	0
LK-3227085	590	74	702	0
LK-3227090	298	50	258	0
LK-3227095	231	49	340	0
LK-3227100	180	7	488	0
LK-3227105	320	50	504	0
LK-3227110	393	18	577	0
LK-3227115	348	55	520	0
LK-3227120	273	26	819	0
LK-3227125	530	61	742	0
LK-3227130	283	26	404	0
LK-3227135	394	54	527	0
LK-3227140	286	33	431	0
LK-3227145	257	47	362	0
LK-3227150	249	47	358	0
LK-3227155	169	39	336	0
LK-3227160	226	33	300	0
LK-3227165	278	62	395	0
LK-3227170	297	22	357	0
LK-3227175	357	17	446	0
LK-3227180	306	22	357	0
LK-3227185	232	36	241	0
LK-3227190	370	36	400	0
LK-3227195	182	13	296	0
LK-3230	10220	1452	12005	0
LK-3230005	364	47	363	0
LK-3230010	402	45	359	0
LK-3230015	291	61	257	0
LK-3230020	434	74	505	0
LK-3230025	305	87	470	0
LK-3230030	218	11	355	0
LK-3230035	177	12	219	0
LK-3230040	238	12	320	0
LK-3230045	145	12	145	0
LK-3230050	244	31	321	0
LK-3230055	222	44	250	0
LK-3230060	176	24	265	0
LK-3230065	246	60	423	0
LK-3230070	492	41	468	0
LK-3230075	296	32	290	0
LK-3230080	483	42	459	0
LK-3230085	243	51	333	0
LK-3230090	294	53	348	0
LK-3230095	248	31	252	0
LK-3230100	269	46	291	0
LK-3230105	282	36	274	0
LK-3230110	398	22	383	0
LK-3230115	343	47	359	0
LK-3230120	301	31	341	0
LK-3230125	232	40	322	0
LK-3230130	399	69	520	0
LK-3230135	290	38	325	0
LK-3230140	325	39	453	0
LK-3230145	407	43	458	0
LK-3230150	206	26	273	0
LK-3230155	325	63	373	0
LK-3230160	304	58	343	0
LK-3230165	277	52	385	0
LK-3230170	344	72	503	0
LK-3233	6235	653	8475	0
LK-3233005	325	21	434	0
LK-3233010	276	15	430	0
LK-3233015	255	71	445	0
LK-3233020	166	30	277	0
LK-3233025	233	29	414	0
LK-3233030	222	27	355	0
LK-3233035	218	19	346	0
LK-3233040	344	32	362	0
LK-3233045	165	16	202	0
LK-3233050	250	29	356	0
LK-3233055	218	28	322	0
LK-3233060	198	22	294	0
LK-3233065	246	33	292	0
LK-3233070	208	24	361	0
LK-3233075	262	27	242	0
LK-3233080	226	9	314	0
LK-3233085	278	47	367	0
LK-3233090	283	33	358	0
LK-3233095	375	45	442	0
LK-3233100	287	17	346	0
LK-3233105	306	7	406	0
LK-3233110	205	14	276	0
LK-3233115	261	11	341	0
LK-3233120	178	32	244	0
LK-3233125	250	15	249	0
LK-3236	10623	1242	13824	0
LK-3236005	254	40	417	0
LK-3236010	266	20	430	0
LK-3236015	249	24	282	0
LK-3236020	335	26	386	0
LK-3236025	279	46	472	0
LK-3236030	296	45	407	0
LK-3236035	403	46	592	0
LK-3236040	270	16	256	0
LK-3236045	365	39	432	0
LK-3236050	223	18	226	0
LK-3236055	229	30	259	0
LK-3236060	165	5	193	0
LK-3236065	363	22	371	0
LK-3236070	291	15	353	0
LK-3236075	122	11	161	0
LK-3236080	175	8	295	0
LK-3236085	326	60	365	0
LK-3236090	264	48	410	0
LK-3236095	428	40	510	0
LK-3236100	269	9	322	0
LK-3236105	146	11	192	0
LK-3236110	218	16	212	0
LK-3236115	227	22	308	0
LK-3236120	192	7	247	0
LK-3236125	200	17	251	0
LK-3236130	227	39	351	0
LK-3236135	184	26	262	0
LK-3236140	325	45	437	0
LK-3236145	270	30	324	0
LK-3236150	210	35	316	0
LK-3236155	200	27	303	0
LK-3236160	270	51	418	0
LK-3236165	300	25	463	0
LK-3236170	265	43	399	0
LK-3236175	358	54	377	0
LK-3236180	308	53	362	0
LK-3236185	141	26	233	0
LK-3236190	327	35	356	0
LK-3236195	277	58	445	0
LK-3236200	406	54	429	0
LK-3239	22884	2082	29037	0
LK-3239005	607	55	645	0
LK-3239010	376	35	478	0
LK-3239015	402	62	533	0
LK-3239020	303	36	340	0
LK-3239025	443	29	583	0
LK-3239030	488	101	677	0
LK-3239035	1134	109	1282	0
LK-3239040	410	11	512	0
LK-3239045	429	38	717	0
LK-3239050	383	31	461	0
LK-3239055	664	19	1024	0
LK-3239060	711	76	1391	0
LK-3239065	743	94	805	0
LK-3239070	290	34	384	0
LK-3239075	492	42	524	0
LK-3239080	453	33	570	0
LK-3239085	923	80	1069	0
LK-3239090	608	45	747	0
LK-3239095	370	47	381	0
LK-3239100	421	11	441	0
LK-3239105	452	64	494	0
LK-3239110	471	20	686	0
LK-3239115	349	19	795	0
LK-3239120	240	18	542	0
LK-3239125	397	45	603	0
LK-3239130	779	88	930	0
LK-3239135	414	24	562	0
LK-3239140	523	55	794	0
LK-3239145	384	51	503	0
LK-3239150	405	31	487	0
LK-3239155	454	71	582	0
LK-3239160	429	12	447	0
LK-3239165	333	8	377	0
LK-3239170	374	18	466	0
LK-3239175	372	32	502	0
LK-3239180	553	40	715	0
LK-3239185	457	45	507	0
LK-3239190	586	41	626	0
LK-3239195	462	45	530	0
LK-3239200	572	70	754	0
LK-3239205	468	28	464	0
LK-3239210	555	52	609	0
LK-3239215	585	27	645	0
LK-3239220	273	36	315	0
LK-3239225	464	57	556	0
LK-3239230	318	20	263	0
LK-3239235	233	41	249	0
LK-3239240	332	36	470	0
LK-3242	36389	3574	48601	0
LK-3242005	331	39	471	0
LK-3242010	568	57	652	0
LK-3242015	234	46	294	0
LK-3242020	323	32	512	0
LK-3242025	372	38	569	0
LK-3242030	217	4	313	0
LK-3242035	603	57	796	0
LK-3242040	352	45	501	0
LK-3242045	145	26	204	0
LK-3242050	261	23	407	0
LK-3242055	610	71	731	0
LK-3242060	411	45	446	0
LK-3242065	245	22	325	0
LK-3242070	453	84	571	0
LK-3242075	531	61	679	0
LK-3242080	766	91	867	0
LK-3242085	1205	113	1564	0
LK-3242090	727	78	897	0
LK-3242095	380	21	391	0
LK-3242100	499	16	627	0
LK-3242105	841	121	1081	0
LK-3242110	422	49	549	0
LK-3242115	869	96	1055	0
LK-3242120	413	14	616	0
LK-3242125	932	44	1313	0
LK-3242130	766	69	1114	0
LK-3242135	942	100	1346	0
LK-3242140	510	34	709	0
LK-3242145	242	21	298	0
LK-3242150	860	100	1142	0
LK-3242155	560	66	685	0
LK-3242160	990	87	1194	0
LK-3242165	348	22	503	0
LK-3242170	901	106	1117	0
LK-3242175	415	34	511	0
LK-3242180	356	61	484	0
LK-3242185	727	100	947	0
LK-3242190	714	107	954	0
LK-3242195	618	96	871	0
LK-3242200	478	66	764	0
LK-3242205	1208	57	1478	0
LK-3242210	648	94	753	0
LK-3242215	670	35	760	0
LK-3242220	777	34	979	0
LK-3242225	333	40	446	0
LK-3242230	674	62	858	0
LK-3242235	829	73	997	0
LK-3242240	705	60	730	0
LK-3242245	653	73	755	0
LK-3242250	327	48	362	0
LK-3242255	769	64	920	0
LK-3242260	781	48	1190	0
LK-3242265	316	32	392	0
LK-3242270	340	10	633	0
LK-3242275	460	67	728	0
LK-3242280	378	8	512	0
LK-3242285	404	34	471	0
LK-3242290	395	28	712	0
LK-3242295	533	54	710	0
LK-3242300	805	83	1096	0
LK-3242305	499	60	650	0
LK-3242310	317	26	366	0
LK-3242315	291	68	317	0
LK-3242320	337	11	1363	0
LK-3242325	478	22	872	0
LK-3242330	325	21	481	0
LK-3245	14420	1651	19073	0
LK-3245005	416	50	611	0
LK-3245010	243	25	356	0
LK-3245015	312	48	411	0
LK-3245020	239	19	279	0
LK-3245025	418	89	494	0
LK-3245030	531	60	730	0
LK-3245035	286	42	385	0
LK-3245040	236	13	256	0
LK-3245045	288	19	362	0
LK-3245050	159	10	189	0
LK-3245055	150	27	200	0
LK-3245060	306	67	403	0
LK-3245065	232	37	319	0
LK-3245070	362	67	494	0
LK-3245075	247	33	371	0
LK-3245080	441	36	583	0
LK-3245085	196	31	307	0
LK-3245090	233	32	353	0
LK-3245095	441	54	551	0
LK-3245100	262	18	452	0
LK-3245105	556	42	690	0
LK-3245110	273	12	402	0
LK-3245115	332	36	451	0
LK-3245120	342	65	503	0
LK-3245125	1233	88	1541	0
LK-3245130	408	71	559	0
LK-3245140	329	27	409	0
LK-3245145	336	35	467	0
LK-3245150	623	69	869	0
LK-3245155	852	74	949	0
LK-3245160	366	31	390	0
LK-3245165	456	75	607	0
LK-3245170	209	13	224	0
LK-3245175	319	51	436	0
LK-3245180	423	51	527	0
LK-3245185	395	17	517	0
LK-3245190	154	13	191	0
LK-3245195	242	63	359	0
LK-3245200	255	24	436	0
LK-3245205	319	17	440	0
LK-3248	15528	1822	19942	0
LK-3248005	161	23	194	0
LK-3248010	217	37	319	0
LK-3248015	204	54	370	0
LK-3248020	222	38	348	0
LK-3248025	174	19	284	0
LK-3248030	276	22	467	0
LK-3248035	179	51	400	0
LK-3248055	201	33	307	0
LK-3248060	217	65	324	0
LK-3248065	467	26	571	0
LK-3248070	190	43	269	0
LK-3248080	522	33	624	0
LK-3248090	357	55	413	0
LK-3248095	411	23	457	0
LK-3248100	279	38	313	0
LK-3248105	535	83	614	0
LK-3248110	289	71	463	0
LK-3248115	614	21	751	0
LK-3248120	458	63	492	0
LK-3248125	689	85	811	0
LK-3248130	411	41	515	0
LK-3248135	456	56	534	0
LK-3248140	659	63	762	0
LK-3248145	442	47	480	0
LK-3248150	403	62	480	0
LK-3248155	280	63	563	0
LK-3248160	170	39	275	0
LK-3248165	405	29	461	0
LK-3248170	636	77	676	0
LK-3248175	394	42	444	0
LK-3248180	593	42	780	0
LK-3248185	341	47	370	0
LK-3248190	267	21	394	0
LK-3248195	448	47	607	0
LK-3248200	262	37	425	0
LK-3248205	217	38	453	0
LK-3248210	289	27	480	0
LK-3248215	684	40	691	0
LK-3248220	412	41	518	0
LK-3248225	365	4	326	0
LK-3248230	198	19	234	0
LK-3248235	153	16	176	0
LK-3248240	381	41	507	0
LK-33	213946	19875	211099	0
LK-3303	16763	1141	13833	0
LK-3303005	210	9	216	0
LK-3303010	464	51	419	0
LK-3303015	489	39	432	0
LK-3303020	509	31	253	0
LK-3303025	491	93	309	0
LK-3303030	1034	50	797	0
LK-3303035	1060	37	838	0
LK-3303040	931	16	575	0
LK-3303045	879	126	922	0
LK-3303050	900	33	704	0
LK-3303055	915	15	740	0
LK-3303060	1470	132	1507	0
LK-3303065	1210	104	937	0
LK-3303070	753	60	817	0
LK-3303075	802	36	708	0
LK-3303080	1134	58	802	0
LK-3303085	668	45	525	0
LK-3303090	770	36	393	0
LK-3303095	568	64	673	0
LK-3303100	388	55	365	0
LK-3303105	1118	51	901	0
LK-3306	11766	752	10703	0
LK-3306005	371	8	232	0
LK-3306010	109	3	85	0
LK-3306015	132	2	103	0
LK-3306020	476	67	513	0
LK-3306025	461	13	382	0
LK-3306030	278	8	234	0
LK-3306035	563	38	515	0
LK-3306040	333	33	317	0
LK-3306045	789	66	688	0
LK-3306050	423	20	434	0
LK-3306055	605	52	697	0
LK-3306060	375	11	434	0
LK-3306065	230	13	210	0
LK-3306070	115	0	120	0
LK-3306075	267	10	285	0
LK-3306080	286	33	273	0
LK-3306085	564	7	138	0
LK-3306090	350	36	373	0
LK-3306095	205	7	249	0
LK-3306100	260	11	238	0
LK-3306105	245	12	227	0
LK-3306110	418	12	432	0
LK-3306115	330	41	321	0
LK-3306120	509	70	520	0
LK-3306125	142	2	185	0
LK-3306130	193	14	152	0
LK-3306135	335	38	354	0
LK-3306140	416	28	323	0
LK-3306145	150	11	67	0
LK-3306150	287	20	286	0
LK-3306155	360	25	309	0
LK-3306160	338	10	339	0
LK-3306165	154	8	170	0
LK-3306170	305	21	266	0
LK-3306175	95	0	82	0
LK-3306180	297	2	150	0
LK-3309	25736	2210	23305	0
LK-3309005	791	93	710	0
LK-3309010	1422	95	1024	0
LK-3309015	727	88	596	0
LK-3309020	1088	40	799	0
LK-3309025	888	123	876	0
LK-3309030	721	42	631	0
LK-3309035	751	90	620	0
LK-3309040	449	31	300	0
LK-3309045	656	39	561	0
LK-3309050	418	34	349	0
LK-3309055	529	41	580	0
LK-3309060	459	70	445	0
LK-3309065	513	22	448	0
LK-3309070	468	50	352	0
LK-3309075	502	61	477	0
LK-3309080	399	29	289	0
LK-3309085	687	63	634	0
LK-3309090	856	81	820	0
LK-3309095	324	31	319	0
LK-3309100	535	55	525	0
LK-3309105	406	24	389	0
LK-3309110	578	38	646	0
LK-3309115	694	61	740	0
LK-3309120	349	34	362	0
LK-3309125	402	18	383	0
LK-3309130	403	30	434	0
LK-3309135	949	69	1021	0
LK-3309140	479	22	431	0
LK-3309145	506	15	544	0
LK-3309150	586	47	452	0
LK-3309155	790	95	657	0
LK-3309160	376	44	343	0
LK-3309165	810	67	710	0
LK-3309170	657	38	532	0
LK-3309175	453	25	392	0
LK-3309180	258	32	219	0
LK-3309185	476	72	537	0
LK-3309190	376	28	364	0
LK-3309195	382	40	346	0
LK-3309200	392	42	469	0
LK-3309205	511	39	430	0
LK-3309210	456	42	514	0
LK-3309215	386	45	331	0
LK-3309220	878	65	704	0
LK-3312	20003	1792	19631	0
LK-3312005	630	10	373	0
LK-3312010	308	30	209	0
LK-3312015	588	76	588	0
LK-3312020	387	64	450	0
LK-3312025	347	52	318	0
LK-3312030	376	24	393	0
LK-3312035	373	21	379	0
LK-3312040	656	65	574	0
LK-3312045	547	21	324	0
LK-3312050	497	48	244	0
LK-3312055	834	56	784	0
LK-3312060	530	40	506	0
LK-3312065	400	48	370	0
LK-3312070	497	87	669	0
LK-3312075	558	78	529	0
LK-3312080	487	45	541	0
LK-3312085	445	60	454	0
LK-3312090	526	86	641	0
LK-3312095	710	78	706	0
LK-3312100	1226	122	1129	0
LK-3312105	756	103	782	0
LK-3312110	544	46	539	0
LK-3312115	774	44	622	0
LK-3312120	2681	190	2469	0
LK-3312125	395	20	302	0
LK-3312130	1848	171	2378	0
LK-3312135	901	37	1052	0
LK-3312140	538	32	612	0
LK-3312145	172	13	253	0
LK-3312150	472	25	441	0
LK-3315	25002	2463	27115	0
LK-3315005	321	38	315	0
LK-3315010	632	37	851	0
LK-3315015	569	35	667	0
LK-3315020	660	48	545	0
LK-3315025	479	62	558	0
LK-3315030	513	59	550	0
LK-3315035	432	41	401	0
LK-3315040	504	24	466	0
LK-3315045	735	73	652	0
LK-3315050	476	48	527	0
LK-3315055	459	60	1035	0
LK-3315060	372	40	404	0
LK-3315065	271	32	312	0
LK-3315070	396	57	376	0
LK-3315075	511	96	549	0
LK-3315080	315	39	421	0
LK-3315085	447	57	498	0
LK-3315090	380	69	507	0
LK-3315095	566	46	695	0
LK-3315100	310	43	389	0
LK-3315105	498	64	577	0
LK-3315110	432	66	613	0
LK-3315115	529	62	558	0
LK-3315120	670	49	603	0
LK-3315125	239	38	303	0
LK-3315130	229	6	178	0
LK-3315135	379	50	299	0
LK-3315140	328	32	363	0
LK-3315145	305	67	316	0
LK-3315150	402	34	384	0
LK-3315155	474	33	697	0
LK-3315160	294	14	440	0
LK-3315165	351	44	435	0
LK-3315170	479	38	468	0
LK-3315175	1047	79	1008	0
LK-3315180	291	21	414	0
LK-3315185	254	34	366	0
LK-3315190	368	28	454	0
LK-3315195	720	44	708	0
LK-3315200	493	30	480	0
LK-3315205	625	71	672	0
LK-3315210	243	26	270	0
LK-3315215	288	50	307	0
LK-3315220	238	23	242	0
LK-3315225	383	34	436	0
LK-3315230	492	26	516	0
LK-3315235	464	61	467	0
LK-3315240	564	62	585	0
LK-3315245	244	8	262	0
LK-3315250	409	24	399	0
LK-3315255	458	41	465	0
LK-3315260	717	44	491	0
LK-3315265	471	59	442	0
LK-3315270	674	50	674	0
LK-3315275	602	47	505	0
LK-3318	17229	1799	16765	0
LK-3318005	182	25	212	0
LK-3318010	294	23	260	0
LK-3318015	252	35	280	0
LK-3318020	202	6	214	0
LK-3318025	448	56	504	0
LK-3318030	217	21	197	0
LK-3318035	320	56	247	0
LK-3318040	357	37	409	0
LK-3318045	374	59	370	0
LK-3318050	286	14	311	0
LK-3318055	227	13	270	0
LK-3318060	240	33	229	0
LK-3318065	369	43	453	0
LK-3318070	280	13	158	0
LK-3318075	529	50	584	0
LK-3318080	242	15	273	0
LK-3318085	468	55	364	0
LK-3318090	179	8	142	0
LK-3318095	183	30	216	0
LK-3318100	271	25	134	0
LK-3318105	564	55	517	0
LK-3318110	276	37	314	0
LK-3318115	262	46	321	0
LK-3318120	503	40	477	0
LK-3318125	181	9	188	0
LK-3318130	398	29	258	0
LK-3318135	235	15	269	0
LK-3318140	282	12	186	0
LK-3318145	262	39	308	0
LK-3318150	251	46	304	0
LK-3318155	278	56	366	0
LK-3318160	480	75	422	0
LK-3318165	148	17	155	0
LK-3318170	476	44	432	0
LK-3318175	182	31	238	0
LK-3318180	290	18	287	0
LK-3318185	256	49	305	0
LK-3318190	391	35	377	0
LK-3318195	854	92	748	0
LK-3318200	592	53	485	0
LK-3318205	374	45	357	0
LK-3318210	229	13	270	0
LK-3318215	460	20	424	0
LK-3318220	516	27	419	0
LK-3318225	929	108	755	0
LK-3318230	307	18	334	0
LK-3318235	134	6	145	0
LK-3318240	213	36	269	0
LK-3318245	194	48	249	0
LK-3318250	380	42	448	0
LK-3318255	412	21	311	0
LK-3321	15382	1359	13887	0
LK-3321005	325	25	271	0
LK-3321010	132	18	92	0
LK-3321015	213	26	241	0
LK-3321020	273	21	172	0
LK-3321025	291	8	161	0
LK-3321030	295	30	96	0
LK-3321035	173	27	246	0
LK-3321040	290	19	231	0
LK-3321045	262	36	254	0
LK-3321050	253	10	132	0
LK-3321055	159	8	233	0
LK-3321060	207	11	311	0
LK-3321065	237	32	294	0
LK-3321070	345	37	404	0
LK-3321075	207	4	145	0
LK-3321080	210	8	155	0
LK-3321085	178	12	103	0
LK-3321090	526	35	273	0
LK-3321095	230	9	164	0
LK-3321100	121	5	115	0
LK-3321105	237	18	212	0
LK-3321110	142	15	141	0
LK-3321115	264	8	191	0
LK-3321120	207	10	230	0
LK-3321125	326	8	230	0
LK-3321130	199	5	174	0
LK-3321135	151	2	106	0
LK-3321140	267	25	349	0
LK-3321145	157	15	91	0
LK-3321150	470	6	148	0
LK-3321155	446	15	250	0
LK-3321160	183	13	189	0
LK-3321165	194	45	227	0
LK-3321170	440	90	515	0
LK-3321175	298	37	417	0
LK-3321180	414	45	189	0
LK-3321185	448	5	198	0
LK-3321190	266	6	287	0
LK-3321195	205	6	208	0
LK-3321200	222	5	126	0
LK-3321205	281	3	77	0
LK-3321210	176	9	193	0
LK-3321215	161	18	154	0
LK-3321220	210	10	211	0
LK-3321225	270	54	266	0
LK-3321230	399	50	448	0
LK-3321235	381	69	352	0
LK-3321240	283	46	270	0
LK-3321245	334	41	293	0
LK-3321250	328	35	422	0
LK-3321255	292	22	358	0
LK-3321260	151	17	157	0
LK-3321265	275	24	300	0
LK-3321270	292	48	322	0
LK-3321275	131	26	166	0
LK-3321280	216	32	241	0
LK-3321285	194	10	209	0
LK-3321290	238	21	439	0
LK-3321295	163	37	230	0
LK-3321300	144	27	208	0
LK-3324	18508	1203	14614	0
LK-3324005	336	13	168	0
LK-3324010	705	20	415	0
LK-3324015	303	14	339	0
LK-3324020	246	44	256	0
LK-3324025	135	26	75	0
LK-3324030	412	27	100	0
