id	name	country_id	province_id	district_id	lg_id	lg_type	population	area	subs	supers	eqs	ints	centroid	centroid_altitude
LG-41150	Valikamam South PS	LK	LK-4	LK-41	LG-41150	PS	53016	32.56	['LK-4115005', 'LK-4115010', 'LK-4115015', 'LK-4115020', 'LK-4115025', 'LK-4115030', 'LK-4115035', 'LK-4115040', 'LK-4115045', 'LK-4115050', 'LK-4115055', 'LK-4115060', 'LK-4115065', 'LK-4115070', 'LK-4115075', 'LK-4115080', 'LK-4115085', 'LK-4115090', 'LK-4115095', 'LK-4115100', 'LK-4115105', 'LK-4115110', 'LK-4115115', 'LK-4115120', 'LK-4115125', 'LK-4115130', 'LK-4115135', 'LK-4115140', 'LK-4115145', 'LK-4115150']	['EC-10C']	['LK-4115', 'MOH-41150']	[]	[9.744346975950837, 80.03442220185212]	11
LG-41180	Valikamam East PS	LK	LK-4	LK-41	LG-41180	PS	73225	97.09	['LK-4118005', 'LK-4118010', 'LK-4118015', 'LK-4118020', 'LK-4118025', 'LK-4118030', 'LK-4118035', 'LK-4118040', 'LK-4118045', 'LK-4118050', 'LK-4118055', 'LK-4118060', 'LK-4118065', 'LK-4118070', 'LK-4118075', 'LK-4118080', 'LK-4118085', 'LK-4118090', 'LK-4118095', 'LK-4118100', 'LK-4118105', 'LK-4118110', 'LK-4118115', 'LK-4118120', 'LK-4118125', 'LK-4118130', 'LK-4118135', 'LK-4118140', 'LK-4118145', 'LK-4118150', 'LK-4118155']	['LK-41']	['EC-10E', 'LK-4118', 'MOH-41180']	[]	[9.740170885019687, 80.0932430307658]	5
LG-41211	Vadamaradchy South West PS	LK	LK-4	LK-41	LG-41211	PS	44733	73.48	['LK-4121005', 'LK-4121010', 'LK-4121015', 'LK-4121020', 'LK-4121025', 'LK-4121030', 'LK-4121035', 'LK-4121045', 'LK-4121050', 'LK-4121055', 'LK-4121060', 'LK-4121065', 'LK-4121070', 'LK-4121075', 'LK-4121080', 'LK-4121085', 'LK-4121090', 'LK-4121095', 'LK-4121100', 'LK-4121105', 'LK-4121110', 'LK-4121115', 'LK-4121120', 'LK-4121125', 'LK-4121130', 'LK-4121135', 'LK-4121140', 'LK-4121145', 'LK-4121150', 'LK-4121155', 'LK-4121160', 'LK-4121165', 'LK-4121170', 'LK-4121175']	['EC-10F', 'LK-4121', 'MOH-41211']	[]	[]	[9.779369348608883, 80.18623639965745]	-1
LG-41212	Valvettithurai UC	LK	LK-4	LK-41	LG-41212	UC	11397	6.92	['LK-4121040', 'LK-4127005', 'LK-4127010', 'LK-4127015', 'LK-4127020', 'LK-4127025', 'LK-4127030', 'LK-4127035', 'LK-4127040', 'LK-4127045', 'LK-4127050', 'LK-4127055']	['LK-41']	[]	['EC-10F', 'EC-10G', 'LK-4121', 'LK-4127', 'MOH-41211', 'MOH-41212']	[9.818567283593156, 80.15311894791222]	5
LG-41241	Point Pedro PS	LK	LK-4	LK-41	LG-41241	PS	38818	162.02	['LK-4124', 'LK-4127060', 'LK-4127065', 'LK-4127070', 'LK-4127075', 'LK-4127080', 'LK-4127085', 'LK-4127090', 'LK-4127110', 'LK-4127120', 'LK-4127130', 'LK-4127140', 'LK-4127145', 'LK-4127150', 'LK-4127155', 'LK-4127160', 'LK-4127165', 'LK-4127170', 'LK-4127175']	['EC-10G', 'MOH-41212']	[]	['LK-4127']	[9.655643640450007, 80.3725557606085]	0
LG-41272	Point Pedro UC	LK	LK-4	LK-41	LG-41272	UC	11113	4.51	['LK-4127095', 'LK-4127100', 'LK-4127105', 'LK-4127115', 'LK-4127125', 'LK-4127135']	['LK-4127']	[]	[]	[9.820858552778986, 80.24110674443921]	15
LG-41301	Chavakachcheri PS	LK	LK-4	LK-41	LG-41301	PS	50414	202.1	['LK-4130005', 'LK-4130010', 'LK-4130015', 'LK-4130020', 'LK-4130025', 'LK-4130030', 'LK-4130035', 'LK-4130040', 'LK-4130045', 'LK-4130050', 'LK-4130055', 'LK-4130060', 'LK-4130110', 'LK-4130115', 'LK-4130120', 'LK-4130125', 'LK-4130130', 'LK-4130135', 'LK-4130140', 'LK-4130145', 'LK-4130150', 'LK-4130155', 'LK-4130165', 'LK-4130170', 'LK-4130175', 'LK-4130180', 'LK-4130185', 'LK-4130190', 'LK-4130195', 'LK-4130200', 'LK-4130205', 'LK-4130210', 'LK-4130215', 'LK-4130220', 'LK-4130225', 'LK-4130230', 'LK-4130235', 'LK-4130240', 'LK-4130245', 'LK-4130250', 'LK-4130255', 'LK-4130260', 'LK-4130265', 'LK-4130270', 'LK-4130275', 'LK-4130280', 'LK-4130285', 'LK-4130290', 'LK-4130295', 'LK-4130300']	['EC-10H', 'LK-4130', 'MOH-41300']	[]	[]	[9.673803796534678, 80.1942704755879]	11
LG-41302	Chavakachcheri UC	LK	LK-4	LK-41	LG-41302	UC	14290	20.47	['LK-4130065', 'LK-4130070', 'LK-4130075', 'LK-4130080', 'LK-4130085', 'LK-4130090', 'LK-4130095', 'LK-4130100', 'LK-4130105', 'LK-4130160']	['EC-10H', 'LK-4130', 'MOH-41300']	[]	[]	[9.666526398433183, 80.16037643524561]	9
LG-41331	Jaffna MC	LK	LK-4	LK-41	LG-41331	MC	78989	20.19	['EC-10J', 'LK-4133015', 'LK-4133020', 'LK-4133025', 'LK-4133030', 'LK-4133035', 'LK-4133045', 'LK-4133050', 'LK-4133060', 'LK-4133065', 'LK-4133070', 'LK-4133075', 'LK-4133080', 'LK-4133085', 'LK-4133090', 'LK-4133095', 'LK-4133100', 'LK-4133105', 'LK-4136', 'MOH-41360']	['LK-41']	[]	['EC-10I', 'LK-4133', 'MOH-41330']	[9.667325554684114, 80.02708507357778]	9
LG-41332	Nallur PS	LK	LK-4	LK-41	LG-41332	PS	39644	24.19	['LK-4133005', 'LK-4133010', 'LK-4133040', 'LK-4133055', 'LK-4133110', 'LK-4133115', 'LK-4133120', 'LK-4133125', 'LK-4133130', 'LK-4133135', 'LK-4133140', 'LK-4133145', 'LK-4133150', 'LK-4133155', 'LK-4133160', 'LK-4133165', 'LK-4133170', 'LK-4133175', 'LK-4133180', 'LK-4133185', 'LK-4133190', 'LK-4133195', 'LK-4133200']	['EC-10I', 'LK-4133', 'MOH-41330']	[]	[]	[9.666262784706728, 80.05513073183721]	1
LG-41390	Velanai PS	LK	LK-4	LK-41	LG-41390	PS	16742	85.96	['LK-4139005', 'LK-4139010', 'LK-4139015', 'LK-4139020', 'LK-4139025', 'LK-4139030', 'LK-4139035', 'LK-4139040', 'LK-4139045', 'LK-4139050', 'LK-4139055', 'LK-4139060', 'LK-4139065', 'LK-4139070', 'LK-4139075', 'LK-4139080', 'LK-4139085', 'LK-4139090', 'LK-4139095', 'LK-4139100', 'LK-4139105', 'LK-4139110', 'LK-4139115', 'LK-4139120', 'LK-4139125', 'LK-4139130', 'LK-4139135', 'LK-4139140', 'LK-4139145', 'LK-4139150']	['MOH-41031']	['LK-4139']	[]	[9.621379653868427, 79.89317767065351]	0
LG-41421	Delft  PS	LK	LK-4	LK-41	LG-41421	PS	3396	38.68	['LK-4142005', 'LK-4142015', 'LK-4142020', 'LK-4142025', 'LK-4142030']	['LK-4142']	[]	[]	[9.51200045738016, 79.69511365454015]	5
LG-41422	None	LK	LK-4	LK-41	LG-41422	None	428	10.0	[]	['LK-4142']	['LK-4142010']	[]	[9.504809821794638, 79.6593622440348]	2
LG-42031	Mannar PS	LK	LK-4	LK-42	LG-42031	PS	26661	208.06	['LK-4203005', 'LK-4203010', 'LK-4203015', 'LK-4203020', 'LK-4203025', 'LK-4203030', 'LK-4203035', 'LK-4203040', 'LK-4203045', 'LK-4203050', 'LK-4203055', 'LK-4203060', 'LK-4203065', 'LK-4203070', 'LK-4203075', 'LK-4203080', 'LK-4203085', 'LK-4203090', 'LK-4203095', 'LK-4203115', 'LK-4203120', 'LK-4203125', 'LK-4203130', 'LK-4203195', 'LK-4203200', 'LK-4203205', 'LK-4203210', 'LK-4203215', 'LK-4203220', 'LK-4203225', 'LK-4203230', 'LK-4203235', 'LK-4203240', 'LK-4203245']	['LK-4203', 'MOH-42030']	[]	[]	[8.992384155844011, 79.88549852737111]	7
LG-42032	Mannar UC	LK	LK-4	LK-42	LG-42032	UC	24417	16.66	['LK-4203100', 'LK-4203105', 'LK-4203110', 'LK-4203135', 'LK-4203140', 'LK-4203145', 'LK-4203150', 'LK-4203155', 'LK-4203160', 'LK-4203165', 'LK-4203170', 'LK-4203175', 'LK-4203180', 'LK-4203185', 'LK-4203190']	['LK-4203', 'MOH-42030']	[]	[]	[8.979351534136423, 79.89596763158691]	1
LG-42061	Manthai West PS	LK	LK-4	LK-42	LG-42061	PS	19732	1062.54	['LK-4206', 'LK-4209005', 'LK-4209010', 'LK-4209015', 'LK-4209020', 'LK-4209025', 'LK-4209030', 'LK-4209035', 'LK-4209040', 'LK-4209045', 'LK-4209050', 'LK-4209055', 'MOH-42060']	['EC-11A', 'LK-42']	[]	['LK-4209', 'MOH-42090']	[8.963777538586728, 80.16752729514941]	42
LG-42092	Nanaddan PS	LK	LK-4	LK-42	LG-42092	PS	20641	270.69	['LK-4209060', 'LK-4209065', 'LK-4209070', 'LK-4209075', 'LK-4209080', 'LK-4209085', 'LK-4212', 'MOH-42120']	['EC-11A', 'LK-42']	[]	['LK-4209', 'MOH-42090']	[8.7907810937049, 80.06528940252184]	18
LG-42150	Musali PS	LK	LK-4	LK-42	LG-42150	PS	8119	467.62	['LK-4215005', 'LK-4215010', 'LK-4215015', 'LK-4215020', 'LK-4215025', 'LK-4215030', 'LK-4215035', 'LK-4215040', 'LK-4215045', 'LK-4215050', 'LK-4215055', 'LK-4215060', 'LK-4215065', 'LK-4215070', 'LK-4215075', 'LK-4215080', 'LK-4215085', 'LK-4215090', 'LK-4215095', 'LK-4215100']	['EC-11A', 'LK-42']	['LK-4215', 'MOH-42150']	[]	[8.676405507584947, 80.02068825568469]	43
LG-43030	Vavuniya North PS	LK	LK-4	LK-43	LG-43030	PS	11523	658.8	['MOH-43031', 'MOH-43032']	['EC-11B', 'LK-43']	['LK-4303']	[]	[9.00727974774446, 80.56891021045855]	73
LG-43060	Vavuniya South (Sinhala)	LK	LK-4	LK-43	LG-43060	(Sinhala)	13118	217.52	['LK-4306005', 'LK-4306010', 'LK-4306015', 'LK-4306020', 'LK-4306025', 'LK-4306030', 'LK-4306035', 'LK-4306040', 'LK-4306045', 'LK-4306050', 'LK-4306055', 'LK-4306060', 'LK-4306065', 'LK-4306070', 'LK-4306075', 'LK-4306080', 'LK-4306085', 'LK-4306090', 'LK-4306095', 'LK-4306100']	['EC-11B', 'LK-43']	['LK-4306', 'MOH-43060']	[]	[8.736665196800072, 80.51311619166188]	101
LG-43091	Vavuniya South (Tamil)	LK	LK-4	LK-43	LG-43091	(Tamil)	68657	590.25	['LK-4309005', 'LK-4309010', 'LK-4309015', 'LK-4309020', 'LK-4309025', 'LK-4309030', 'LK-4309035', 'LK-4309040', 'LK-4309045', 'LK-4309050', 'LK-4309055', 'LK-4309060', 'LK-4309065', 'LK-4309070', 'LK-4309080', 'LK-4309085', 'LK-4309090', 'LK-4309105', 'LK-4309110', 'LK-4309115', 'LK-4309120', 'LK-4309125', 'LK-4309130', 'LK-4309135', 'LK-4309140', 'LK-4309145', 'LK-4309150', 'LK-4309160', 'LK-4309170', 'LK-4309180', 'LK-4309185', 'LK-4309210']	['LK-4309', 'MOH-43090']	[]	[]	[8.837660170848295, 80.4546578046422]	79
LG-43092	Vavuniya UC	LK	LK-4	LK-43	LG-43092	UC	48876	30.62	['LK-4309075', 'LK-4309095', 'LK-4309100', 'LK-4309155', 'LK-4309165', 'LK-4309175', 'LK-4309190', 'LK-4309195', 'LK-4309200', 'LK-4309205']	['LK-4309', 'MOH-43090']	[]	[]	[8.75655507950518, 80.49167687479856]	102
LG-43120	Vengalacheddikulam PS	LK	LK-4	LK-43	LG-43120	PS	29886	411.76	['LK-4312005', 'LK-4312010', 'LK-4312015', 'LK-4312020', 'LK-4312025', 'LK-4312030', 'LK-4312035', 'LK-4312040', 'LK-4312045', 'LK-4312050', 'LK-4312055', 'LK-4312060', 'LK-4312065', 'LK-4312070', 'LK-4312075', 'LK-4312080', 'LK-4312085', 'LK-4312090', 'LK-4312095', 'LK-4312100']	['EC-11B', 'LK-43']	['LK-4312', 'MOH-43120']	[]	[8.692121730557718, 80.2970061504431]	44
LG-44030	Thunukkai PS	LK	LK-4	LK-44	LG-44030	PS	9699	327.41	['LK-4403005', 'LK-4403010', 'LK-4403015', 'LK-4403020', 'LK-4403025', 'LK-4403030', 'LK-4403035', 'LK-4403040', 'LK-4403045', 'LK-4403050', 'LK-4403055', 'LK-4403060', 'LK-4403065', 'LK-4403070', 'LK-4403075', 'LK-4403080', 'LK-4403085', 'LK-4403090', 'LK-4403095', 'LK-4403100']	['EC-11C', 'LK-44']	['LK-4403', 'MOH-44030']	[]	[9.221367975759922, 80.28682714928969]	34
LG-44060	Manthai East PS	LK	LK-4	LK-44	LG-44060	PS	7117	493.55	['LK-4406005', 'LK-4406010', 'LK-4406015', 'LK-4406020', 'LK-4406025', 'LK-4406030', 'LK-4406035', 'LK-4406040', 'LK-4406045', 'LK-4406050', 'LK-4406055', 'LK-4406060', 'LK-4406065', 'LK-4406070', 'LK-4406075']	['EC-11C', 'LK-44']	['LK-4406', 'MOH-44060']	[]	[9.052984247637012, 80.30959120289263]	50
LG-44091	Puthukudiyiruppu PS	LK	LK-4	LK-44	LG-44091	PS	39545	1108.79	['LK-4409', 'LK-4412', 'MOH-44090', 'MOH-44120']	['EC-11C', 'LK-44']	[]	[]	[9.235639223982043, 80.56577295120334]	55
LG-44150	Maritimepattu PS	LK	LK-4	LK-44	LG-44150	PS	28928	597.77	['LK-4415005', 'LK-4415010', 'LK-4415015', 'LK-4415020', 'LK-4415025', 'LK-4415030', 'LK-4415035', 'LK-4415040', 'LK-4415045', 'LK-4415050', 'LK-4415055', 'LK-4415060', 'LK-4415065', 'LK-4415070', 'LK-4415075', 'LK-4415080', 'LK-4415085', 'LK-4415090', 'LK-4415095', 'LK-4415100', 'LK-4415105', 'LK-4415110', 'LK-4415115', 'LK-4415120', 'LK-4415125', 'LK-4415130', 'LK-4415135', 'LK-4415140', 'LK-4415145', 'LK-4415150', 'LK-4415155', 'LK-4415160', 'LK-4415165', 'LK-4415170', 'LK-4415175', 'LK-4415180', 'LK-4415185', 'LK-4415190', 'LK-4415195', 'LK-4415200', 'LK-4415205', 'LK-4415210', 'LK-4415215', 'LK-4415220', 'LK-4415225', 'LK-4415230']	['EC-11C', 'LK-44']	['LK-4415', 'MOH-44150']	[]	[9.165278965999422, 80.79189877721572]	47
LG-45030	Pachchilaipallai PS	LK	LK-4	LK-45	LG-45030	PS	8530	150.51	['LK-4503005', 'LK-4503010', 'LK-4503015', 'LK-4503020', 'LK-4503025', 'LK-4503030', 'LK-4503035', 'LK-4503040', 'LK-4503045', 'LK-4503050', 'LK-4503055', 'LK-4503060', 'LK-4503065', 'LK-4503070', 'LK-4503075', 'LK-4503080', 'LK-4503085', 'LK-4503090']	['EC-10K', 'LK-45']	['LK-4503', 'MOH-45030']	[]	[9.58801945434909, 80.35662883230063]	9
LG-45061	Karachchi PS	LK	LK-4	LK-45	LG-45061	PS	84678	545.23	['LK-4506', 'LK-4509', 'MOH-45060', 'MOH-45090']	['EC-10K', 'LK-45']	[]	[]	[9.401525550978699, 80.41842682222111]	19
LG-45120	Poonakary PS	LK	LK-4	LK-45	LG-45120	PS	20302	572.31	['LK-4512005', 'LK-4512010', 'LK-4512015', 'LK-4512020', 'LK-4512025', 'LK-4512030', 'LK-4512035', 'LK-4512040', 'LK-4512045', 'LK-4512050', 'LK-4512055', 'LK-4512060', 'LK-4512065', 'LK-4512070', 'LK-4512075', 'LK-4512080', 'LK-4512085', 'LK-4512090', 'LK-4512095']	['EC-10K', 'LK-45']	['LK-4512', 'MOH-45120']	[]	[9.384001662835878, 80.18032224149171]	8
LG-51030	Koralai Pattu North PS	LK	LK-5	LK-51	LG-51030	PS	21537	500.65	['LK-5103005', 'LK-5103010', 'LK-5103015', 'LK-5103020', 'LK-5103025', 'LK-5103030', 'LK-5103035', 'LK-5103040', 'LK-5103045', 'LK-5103050', 'LK-5103055', 'LK-5103060', 'LK-5103065', 'LK-5103070', 'LK-5103075', 'LK-5103080']	['EC-12A']	['LK-5103', 'MOH-51030']	[]	[8.084551693085176, 81.395151760859]	4
LG-51041	Koralai Pattu PS	LK	LK-5	LK-51	LG-51041	PS	55174	466.62	['LK-5104015', 'LK-5104020', 'LK-5104025', 'LK-5104030', 'LK-5104035', 'LK-5104040', 'LK-5110015', 'LK-5110035', 'LK-5110040', 'LK-5110045', 'LK-5110050', 'LK-5110055', 'LK-5110060', 'LK-5110065', 'LK-5110070', 'LK-5110075', 'LK-5110080', 'LK-5110085', 'LK-5110090', 'MOH-51090']	['EC-12A']	[]	['LK-5104', 'LK-5109', 'LK-5110', 'MOH-51040', 'MOH-51100']	[7.850118441117779, 81.40616477373922]	22
LG-51042	Koralai Pattu West PS	LK	LK-5	LK-51	LG-51042	PS	10490	168.74	['LK-5104010', 'LK-5110005', 'LK-5110010', 'LK-5110020', 'LK-5110025', 'LK-5110030', 'MOH-51060']	['EC-12A']	[]	['LK-5104', 'LK-5106', 'LK-5110', 'MOH-51040', 'MOH-51100']	[7.905229269171714, 81.32974904709732]	41
LG-51121	Eravur Pattu PS	LK	LK-5	LK-51	LG-51121	PS	57566	589.75	['LK-5112110', 'LK-5112115', 'LK-5112120', 'MOH-51120']	['LK-5112']	[]	['MOH-51150']	[7.708303628905116, 81.46578094752101]	20
LG-51122	Eravur TC	LK	LK-5	LK-51	LG-51122	TC	21838	2.71	['LK-5115005', 'LK-5115010', 'LK-5115015', 'LK-5115020', 'LK-5115025', 'LK-5115030', 'LK-5115035', 'LK-5115040', 'LK-5115045', 'LK-5115060', 'LK-5115065', 'LK-5115070', 'LK-5115075']	['LK-5115', 'MOH-51150']	[]	[]	[7.7779881031122065, 81.60439037995657]	11
LG-51180	Batticaloa MC	LK	LK-5	LK-51	LG-51180	MC	81766	39.98	['LK-5118005', 'LK-5118010', 'LK-5118015', 'LK-5118020', 'LK-5118025', 'LK-5118030', 'LK-5118035', 'LK-5118040', 'LK-5118045', 'LK-5118050', 'LK-5118055', 'LK-5118060', 'LK-5118065', 'LK-5118070', 'LK-5118075', 'LK-5118080', 'LK-5118085', 'LK-5118090', 'LK-5118095', 'LK-5118100', 'LK-5118105', 'LK-5118110', 'LK-5118115', 'LK-5118120', 'LK-5118125', 'LK-5118130', 'LK-5118135', 'LK-5118140', 'LK-5118145', 'LK-5118150', 'LK-5118155', 'LK-5118160', 'LK-5118165', 'LK-5118170', 'LK-5118175', 'LK-5118180', 'LK-5118185', 'LK-5118190', 'LK-5118195', 'LK-5118200', 'LK-5118205', 'LK-5118210', 'LK-5118215', 'LK-5118225', 'LK-5118230', 'LK-5118235']	['LK-5118']	['MOH-51180']	[]	[7.724711126926631, 81.68696918457631]	5
LG-51210	Manmunai West PS	LK	LK-5	LK-51	LG-51210	PS	28489	284.63	['LK-5121005', 'LK-5121010', 'LK-5121015', 'LK-5121020', 'LK-5121025', 'LK-5121030', 'LK-5121035', 'LK-5121040', 'LK-5121045', 'LK-5121050', 'LK-5121055', 'LK-5121060', 'LK-5121065', 'LK-5121070', 'LK-5121075', 'LK-5121080', 'LK-5121085', 'LK-5121090', 'LK-5121095', 'LK-5121100', 'LK-5121105', 'LK-5121110', 'LK-5121115', 'LK-5121120']	['EC-12B']	['LK-5121', 'MOH-51210']	[]	[7.6321066461423515, 81.59723622083185]	39
LG-51240	Kattankudy UC	LK	LK-5	LK-51	LG-51240	UC	40356	4.4	['LK-5124005', 'LK-5124010', 'LK-5124015', 'LK-5124020', 'LK-5124025', 'LK-5124030', 'LK-5124035', 'LK-5124040', 'LK-5124045', 'LK-5124050', 'LK-5124055', 'LK-5124060', 'LK-5124065', 'LK-5124070', 'LK-5124075', 'LK-5124080', 'LK-5124085', 'LK-5124090']	['EC-12C']	['LK-5124', 'MOH-51240']	[]	[7.6829793952393635, 81.73199018062797]	7
LG-51270	Manmunai Pattu PS	LK	LK-5	LK-51	LG-51270	PS	30694	25.3	['LK-5127005', 'LK-5127010', 'LK-5127015', 'LK-5127020', 'LK-5127025', 'LK-5127030', 'LK-5127035', 'LK-5127040', 'LK-5127045', 'LK-5127050', 'LK-5127055', 'LK-5127060', 'LK-5127065', 'LK-5127070', 'LK-5127075', 'LK-5127080', 'LK-5127085', 'LK-5127090', 'LK-5127095', 'LK-5127100', 'LK-5127105', 'LK-5127110', 'LK-5127115', 'LK-5127120', 'LK-5127125', 'LK-5127130', 'LK-5127135']	['EC-12C']	['LK-5127', 'MOH-51270']	[]	[7.63917277692248, 81.753335868889]	5
LG-51300	Manmunai South West PS	LK	LK-5	LK-51	LG-51300	PS	24726	147.57	['LK-5130005', 'LK-5130010', 'LK-5130015', 'LK-5130020', 'LK-5130025', 'LK-5130030', 'LK-5130035', 'LK-5130040', 'LK-5130045', 'LK-5130050', 'LK-5130055', 'LK-5130060', 'LK-5130065', 'LK-5130070', 'LK-5130075', 'LK-5130080', 'LK-5130085', 'LK-5130090', 'LK-5130095', 'LK-5130100', 'LK-5130105', 'LK-5130110', 'LK-5130115', 'LK-5130120']	['EC-12C']	['LK-5130', 'MOH-51300']	[]	[7.5643731627622195, 81.65436685351706]	17
LG-51330	Porativu Pattu PS	LK	LK-5	LK-51	LG-51330	PS	36222	165.77	['LK-5133005', 'LK-5133010', 'LK-5133015', 'LK-5133020', 'LK-5133025', 'LK-5133030', 'LK-5133035', 'LK-5133040', 'LK-5133045', 'LK-5133050', 'LK-5133055', 'LK-5133060', 'LK-5133065', 'LK-5133070', 'LK-5133075', 'LK-5133080', 'LK-5133085', 'LK-5133090', 'LK-5133095', 'LK-5133100', 'LK-5133105', 'LK-5133110', 'LK-5133115', 'LK-5133120', 'LK-5133125', 'LK-5133130', 'LK-5133135', 'LK-5133140', 'LK-5133145', 'LK-5133150', 'LK-5133155', 'LK-5133160', 'LK-5133165', 'LK-5133170', 'LK-5133175', 'LK-5133180', 'LK-5133185', 'LK-5133190', 'LK-5133195', 'LK-5133200', 'LK-5133205', 'LK-5133210', 'LK-5133215']	['EC-12C']	['LK-5133', 'MOH-51330']	[]	[7.499613925062442, 81.706658867825]	8
LG-51360	Manmunai South & Eruvil Pattu PS	LK	LK-5	LK-51	LG-51360	PS	60807	44.82	['LK-5136005', 'LK-5136010', 'LK-5136015', 'LK-5136020', 'LK-5136025', 'LK-5136030', 'LK-5136035', 'LK-5136040', 'LK-5136045', 'LK-5136050', 'LK-5136055', 'LK-5136060', 'LK-5136065', 'LK-5136070', 'LK-5136075', 'LK-5136080', 'LK-5136085', 'LK-5136090', 'LK-5136095', 'LK-5136100', 'LK-5136105', 'LK-5136110', 'LK-5136115', 'LK-5136120', 'LK-5136125', 'LK-5136130', 'LK-5136135', 'LK-5136140', 'LK-5136145', 'LK-5136150', 'LK-5136155', 'LK-5136160', 'LK-5136165', 'LK-5136170', 'LK-5136175', 'LK-5136180', 'LK-5136185', 'LK-5136190', 'LK-5136195', 'LK-5136200', 'LK-5136205', 'LK-5136210', 'LK-5136215', 'LK-5136220', 'LK-5136225']	['EC-12C']	['LK-5136', 'MOH-51360']	[]	[7.521329027155894, 81.79140501636842]	12
LG-52030	Dehiattakandiya PS	LK	LK-5	LK-52	LG-52030	PS	52331	383.98	['LK-5203005', 'LK-5203010', 'LK-5203020', 'LK-5203025', 'LK-5203030', 'LK-5203035', 'LK-5203040', 'LK-5203045', 'LK-5203050', 'LK-5203055', 'LK-5203060', 'LK-5203065']	['LK-5203']	['MOH-52030']	[]	[7.62397920782974, 81.08684619392575]	106
LG-52060	Padiyathalawa PS	LK	LK-5	LK-52	LG-52060	PS	18290	396.29	['LK-5206005', 'LK-5206010', 'LK-5206015', 'LK-5206020', 'LK-5206025', 'LK-5206030', 'LK-5206035', 'LK-5206040', 'LK-5206045', 'LK-5206050', 'LK-5206055', 'LK-5206060', 'LK-5206065', 'LK-5206070', 'LK-5206075', 'LK-5206080', 'LK-5206085', 'LK-5206090', 'LK-5206095', 'LK-5206100']	['EC-13A']	['LK-5206', 'MOH-52060']	[]	[7.426895398621756, 81.26225774034717]	97
LG-52090	Mahaoya PS	LK	LK-5	LK-52	LG-52090	PS	20828	678.5	['LK-5209005', 'LK-5209010', 'LK-5209015', 'LK-5209020', 'LK-5209025', 'LK-5209030', 'LK-5209035', 'LK-5209040', 'LK-5209045', 'LK-5209050', 'LK-5209055', 'LK-5209060', 'LK-5209065', 'LK-5209070', 'LK-5209075', 'LK-5209080', 'LK-5209085']	['EC-13A']	['LK-5209', 'MOH-52090']	[]	[7.562757906005336, 81.34876122228479]	84
LG-52120	Uhana PS	LK	LK-5	LK-52	LG-52120	PS	58325	553.38	['LK-5212005', 'LK-5212010', 'LK-5212015', 'LK-5212020', 'LK-5212025', 'LK-5212030', 'LK-5212035', 'LK-5212040', 'LK-5212045', 'LK-5212050', 'LK-5212055', 'LK-5212060', 'LK-5212065', 'LK-5212070', 'LK-5212075', 'LK-5212080', 'LK-5212085', 'LK-5212090', 'LK-5212095', 'LK-5212100', 'LK-5212105', 'LK-5212110', 'LK-5212115', 'LK-5212120', 'LK-5212125', 'LK-5212130', 'LK-5212135', 'LK-5212140', 'LK-5212145', 'LK-5212150', 'LK-5212155', 'LK-5212160', 'LK-5212165', 'LK-5212170', 'LK-5212175', 'LK-5212180', 'LK-5212185', 'LK-5212190', 'LK-5212195', 'LK-5212200', 'LK-5212205', 'LK-5212210', 'LK-5212215', 'LK-5212220', 'LK-5212225', 'LK-5212230', 'LK-5212235', 'LK-5212240', 'LK-5212245', 'LK-5212250', 'LK-5212255', 'LK-5212260', 'LK-5212265', 'LK-5212270', 'LK-5212275']	['EC-13A']	['LK-5212', 'MOH-52120']	[]	[7.397606192045576, 81.59410326498269]	67
LG-52151	Ampara UC	LK	LK-5	LK-52	LG-52151	UC	24133	33.92	['LK-5215010', 'LK-5215015', 'LK-5215020', 'LK-5215025', 'LK-5215030', 'LK-5215035', 'LK-5215040', 'LK-5215045', 'LK-5215050', 'LK-5215055']	['LK-5215', 'MOH-52150']	[]	[]	[7.29069078465501, 81.66517065294035]	27
LG-52152	Namaloya PS	LK	LK-5	LK-52	LG-52152	PS	23076	105.73	['LK-5215005', 'LK-5215060', 'LK-5215065', 'LK-5215070', 'LK-5215075', 'LK-5215080', 'LK-5215085', 'LK-5215090', 'LK-5215095', 'LK-5215100', 'LK-5215105', 'LK-5215110', 'LK-5242010', 'LK-5242015']	['EC-13', 'LK-52']	[]	['EC-13A', 'EC-13D', 'LK-5215', 'LK-5242', 'MOH-52150', 'MOH-52420']	[7.265475077094635, 81.57834679685513]	61
LG-52161	Navithanveli PS	LK	LK-5	LK-52	LG-52161	PS	17573	70.64	['LK-5216005', 'LK-5216010', 'LK-5216015', 'LK-5216020', 'LK-5216025', 'LK-5216030', 'LK-5216035', 'LK-5216040', 'LK-5216045', 'LK-5216050', 'LK-5216055', 'LK-5216060', 'LK-5216065', 'LK-5216070', 'LK-5216075', 'LK-5216080', 'LK-5216085', 'LK-5216090', 'LK-5216100']	['LK-5216']	['MOH-52160']	[]	[7.412151376250671, 81.76499717721832]	10
