id	name	country_id	province_id	district_id	lg_id	lg_type	population	area	subs	supers	eqs	ints	centroid	centroid_altitude
LG-21451	Pathahewaheta PS	LK	LK-2	LK-21	LG-21451	PS	88533	135.57	['EC-04G', 'LK-2145', 'LK-2148', 'MOH-21450', 'MOH-21480']	['EC-04', 'LK-21']	[]	['EC-04L']	[7.212107682971688, 80.7045979005738]	861
LG-21511	Gampola UC	LK	LK-2	LK-21	LG-21511	UC	37871	18.2	['LK-2151010', 'LK-2151015', 'LK-2151020', 'LK-2151035', 'LK-2151055', 'LK-2151060', 'LK-2151065', 'LK-2151070', 'LK-2151075', 'LK-2151080', 'LK-2151085', 'LK-2151090', 'LK-2151095', 'LK-2151100', 'LK-2151105', 'LK-2151110', 'LK-2151115', 'LK-2151120', 'LK-2151125', 'LK-2151130', 'LK-2151135']	['LK-2151', 'MOH-21510']	[]	[]	[7.1683047714859365, 80.56595788927314]	601
LG-21540	Ganga Ihala Korale PS	LK	LK-2	LK-21	LG-21540	PS	55254	89.5	['LK-2154005', 'LK-2154010', 'LK-2154015', 'LK-2154020', 'LK-2154025', 'LK-2154030', 'LK-2154035', 'LK-2154040', 'LK-2154045', 'LK-2154050', 'LK-2154055', 'LK-2154060', 'LK-2154065', 'LK-2154070', 'LK-2154075', 'LK-2154080', 'LK-2154085', 'LK-2154090', 'LK-2154095', 'LK-2154100', 'LK-2154105', 'LK-2154110', 'LK-2154115', 'LK-2154120', 'LK-2154125', 'LK-2154130', 'LK-2154135', 'LK-2154140', 'LK-2154145', 'LK-2154150', 'LK-2154155']	['EC-04M']	['LK-2154', 'MOH-21540']	[]	[7.111037150967453, 80.51546502824054]	710
LG-21571	Nawalapitiya UC	LK	LK-2	LK-21	LG-21571	UC	18272	7.33	['LK-2157055', 'LK-2157060', 'LK-2157065', 'LK-2157070', 'LK-2157085']	['LK-2157', 'MOH-21570']	[]	[]	[7.0417790085569, 80.53740453436164]	612
LG-21572	Pasbage Korale PS	LK	LK-2	LK-21	LG-21572	PS	41645	115.37	['LK-2157005', 'LK-2157010', 'LK-2157015', 'LK-2157020', 'LK-2157025', 'LK-2157030', 'LK-2157035', 'LK-2157040', 'LK-2157045', 'LK-2157050', 'LK-2157075', 'LK-2157080', 'LK-2157090', 'LK-2157095', 'LK-2157100', 'LK-2157105', 'LK-2157110', 'LK-2157115', 'LK-2157120', 'LK-2157125', 'LK-2157130', 'LK-2157135', 'LK-2157140', 'LK-2157145']	['LK-2157', 'MOH-21570']	[]	[]	[7.016851029862248, 80.53634040101699]	689
LG-22030	Galewela PS	LK	LK-2	LK-22	LG-22030	PS	70042	199.96	['LK-2203005', 'LK-2203010', 'LK-2203015', 'LK-2203020', 'LK-2203025', 'LK-2203030', 'LK-2203035', 'LK-2203040', 'LK-2203045', 'LK-2203050', 'LK-2203055', 'LK-2203060', 'LK-2203065', 'LK-2203070', 'LK-2203075', 'LK-2203080', 'LK-2203085', 'LK-2203090', 'LK-2203095', 'LK-2203100', 'LK-2203105', 'LK-2203110', 'LK-2203115', 'LK-2203120', 'LK-2203125', 'LK-2203130', 'LK-2203135', 'LK-2203140', 'LK-2203145', 'LK-2203150', 'LK-2203155', 'LK-2203160', 'LK-2203165', 'LK-2203170', 'LK-2203175', 'LK-2203180', 'LK-2203185', 'LK-2203190', 'LK-2203195', 'LK-2203200', 'LK-2203205', 'LK-2203210', 'LK-2203215', 'LK-2203220', 'LK-2203225', 'LK-2203230', 'LK-2203235', 'LK-2203240', 'LK-2203245', 'LK-2203250', 'LK-2203255', 'LK-2203260', 'LK-2203265', 'LK-2203270', 'LK-2203275', 'LK-2203280', 'LK-2203285', 'LK-2203290', 'LK-2203295']	['EC-05A']	['LK-2203', 'MOH-22030']	[]	[7.778465041914105, 80.57111296338336]	193
LG-22061	Dambulla MC	LK	LK-2	LK-22	LG-22061	MC	23814	57.39	['LK-2206115', 'LK-2206120', 'LK-2206160', 'LK-2206165', 'LK-2206170', 'LK-2206175', 'LK-2206180', 'LK-2206185', 'LK-2206190', 'LK-2206195', 'LK-2206220', 'LK-2206225', 'LK-2206230']	['MOH-22060']	[]	[]	[7.860221462063181, 80.65674663463889]	172
LG-22062	Dambulla PS	LK	LK-2	LK-22	LG-22062	PS	47388	389.37	['LK-2206005', 'LK-2206010', 'LK-2206015', 'LK-2206020', 'LK-2206025', 'LK-2206030', 'LK-2206035', 'LK-2206040', 'LK-2206045', 'LK-2206050', 'LK-2206055', 'LK-2206060', 'LK-2206065', 'LK-2206070', 'LK-2206075', 'LK-2206080', 'LK-2206085', 'LK-2206090', 'LK-2206095', 'LK-2206100', 'LK-2206110', 'LK-2206125', 'LK-2206130', 'LK-2206135', 'LK-2206140', 'LK-2206145', 'LK-2206150', 'LK-2206155', 'LK-2206200', 'LK-2206205', 'LK-2206210', 'LK-2206215', 'LK-2206235', 'LK-2206240', 'LK-2206245', 'LK-2206250', 'LK-2206255', 'LK-2206260', 'LK-2206265', 'LK-2206270', 'LK-2206275', 'LK-2206280', 'LK-2206285', 'LK-2206290', 'LK-2206295']	['MOH-22060']	[]	[]	[7.8757735684467045, 80.73007309338696]	219
LG-22090	Naula PS	LK	LK-2	LK-22	LG-22090	PS	30884	287.15	['LK-2209005', 'LK-2209010', 'LK-2209015', 'LK-2209020', 'LK-2209025', 'LK-2209030', 'LK-2209035', 'LK-2209040', 'LK-2209045', 'LK-2209050', 'LK-2209055', 'LK-2209060', 'LK-2209065', 'LK-2209070', 'LK-2209075', 'LK-2209080', 'LK-2209085', 'LK-2209090', 'LK-2209095', 'LK-2209100', 'LK-2209105', 'LK-2209110', 'LK-2209115', 'LK-2209120', 'LK-2209125', 'LK-2209130', 'LK-2209135', 'LK-2209140', 'LK-2209145', 'LK-2209150', 'LK-2209155', 'LK-2209160', 'LK-2209165', 'LK-2209170', 'LK-2209175', 'LK-2209180', 'LK-2209185', 'LK-2209190', 'LK-2209195', 'LK-2209200', 'LK-2209205', 'LK-2209210', 'LK-2209215', 'LK-2209220', 'LK-2209225', 'LK-2209230', 'LK-2209235', 'LK-2209240', 'LK-2209245', 'LK-2209250', 'LK-2209255', 'LK-2209260']	['EC-05B']	['LK-2209', 'MOH-22090']	[]	[7.68796963166568, 80.70808079739037]	270
LG-22120	Pallepola PS	LK	LK-2	LK-22	LG-22120	PS	29565	81.88	['LK-2212005', 'LK-2212010', 'LK-2212015', 'LK-2212020', 'LK-2212025', 'LK-2212030', 'LK-2212035', 'LK-2212040', 'LK-2212045', 'LK-2212050', 'LK-2212055', 'LK-2212060', 'LK-2212065', 'LK-2212070', 'LK-2212075', 'LK-2212080', 'LK-2212085', 'LK-2212090', 'LK-2212095', 'LK-2212100', 'LK-2212105', 'LK-2212110', 'LK-2212115', 'LK-2212120', 'LK-2212125', 'LK-2212130', 'LK-2212135', 'LK-2212140', 'LK-2212145', 'LK-2212150', 'LK-2212155', 'LK-2212160', 'LK-2212165', 'LK-2212170', 'LK-2212175', 'LK-2212180', 'LK-2212185', 'LK-2212190', 'LK-2212195', 'LK-2212200', 'LK-2212205', 'LK-2212210', 'LK-2212215', 'LK-2212220']	['EC-05A']	['LK-2212', 'MOH-22120']	[]	[7.6466284148388395, 80.59872316793535]	403
LG-22150	Yatawatta PS	LK	LK-2	LK-22	LG-22150	PS	30242	66.21	['LK-2215005', 'LK-2215010', 'LK-2215015', 'LK-2215020', 'LK-2215025', 'LK-2215030', 'LK-2215035', 'LK-2215040', 'LK-2215045', 'LK-2215050', 'LK-2215055', 'LK-2215060', 'LK-2215065', 'LK-2215070', 'LK-2215075', 'LK-2215080', 'LK-2215085', 'LK-2215090', 'LK-2215095', 'LK-2215100', 'LK-2215105', 'LK-2215110', 'LK-2215115', 'LK-2215120', 'LK-2215125', 'LK-2215130', 'LK-2215135', 'LK-2215140', 'LK-2215145', 'LK-2215150', 'LK-2215155', 'LK-2215160', 'LK-2215165', 'LK-2215170', 'LK-2215175', 'LK-2215180', 'LK-2215185', 'LK-2215190', 'LK-2215195', 'LK-2215200', 'LK-2215205', 'LK-2215210', 'LK-2215215', 'LK-2215220', 'LK-2215225', 'LK-2215230', 'LK-2215235', 'LK-2215240', 'LK-2215245', 'LK-2215250', 'LK-2215255', 'LK-2215260', 'LK-2215265', 'LK-2215270', 'LK-2215275', 'LK-2215280']	['EC-05C']	['LK-2215', 'MOH-22150']	[]	[7.549701840573392, 80.58886000235853]	408
LG-22181	Matale MC	LK	LK-2	LK-22	LG-22181	MC	41908	13.79	['LK-2218140', 'LK-2218150', 'LK-2218155', 'LK-2218160', 'LK-2218165', 'LK-2218180', 'LK-2218185', 'LK-2218190', 'LK-2218195', 'LK-2218200', 'LK-2218205', 'LK-2218210', 'LK-2218220', 'LK-2218225', 'LK-2218230', 'LK-2218235', 'LK-2218255', 'LK-2233100', 'LK-2233105']	['EC-05', 'LK-22']	[]	['EC-05C', 'EC-05D', 'LK-2218', 'LK-2233', 'MOH-22180', 'MOH-22330']	[7.476901617728944, 80.61974292219469]	385
LG-22182	Matale PS	LK	LK-2	LK-22	LG-22182	PS	35527	60.65	['LK-2218005', 'LK-2218010', 'LK-2218015', 'LK-2218020', 'LK-2218025', 'LK-2218030', 'LK-2218035', 'LK-2218040', 'LK-2218045', 'LK-2218050', 'LK-2218055', 'LK-2218060', 'LK-2218065', 'LK-2218070', 'LK-2218075', 'LK-2218080', 'LK-2218085', 'LK-2218090', 'LK-2218095', 'LK-2218100', 'LK-2218105', 'LK-2218110', 'LK-2218115', 'LK-2218120', 'LK-2218125', 'LK-2218130', 'LK-2218135', 'LK-2218145', 'LK-2218170', 'LK-2218175', 'LK-2218215', 'LK-2218240', 'LK-2218245', 'LK-2218250', 'LK-2218260']	['LK-2218', 'MOH-22180']	[]	[]	[7.553351853424715, 80.63152706348517]	393
LG-22210	Ambanganga Korale PS	LK	LK-2	LK-22	LG-22210	PS	15643	55.73	['LK-2221005', 'LK-2221010', 'LK-2221015', 'LK-2221020', 'LK-2221025', 'LK-2221030', 'LK-2221035', 'LK-2221040', 'LK-2221045', 'LK-2221050', 'LK-2221055', 'LK-2221060', 'LK-2221065', 'LK-2221070', 'LK-2221075', 'LK-2221080', 'LK-2221085', 'LK-2221090', 'LK-2221095', 'LK-2221100']	['EC-05B']	['LK-2221', 'MOH-22210']	[]	[7.561297558547398, 80.67763897159672]	554
LG-22241	Laggala-Pallegama PS	LK	LK-2	LK-22	LG-22241	PS	12533	400.75	['LK-2224', 'LK-2227105', 'LK-2227195', 'MOH-22240']	['EC-05B']	[]	['LK-2227', 'MOH-22270']	[7.55580975263916, 80.81394597423834]	270
LG-22272	Wilgamuwa PS	LK	LK-2	LK-22	LG-22272	PS	29071	263.95	['LK-2227005', 'LK-2227010', 'LK-2227015', 'LK-2227020', 'LK-2227025', 'LK-2227030', 'LK-2227035', 'LK-2227040', 'LK-2227045', 'LK-2227050', 'LK-2227055', 'LK-2227060', 'LK-2227065', 'LK-2227070', 'LK-2227075', 'LK-2227080', 'LK-2227085', 'LK-2227090', 'LK-2227095', 'LK-2227100', 'LK-2227110', 'LK-2227115', 'LK-2227120', 'LK-2227125', 'LK-2227130', 'LK-2227135', 'LK-2227140', 'LK-2227145', 'LK-2227150', 'LK-2227155', 'LK-2227160', 'LK-2227165', 'LK-2227170', 'LK-2227175', 'LK-2227180', 'LK-2227185', 'LK-2227190']	['LK-2227', 'MOH-22270']	[]	[]	[7.607720502329142, 80.93294745866163]	89
LG-22300	Rattota PS	LK	LK-2	LK-22	LG-22300	PS	50518	105.13	['LK-2230005', 'LK-2230010', 'LK-2230015', 'LK-2230020', 'LK-2230025', 'LK-2230030', 'LK-2230035', 'LK-2230040', 'LK-2230045', 'LK-2230050', 'LK-2230055', 'LK-2230060', 'LK-2230065', 'LK-2230070', 'LK-2230075', 'LK-2230080', 'LK-2230085', 'LK-2230090', 'LK-2230100', 'LK-2230105', 'LK-2230110', 'LK-2230115', 'LK-2230120', 'LK-2230125', 'LK-2230130', 'LK-2230135', 'LK-2230140', 'LK-2230145', 'LK-2230150', 'LK-2230155', 'LK-2230160', 'LK-2230165', 'LK-2230170', 'LK-2230175', 'LK-2230180', 'LK-2230185', 'LK-2230190', 'LK-2230195', 'LK-2230200', 'LK-2230205', 'LK-2230210', 'LK-2230215', 'LK-2230220', 'LK-2230225', 'LK-2230230', 'LK-2230235', 'LK-2230240', 'LK-2230245', 'LK-2230250', 'LK-2230255', 'LK-2230260', 'LK-2230265', 'LK-2230270']	['LK-2230']	['MOH-22300']	[]	[7.485880222168378, 80.68613061948442]	690
LG-22332	Ukuwela PS	LK	LK-2	LK-22	LG-22332	PS	65456	77.37	['LK-2233005', 'LK-2233010', 'LK-2233015', 'LK-2233020', 'LK-2233025', 'LK-2233030', 'LK-2233035', 'LK-2233040', 'LK-2233045', 'LK-2233050', 'LK-2233055', 'LK-2233060', 'LK-2233065', 'LK-2233070', 'LK-2233075', 'LK-2233080', 'LK-2233085', 'LK-2233090', 'LK-2233095', 'LK-2233110', 'LK-2233115', 'LK-2233120', 'LK-2233125', 'LK-2233130', 'LK-2233135', 'LK-2233140', 'LK-2233145', 'LK-2233150', 'LK-2233155', 'LK-2233160', 'LK-2233165', 'LK-2233170', 'LK-2233175', 'LK-2233180', 'LK-2233185', 'LK-2233190', 'LK-2233195', 'LK-2233200', 'LK-2233205', 'LK-2233210', 'LK-2233215', 'LK-2233220', 'LK-2233225', 'LK-2233230', 'LK-2233235', 'LK-2233240', 'LK-2233245', 'LK-2233250', 'LK-2233255', 'LK-2233260', 'LK-2233265', 'LK-2233270', 'LK-2233275', 'LK-2233280', 'LK-2233285', 'LK-2233290', 'LK-2233295', 'LK-2233300', 'LK-2233305', 'LK-2233310', 'LK-2233315', 'LK-2233320', 'LK-2233325', 'LK-2233330', 'LK-2233335', 'LK-2233340', 'LK-2233345', 'LK-2233350', 'LK-2233355', 'LK-2233360', 'LK-2233365']	['LK-2233', 'MOH-22330']	[]	[]	[7.428827410281134, 80.63785407044921]	394
LG-23030	Kothmale PS	LK	LK-2	LK-23	LG-23030	PS	101180	225.16	['MOH-23031', 'MOH-23032']	['EC-06', 'LK-23']	['EC-06B', 'LK-2303']	[]	[7.039087830255726, 80.65527333754741]	719
LG-23060	Hanguranketha PS	LK	LK-2	LK-23	LG-23060	PS	88528	233.61	['MOH-23061', 'MOH-23062']	['EC-06', 'LK-23']	['EC-06C', 'LK-2306']	[]	[7.119701036416171, 80.77798524749727]	1174
LG-23090	Walapane PS	LK	LK-2	LK-23	LG-23090	PS	104119	320.72	['MOH-23091', 'MOH-23092']	['EC-06', 'LK-23']	['EC-06D', 'LK-2309']	[]	[7.093584837435949, 80.88684327626493]	875
LG-23121	Nuwaraeliya MC	LK	LK-2	LK-23	LG-23121	MC	24590	27.95	['LK-2312060', 'LK-2312065', 'LK-2312165', 'LK-2312170', 'LK-2312175', 'LK-2312180', 'LK-2312185', 'LK-2312215', 'LK-2312220', 'LK-2312225', 'LK-2312230']	['LK-2312']	[]	['MOH-23123', 'MOH-23124']	[6.970710420966849, 80.78250608306111]	1868
LG-23122	Nuwaraeliya PS	LK	LK-2	LK-23	LG-23122	PS	163507	421.8	['LK-2312005', 'LK-2312010', 'LK-2312025', 'LK-2312030', 'LK-2312035', 'LK-2312040', 'LK-2312045', 'LK-2312050', 'LK-2312055', 'LK-2312070', 'LK-2312075', 'LK-2312080', 'LK-2312095', 'LK-2312100', 'LK-2312105', 'LK-2312110', 'LK-2312115', 'LK-2312120', 'LK-2312125', 'LK-2312145', 'LK-2312150', 'LK-2312155', 'LK-2312160', 'LK-2312190', 'LK-2312195', 'LK-2312200', 'LK-2312205', 'LK-2312210', 'LK-2312235', 'LK-2312240', 'LK-2312245', 'LK-2312250', 'LK-2312255', 'LK-2312260', 'LK-2312265', 'LK-2312270', 'LK-2312275', 'LK-2312280', 'LK-2312285', 'LK-2312290', 'LK-2312295', 'LK-2312300', 'LK-2312305', 'LK-2312310', 'LK-2312315', 'LK-2312320', 'LK-2312325', 'LK-2312330', 'LK-2312335', 'LK-2312340', 'LK-2312345', 'LK-2312350', 'LK-2312355', 'LK-2312360']	['LK-2312']	[]	['MOH-23121', 'MOH-23122', 'MOH-23123', 'MOH-23124']	[6.898861807281884, 80.73417772712318]	1390
LG-23123	Talawakelelindula UC	LK	LK-2	LK-23	LG-23123	UC	23997	38.62	['LK-2312015', 'LK-2312020', 'LK-2312085', 'LK-2312090', 'LK-2312130', 'LK-2312135', 'LK-2312140']	['LK-2312']	[]	['MOH-23121', 'MOH-23122']	[6.946661689336325, 80.67276378861924]	1234
LG-23151	Ambagamuwa PS	LK	LK-2	LK-23	LG-23151	PS	180553	474.55	['LK-2315005', 'LK-2315010', 'LK-2315015', 'LK-2315020', 'LK-2315025', 'LK-2315030', 'LK-2315035', 'LK-2315040', 'LK-2315045', 'LK-2315050', 'LK-2315055', 'LK-2315060', 'LK-2315065', 'LK-2315070', 'LK-2315075', 'LK-2315080', 'LK-2315085', 'LK-2315090', 'LK-2315095', 'LK-2315100', 'LK-2315105', 'LK-2315110', 'LK-2315115', 'LK-2315120', 'LK-2315125', 'LK-2315130', 'LK-2315135', 'LK-2315140', 'LK-2315145', 'LK-2315150', 'LK-2315155', 'LK-2315160', 'LK-2315165', 'LK-2315170', 'LK-2315185', 'LK-2315200', 'LK-2315205', 'LK-2315225', 'LK-2315235', 'LK-2315295', 'LK-2315300', 'LK-2315305', 'LK-2315310', 'LK-2315315', 'LK-2315320', 'LK-2315325', 'MOH-23153']	['LK-2315']	[]	['MOH-23151', 'MOH-23152']	[6.863505651463087, 80.56864873826184]	1161
LG-23152	Hattondikoya UC	LK	LK-2	LK-23	LG-23152	UC	25170	15.22	['LK-2315190', 'LK-2315195', 'LK-2315210', 'LK-2315215', 'LK-2315220', 'LK-2315230']	['LK-2315']	[]	['MOH-23151', 'MOH-23152']	[6.8878352787515364, 80.59684602758762]	1283
LG-31030	Bentota PS	LK	LK-3	LK-31	LG-31030	PS	49975	72.05	['LK-3103005', 'LK-3103010', 'LK-3103015', 'LK-3103020', 'LK-3103025', 'LK-3103030', 'LK-3103035', 'LK-3103040', 'LK-3103045', 'LK-3103050', 'LK-3103055', 'LK-3103060', 'LK-3103065', 'LK-3103070', 'LK-3103075', 'LK-3103080', 'LK-3103085', 'LK-3103090', 'LK-3103095', 'LK-3103100', 'LK-3103105', 'LK-3103110', 'LK-3103115', 'LK-3103120', 'LK-3103125', 'LK-3103130', 'LK-3103135', 'LK-3103140', 'LK-3103145', 'LK-3103150', 'LK-3103155', 'LK-3103160', 'LK-3103165', 'LK-3103170', 'LK-3103175', 'LK-3103180', 'LK-3103185', 'LK-3103190', 'LK-3103195', 'LK-3103200', 'LK-3103205', 'LK-3103210', 'LK-3103215', 'LK-3103220', 'LK-3103225', 'LK-3103230', 'LK-3103235', 'LK-3103240', 'LK-3103245', 'LK-3103250', 'LK-3103255']	['EC-07D']	['LK-3103', 'MOH-31030']	[]	[6.38661328124683, 80.05545286791859]	9
LG-31060	Balapitiya PS	LK	LK-3	LK-31	LG-31060	PS	66689	53.1	['LK-3106005', 'LK-3106010', 'LK-3106015', 'LK-3106020', 'LK-3106025', 'LK-3106030', 'LK-3106035', 'LK-3106040', 'LK-3106045', 'LK-3106050', 'LK-3106055', 'LK-3106060', 'LK-3106065', 'LK-3106070', 'LK-3106075', 'LK-3106080', 'LK-3106085', 'LK-3106090', 'LK-3106095', 'LK-3106100', 'LK-3106105', 'LK-3106110', 'LK-3106115', 'LK-3106125', 'LK-3106130', 'LK-3106135', 'LK-3106140', 'LK-3106145', 'LK-3106150', 'LK-3106155', 'LK-3106160', 'LK-3106165', 'LK-3106170', 'LK-3106175', 'LK-3106180', 'LK-3106185', 'LK-3106190', 'LK-3106195', 'LK-3106200', 'LK-3106205', 'LK-3106210', 'LK-3106215', 'LK-3106220', 'LK-3106225', 'LK-3106230', 'LK-3106235', 'LK-3106240', 'LK-3106245', 'LK-3106250', 'LK-3106255']	['EC-07A', 'LK-3106']	['MOH-31060']	[]	[6.314176472832576, 80.05118013481574]	2
LG-31090	Karandeniya PS	LK	LK-3	LK-31	LG-31090	PS	62498	89.76	['LK-3109005', 'LK-3109010', 'LK-3109015', 'LK-3109020', 'LK-3109025', 'LK-3109030', 'LK-3109035', 'LK-3109040', 'LK-3109045', 'LK-3109050', 'LK-3109055', 'LK-3109060', 'LK-3109065', 'LK-3109070', 'LK-3109075', 'LK-3109080', 'LK-3109085', 'LK-3109090', 'LK-3109095', 'LK-3109100', 'LK-3109105', 'LK-3109110', 'LK-3109115', 'LK-3109120', 'LK-3109125', 'LK-3109130', 'LK-3109135', 'LK-3109140', 'LK-3109145', 'LK-3109150', 'LK-3109155', 'LK-3109160', 'LK-3109165', 'LK-3109170', 'LK-3109175', 'LK-3109180', 'LK-3109185', 'LK-3109190', 'LK-3109195', 'LK-3109200']	['EC-07C']	['LK-3109', 'MOH-31090']	[]	[6.3010305728366784, 80.10057184744849]	15
LG-31120	Elpitiya PS	LK	LK-3	LK-31	LG-31120	PS	64726	153.39	['LK-3112005', 'LK-3112010', 'LK-3112015', 'LK-3112020', 'LK-3112025', 'LK-3112030', 'LK-3112035', 'LK-3112040', 'LK-3112045', 'LK-3112050', 'LK-3112055', 'LK-3112060', 'LK-3112065', 'LK-3112070', 'LK-3112075', 'LK-3112080', 'LK-3112085', 'LK-3112090', 'LK-3112095', 'LK-3112100', 'LK-3112105', 'LK-3112110', 'LK-3112115', 'LK-3112120', 'LK-3112125', 'LK-3112130', 'LK-3112135', 'LK-3112140', 'LK-3112145', 'LK-3112150', 'LK-3112155', 'LK-3112160', 'LK-3112165', 'LK-3112170', 'LK-3112175', 'LK-3112180', 'LK-3112185', 'LK-3112190', 'LK-3112195', 'LK-3112200', 'LK-3112205', 'LK-3112210', 'LK-3112215', 'LK-3112220', 'LK-3112225', 'LK-3112230', 'LK-3112235', 'LK-3112240', 'LK-3112245', 'LK-3112250', 'LK-3112255']	['EC-07D']	['LK-3112', 'MOH-31120']	[]	[6.290180397197224, 80.1866161041994]	89
LG-31150	Niyagama PS	LK	LK-3	LK-31	LG-31150	PS	35574	103.13	['LK-3115005', 'LK-3115010', 'LK-3115015', 'LK-3115020', 'LK-3115025', 'LK-3115030', 'LK-3115035', 'LK-3115040', 'LK-3115045', 'LK-3115050', 'LK-3115055', 'LK-3115060', 'LK-3115065', 'LK-3115070', 'LK-3115075', 'LK-3115080', 'LK-3115085', 'LK-3115090', 'LK-3115095', 'LK-3115100', 'LK-3115105', 'LK-3115110', 'LK-3115115', 'LK-3115120', 'LK-3115125', 'LK-3115130', 'LK-3115135', 'LK-3115140', 'LK-3115145', 'LK-3115150', 'LK-3115155', 'LK-3115160', 'LK-3115165', 'LK-3115170']	['EC-07E']	['LK-3115', 'MOH-31150']	[]	[6.302543835089847, 80.25232466269512]	57
LG-31180	Thawalama PS	LK	LK-3	LK-31	LG-31180	PS	31856	171.54	['LK-3118005', 'LK-3118010', 'LK-3118015', 'LK-3118020', 'LK-3118025', 'LK-3118030', 'LK-3118035', 'LK-3118040', 'LK-3118045', 'LK-3118050', 'LK-3118055', 'LK-3118060', 'LK-3118065', 'LK-3118070', 'LK-3118075', 'LK-3118080', 'LK-3118085', 'LK-3118090', 'LK-3118095', 'LK-3118100', 'LK-3118110', 'LK-3118115', 'LK-3118120', 'LK-3118125', 'LK-3118130', 'LK-3118135', 'LK-3118140', 'LK-3118145', 'LK-3118150', 'LK-3118155', 'LK-3118160', 'LK-3118165', 'LK-3118170', 'LK-3118175', 'LK-3118180']	['LK-3118']	['MOH-31180']	[]	[6.293323531514007, 80.35653957284505]	195
LG-31210	Neluwa PS	LK	LK-3	LK-31	LG-31210	PS	28640	153.29	['LK-3121005', 'LK-3121010', 'LK-3121015', 'LK-3121020', 'LK-3121025', 'LK-3121030', 'LK-3121035', 'LK-3121040', 'LK-3121045', 'LK-3121050', 'LK-3121055', 'LK-3121060', 'LK-3121065', 'LK-3121070', 'LK-3121075', 'LK-3121080', 'LK-3121085', 'LK-3121090', 'LK-3121095', 'LK-3121100', 'LK-3121105', 'LK-3121110', 'LK-3121115', 'LK-3121120', 'LK-3121125', 'LK-3121130', 'LK-3121135', 'LK-3121140', 'LK-3121145', 'LK-3121150', 'LK-3121155', 'LK-3121160', 'LK-3121165', 'LK-3121170']	['EC-07E']	['LK-3121', 'MOH-31210']	[]	[6.3602825942540715, 80.41062284615772]	90
LG-31240	Nagoda PS	LK	LK-3	LK-31	LG-31240	PS	53829	175.51	['LK-3124005', 'LK-3124010', 'LK-3124015', 'LK-3124020', 'LK-3124025', 'LK-3124030', 'LK-3124035', 'LK-3124040', 'LK-3124045', 'LK-3124050', 'LK-3124055', 'LK-3124060', 'LK-3124065', 'LK-3124070', 'LK-3124075', 'LK-3124080', 'LK-3124085', 'LK-3124090', 'LK-3124095', 'LK-3124100', 'LK-3124105', 'LK-3124110', 'LK-3124115', 'LK-3124120', 'LK-3124125', 'LK-3124130', 'LK-3124135', 'LK-3124140', 'LK-3124145', 'LK-3124150', 'LK-3124155', 'LK-3124160', 'LK-3124165', 'LK-3124170', 'LK-3124175', 'LK-3124180', 'LK-3124185', 'LK-3124190', 'LK-3124195', 'LK-3124200', 'LK-3124205', 'LK-3124210', 'LK-3124215', 'LK-3124220', 'LK-3124225', 'LK-3124230', 'LK-3124235', 'LK-3124240', 'LK-3124245', 'LK-3124250', 'LK-3124255', 'LK-3124260', 'LK-3124265']	['EC-07F']	['LK-3124', 'MOH-31240']	[]	[6.199807452940763, 80.31295085349056]	14
LG-31270	Baddegama PS	LK	LK-3	LK-31	LG-31270	PS	75008	113.28	['LK-3127005', 'LK-3127010', 'LK-3127015', 'LK-3127020', 'LK-3127025', 'LK-3127030', 'LK-3127035', 'LK-3127040', 'LK-3127045', 'LK-3127050', 'LK-3127055', 'LK-3127060', 'LK-3127065', 'LK-3127070', 'LK-3127075', 'LK-3127080', 'LK-3127085', 'LK-3127090', 'LK-3127095', 'LK-3127100', 'LK-3127105', 'LK-3127110', 'LK-3127115', 'LK-3127120', 'LK-3127125', 'LK-3127130', 'LK-3127135', 'LK-3127140', 'LK-3127145', 'LK-3127150', 'LK-3127155', 'LK-3127160', 'LK-3127165', 'LK-3127170', 'LK-3127175', 'LK-3127180', 'LK-3127185', 'LK-3127190', 'LK-3127195', 'LK-3127200', 'LK-3127205', 'LK-3127210', 'LK-3127215', 'LK-3127220', 'LK-3127225', 'LK-3127230', 'LK-3127235', 'LK-3127240', 'LK-3127245', 'LK-3127250', 'LK-3127255', 'LK-3127260', 'LK-3127265', 'LK-3127270', 'LK-3127275', 'LK-3127280', 'LK-3127285', 'LK-3127290', 'LK-3127295', 'LK-3127300', 'LK-3127305', 'LK-3127310', 'LK-3127315', 'LK-3127320', 'LK-3127325', 'LK-3127330', 'LK-3127335', 'LK-3127340', 'LK-3127345', 'LK-3127350']	['EC-07F']	['LK-3127', 'MOH-31270']	[]	[6.136831509484574, 80.22071557203202]	11
LG-31300	Welivitiya-Divithura PS	LK	LK-3	LK-31	LG-31300	PS	29347	55.24	['LK-3130005', 'LK-3130010', 'LK-3130015', 'LK-3130020', 'LK-3130025', 'LK-3130030', 'LK-3130035', 'LK-3130040', 'LK-3130045', 'LK-3130050', 'LK-3130055', 'LK-3130060', 'LK-3130065', 'LK-3130070', 'LK-3130075', 'LK-3130080', 'LK-3130085', 'LK-3130090', 'LK-3130095', 'LK-3130100']	['EC-07C']	['LK-3130', 'MOH-31300']	[]	[6.206434646410994, 80.18033371171899]	57
