id	name	country_id	province_id	district_id	moh_id	population	area	subs	supers	eqs	ints	centroid	centroid_altitude
MOH-44120	Oddusuddan	LK	LK-4	LK-44	MOH-44120	15721	664.75	['LK-4412005', 'LK-4412010', 'LK-4412015', 'LK-4412020', 'LK-4412025', 'LK-4412030', 'LK-4412035', 'LK-4412040', 'LK-4412045', 'LK-4412050', 'LK-4412055', 'LK-4412060', 'LK-4412065', 'LK-4412070', 'LK-4412075', 'LK-4412080', 'LK-4412085', 'LK-4412090', 'LK-4412095', 'LK-4412100', 'LK-4412105', 'LK-4412110', 'LK-4412115', 'LK-4412120', 'LK-4412125', 'LK-4412130', 'LK-4412135']	['LG-44091']	['LK-4412']	[]	[9.18721311161444, 80.53197110464812]	74
MOH-44150	Mullaitivu	LK	LK-4	LK-44	MOH-44150	28928	597.77	['LK-4415005', 'LK-4415010', 'LK-4415015', 'LK-4415020', 'LK-4415025', 'LK-4415030', 'LK-4415035', 'LK-4415040', 'LK-4415045', 'LK-4415050', 'LK-4415055', 'LK-4415060', 'LK-4415065', 'LK-4415070', 'LK-4415075', 'LK-4415080', 'LK-4415085', 'LK-4415090', 'LK-4415095', 'LK-4415100', 'LK-4415105', 'LK-4415110', 'LK-4415115', 'LK-4415120', 'LK-4415125', 'LK-4415130', 'LK-4415135', 'LK-4415140', 'LK-4415145', 'LK-4415150', 'LK-4415155', 'LK-4415160', 'LK-4415165', 'LK-4415170', 'LK-4415175', 'LK-4415180', 'LK-4415185', 'LK-4415190', 'LK-4415195', 'LK-4415200', 'LK-4415205', 'LK-4415210', 'LK-4415215', 'LK-4415220', 'LK-4415225', 'LK-4415230']	['EC-11C', 'LK-44']	['LG-44150', 'LK-4415']	[]	[9.165278965999422, 80.79189877721572]	47
MOH-45030	Palai	LK	LK-4	LK-45	MOH-45030	8530	150.51	['LK-4503005', 'LK-4503010', 'LK-4503015', 'LK-4503020', 'LK-4503025', 'LK-4503030', 'LK-4503035', 'LK-4503040', 'LK-4503045', 'LK-4503050', 'LK-4503055', 'LK-4503060', 'LK-4503065', 'LK-4503070', 'LK-4503075', 'LK-4503080', 'LK-4503085', 'LK-4503090']	['EC-10K', 'LK-45']	['LG-45030', 'LK-4503']	[]	[9.58801945434909, 80.35662883230063]	9
MOH-45060	Kandawalai	LK	LK-4	LK-45	MOH-45060	23194	235.68	['LK-4506005', 'LK-4506010', 'LK-4506015', 'LK-4506020', 'LK-4506025', 'LK-4506030', 'LK-4506035', 'LK-4506040', 'LK-4506045', 'LK-4506050', 'LK-4506055', 'LK-4506060', 'LK-4506065', 'LK-4506070', 'LK-4506075', 'LK-4506080']	['LG-45061']	['LK-4506']	[]	[9.44338646633085, 80.4814696614824]	9
MOH-45090	Kilinochchi	LK	LK-4	LK-45	MOH-45090	61484	309.55	['LK-4509005', 'LK-4509010', 'LK-4509015', 'LK-4509020', 'LK-4509025', 'LK-4509030', 'LK-4509035', 'LK-4509040', 'LK-4509045', 'LK-4509050', 'LK-4509055', 'LK-4509060', 'LK-4509065', 'LK-4509070', 'LK-4509075', 'LK-4509080', 'LK-4509085', 'LK-4509090', 'LK-4509095', 'LK-4509100', 'LK-4509105', 'LK-4509110', 'LK-4509115', 'LK-4509120', 'LK-4509125', 'LK-4509130', 'LK-4509135', 'LK-4509140', 'LK-4509145', 'LK-4509150', 'LK-4509155', 'LK-4509160', 'LK-4509165', 'LK-4509170', 'LK-4509175', 'LK-4509180', 'LK-4509185', 'LK-4509190', 'LK-4509195', 'LK-4509200', 'LK-4509205', 'LK-4509210']	['LG-45061']	['LK-4509']	[]	[9.369660725306778, 80.37046949843435]	36
MOH-45120	Poonakary	LK	LK-4	LK-45	MOH-45120	20302	572.31	['LK-4512005', 'LK-4512010', 'LK-4512015', 'LK-4512020', 'LK-4512025', 'LK-4512030', 'LK-4512035', 'LK-4512040', 'LK-4512045', 'LK-4512050', 'LK-4512055', 'LK-4512060', 'LK-4512065', 'LK-4512070', 'LK-4512075', 'LK-4512080', 'LK-4512085', 'LK-4512090', 'LK-4512095']	['EC-10K', 'LK-45']	['LG-45120', 'LK-4512']	[]	[9.384001662835878, 80.18032224149171]	8
MOH-51030	Vakarai	LK	LK-5	LK-51	MOH-51030	21537	500.65	['LK-5103005', 'LK-5103010', 'LK-5103015', 'LK-5103020', 'LK-5103025', 'LK-5103030', 'LK-5103035', 'LK-5103040', 'LK-5103045', 'LK-5103050', 'LK-5103055', 'LK-5103060', 'LK-5103065', 'LK-5103070', 'LK-5103075', 'LK-5103080']	['EC-12A']	['LG-51030', 'LK-5103']	[]	[8.084551693085176, 81.395151760859]	4
MOH-51040	Koralaipattu ( Oddmavadi Central )	LK	LK-5	LK-51	MOH-51040	19761	8.69	['LK-5104010', 'LK-5104015', 'LK-5104020', 'LK-5104025', 'LK-5104030', 'LK-5104035', 'LK-5104040']	['LK-5104']	[]	['LG-51041', 'LG-51042']	[7.9323201197438165, 81.51649880294583]	11
MOH-51060	Kiran	LK	LK-5	LK-51	MOH-51060	5280	0.52	['LK-5106030', 'LK-5106040']	['LG-51042', 'LK-5106']	[]	[]	[7.902001385218786, 81.52295434292317]	12
MOH-51090	Ottamavadi	LK	LK-5	LK-51	MOH-51090	14480	26.03	['LK-5109005', 'LK-5109025', 'LK-5109030', 'LK-5109035', 'LK-5109040', 'LK-5109045', 'LK-5109050']	['LG-51041', 'LK-5109']	[]	[]	[7.90500840480517, 81.54866809245716]	8
MOH-51100	Valaichenai	LK	LK-5	LK-51	MOH-51100	26143	600.12	['LK-5110005', 'LK-5110010', 'LK-5110015', 'LK-5110020', 'LK-5110025', 'LK-5110030', 'LK-5110035', 'LK-5110040', 'LK-5110045', 'LK-5110050', 'LK-5110055', 'LK-5110060', 'LK-5110065', 'LK-5110070', 'LK-5110075', 'LK-5110080', 'LK-5110085', 'LK-5110090']	['EC-12A']	['LK-5110']	['LG-51041', 'LG-51042']	[7.86152896914105, 81.37600954041481]	28
MOH-51120	Chenkalady	LK	LK-5	LK-51	MOH-51120	46131	586.31	['LK-5112005', 'LK-5112010', 'LK-5112015', 'LK-5112020', 'LK-5112035', 'LK-5112040', 'LK-5112050', 'LK-5112060', 'LK-5112075', 'LK-5112080', 'LK-5112085', 'LK-5112090', 'LK-5112095', 'LK-5112100', 'LK-5112125', 'LK-5112130', 'LK-5112135', 'LK-5112140', 'LK-5112145', 'LK-5112150', 'LK-5112155', 'LK-5112160', 'LK-5112165', 'LK-5112170', 'LK-5112175', 'LK-5112180', 'LK-5112185', 'LK-5112190', 'LK-5112195']	['LG-51121']	[]	[]	[7.707857907359749, 81.4649190668744]	18
MOH-51150	Eravur	LK	LK-5	LK-51	MOH-51150	33273	6.15	['LG-51122', 'LK-5112110', 'LK-5112115', 'LK-5112120']	['EC-12B']	[]	['LG-51121', 'LK-5112', 'LK-5115']	[7.782978752015635, 81.61147381720731]	12
MOH-51180	Batticaloa	LK	LK-5	LK-51	MOH-51180	81766	39.98	['LK-5118005', 'LK-5118010', 'LK-5118015', 'LK-5118020', 'LK-5118025', 'LK-5118030', 'LK-5118035', 'LK-5118040', 'LK-5118045', 'LK-5118050', 'LK-5118055', 'LK-5118060', 'LK-5118065', 'LK-5118070', 'LK-5118075', 'LK-5118080', 'LK-5118085', 'LK-5118090', 'LK-5118095', 'LK-5118100', 'LK-5118105', 'LK-5118110', 'LK-5118115', 'LK-5118120', 'LK-5118125', 'LK-5118130', 'LK-5118135', 'LK-5118140', 'LK-5118145', 'LK-5118150', 'LK-5118155', 'LK-5118160', 'LK-5118165', 'LK-5118170', 'LK-5118175', 'LK-5118180', 'LK-5118185', 'LK-5118190', 'LK-5118195', 'LK-5118200', 'LK-5118205', 'LK-5118210', 'LK-5118215', 'LK-5118225', 'LK-5118230', 'LK-5118235']	['LK-5118']	['LG-51180']	[]	[7.724711126926631, 81.68696918457631]	5
MOH-51210	Vavunathivu	LK	LK-5	LK-51	MOH-51210	28489	284.63	['LK-5121005', 'LK-5121010', 'LK-5121015', 'LK-5121020', 'LK-5121025', 'LK-5121030', 'LK-5121035', 'LK-5121040', 'LK-5121045', 'LK-5121050', 'LK-5121055', 'LK-5121060', 'LK-5121065', 'LK-5121070', 'LK-5121075', 'LK-5121080', 'LK-5121085', 'LK-5121090', 'LK-5121095', 'LK-5121100', 'LK-5121105', 'LK-5121110', 'LK-5121115', 'LK-5121120']	['EC-12B']	['LG-51210', 'LK-5121']	[]	[7.6321066461423515, 81.59723622083185]	39
MOH-51240	Kattankudy	LK	LK-5	LK-51	MOH-51240	40356	4.4	['LK-5124005', 'LK-5124010', 'LK-5124015', 'LK-5124020', 'LK-5124025', 'LK-5124030', 'LK-5124035', 'LK-5124040', 'LK-5124045', 'LK-5124050', 'LK-5124055', 'LK-5124060', 'LK-5124065', 'LK-5124070', 'LK-5124075', 'LK-5124080', 'LK-5124085', 'LK-5124090']	['EC-12C']	['LG-51240', 'LK-5124']	[]	[7.6829793952393635, 81.73199018062797]	7
MOH-51270	Arayampathy	LK	LK-5	LK-51	MOH-51270	30694	25.3	['LK-5127005', 'LK-5127010', 'LK-5127015', 'LK-5127020', 'LK-5127025', 'LK-5127030', 'LK-5127035', 'LK-5127040', 'LK-5127045', 'LK-5127050', 'LK-5127055', 'LK-5127060', 'LK-5127065', 'LK-5127070', 'LK-5127075', 'LK-5127080', 'LK-5127085', 'LK-5127090', 'LK-5127095', 'LK-5127100', 'LK-5127105', 'LK-5127110', 'LK-5127115', 'LK-5127120', 'LK-5127125', 'LK-5127130', 'LK-5127135']	['EC-12C']	['LG-51270', 'LK-5127']	[]	[7.63917277692248, 81.753335868889]	5
MOH-51300	Paddipalai	LK	LK-5	LK-51	MOH-51300	24726	147.57	['LK-5130005', 'LK-5130010', 'LK-5130015', 'LK-5130020', 'LK-5130025', 'LK-5130030', 'LK-5130035', 'LK-5130040', 'LK-5130045', 'LK-5130050', 'LK-5130055', 'LK-5130060', 'LK-5130065', 'LK-5130070', 'LK-5130075', 'LK-5130080', 'LK-5130085', 'LK-5130090', 'LK-5130095', 'LK-5130100', 'LK-5130105', 'LK-5130110', 'LK-5130115', 'LK-5130120']	['EC-12C']	['LG-51300', 'LK-5130']	[]	[7.5643731627622195, 81.65436685351706]	17
MOH-51330	Vellaveli	LK	LK-5	LK-51	MOH-51330	36222	165.77	['LK-5133005', 'LK-5133010', 'LK-5133015', 'LK-5133020', 'LK-5133025', 'LK-5133030', 'LK-5133035', 'LK-5133040', 'LK-5133045', 'LK-5133050', 'LK-5133055', 'LK-5133060', 'LK-5133065', 'LK-5133070', 'LK-5133075', 'LK-5133080', 'LK-5133085', 'LK-5133090', 'LK-5133095', 'LK-5133100', 'LK-5133105', 'LK-5133110', 'LK-5133115', 'LK-5133120', 'LK-5133125', 'LK-5133130', 'LK-5133135', 'LK-5133140', 'LK-5133145', 'LK-5133150', 'LK-5133155', 'LK-5133160', 'LK-5133165', 'LK-5133170', 'LK-5133175', 'LK-5133180', 'LK-5133185', 'LK-5133190', 'LK-5133195', 'LK-5133200', 'LK-5133205', 'LK-5133210', 'LK-5133215']	['EC-12C']	['LG-51330', 'LK-5133']	[]	[7.499613925062442, 81.706658867825]	8
MOH-51360	Kaluwanchikudy	LK	LK-5	LK-51	MOH-51360	60807	44.82	['LK-5136005', 'LK-5136010', 'LK-5136015', 'LK-5136020', 'LK-5136025', 'LK-5136030', 'LK-5136035', 'LK-5136040', 'LK-5136045', 'LK-5136050', 'LK-5136055', 'LK-5136060', 'LK-5136065', 'LK-5136070', 'LK-5136075', 'LK-5136080', 'LK-5136085', 'LK-5136090', 'LK-5136095', 'LK-5136100', 'LK-5136105', 'LK-5136110', 'LK-5136115', 'LK-5136120', 'LK-5136125', 'LK-5136130', 'LK-5136135', 'LK-5136140', 'LK-5136145', 'LK-5136150', 'LK-5136155', 'LK-5136160', 'LK-5136165', 'LK-5136170', 'LK-5136175', 'LK-5136180', 'LK-5136185', 'LK-5136190', 'LK-5136195', 'LK-5136200', 'LK-5136205', 'LK-5136210', 'LK-5136215', 'LK-5136220', 'LK-5136225']	['EC-12C']	['LG-51360', 'LK-5136']	[]	[7.521329027155894, 81.79140501636842]	12
MOH-52030	Dehiyathakandiya	LK	LK-5	LK-52	MOH-52030	52331	383.98	['LK-5203005', 'LK-5203010', 'LK-5203020', 'LK-5203025', 'LK-5203030', 'LK-5203035', 'LK-5203040', 'LK-5203045', 'LK-5203050', 'LK-5203055', 'LK-5203060', 'LK-5203065']	['LK-5203']	['LG-52030']	[]	[7.62397920782974, 81.08684619392575]	106
MOH-52060	Padiyathalawa	LK	LK-5	LK-52	MOH-52060	18290	396.29	['LK-5206005', 'LK-5206010', 'LK-5206015', 'LK-5206020', 'LK-5206025', 'LK-5206030', 'LK-5206035', 'LK-5206040', 'LK-5206045', 'LK-5206050', 'LK-5206055', 'LK-5206060', 'LK-5206065', 'LK-5206070', 'LK-5206075', 'LK-5206080', 'LK-5206085', 'LK-5206090', 'LK-5206095', 'LK-5206100']	['EC-13A']	['LG-52060', 'LK-5206']	[]	[7.426895398621756, 81.26225774034717]	97
MOH-52090	Mahaoya	LK	LK-5	LK-52	MOH-52090	20828	678.5	['LK-5209005', 'LK-5209010', 'LK-5209015', 'LK-5209020', 'LK-5209025', 'LK-5209030', 'LK-5209035', 'LK-5209040', 'LK-5209045', 'LK-5209050', 'LK-5209055', 'LK-5209060', 'LK-5209065', 'LK-5209070', 'LK-5209075', 'LK-5209080', 'LK-5209085']	['EC-13A']	['LG-52090', 'LK-5209']	[]	[7.562757906005336, 81.34876122228479]	84
MOH-52120	Uhana	LK	LK-5	LK-52	MOH-52120	58325	553.38	['LK-5212005', 'LK-5212010', 'LK-5212015', 'LK-5212020', 'LK-5212025', 'LK-5212030', 'LK-5212035', 'LK-5212040', 'LK-5212045', 'LK-5212050', 'LK-5212055', 'LK-5212060', 'LK-5212065', 'LK-5212070', 'LK-5212075', 'LK-5212080', 'LK-5212085', 'LK-5212090', 'LK-5212095', 'LK-5212100', 'LK-5212105', 'LK-5212110', 'LK-5212115', 'LK-5212120', 'LK-5212125', 'LK-5212130', 'LK-5212135', 'LK-5212140', 'LK-5212145', 'LK-5212150', 'LK-5212155', 'LK-5212160', 'LK-5212165', 'LK-5212170', 'LK-5212175', 'LK-5212180', 'LK-5212185', 'LK-5212190', 'LK-5212195', 'LK-5212200', 'LK-5212205', 'LK-5212210', 'LK-5212215', 'LK-5212220', 'LK-5212225', 'LK-5212230', 'LK-5212235', 'LK-5212240', 'LK-5212245', 'LK-5212250', 'LK-5212255', 'LK-5212260', 'LK-5212265', 'LK-5212270', 'LK-5212275']	['EC-13A']	['LG-52120', 'LK-5212']	[]	[7.397606192045576, 81.59410326498269]	67
MOH-52150	Ampara	LK	LK-5	LK-52	MOH-52150	43829	125.76	['LG-52151', 'LK-5215005', 'LK-5215060', 'LK-5215065', 'LK-5215070', 'LK-5215075', 'LK-5215080', 'LK-5215085', 'LK-5215090', 'LK-5215095', 'LK-5215100', 'LK-5215105', 'LK-5215110']	['EC-13A']	['LK-5215']	['LG-52152']	[7.272733509074947, 81.59136068940958]	63
MOH-52160	Navithanveli	LK	LK-5	LK-52	MOH-52160	17573	70.64	['LK-5216005', 'LK-5216010', 'LK-5216015', 'LK-5216020', 'LK-5216025', 'LK-5216030', 'LK-5216035', 'LK-5216040', 'LK-5216045', 'LK-5216050', 'LK-5216055', 'LK-5216060', 'LK-5216065', 'LK-5216070', 'LK-5216075', 'LK-5216080', 'LK-5216085', 'LK-5216090', 'LK-5216100']	['LK-5216']	['LG-52161']	[]	[7.412151376250671, 81.76499717721832]	10
MOH-52180	Sammanthurai	LK	LK-5	LK-52	MOH-52180	60465	104.9	['LK-5218005', 'LK-5218010', 'LK-5218015', 'LK-5218020', 'LK-5218025', 'LK-5218030', 'LK-5218035', 'LK-5218040', 'LK-5218045', 'LK-5218050', 'LK-5218055', 'LK-5218060', 'LK-5218065', 'LK-5218070', 'LK-5218075', 'LK-5218080', 'LK-5218085', 'LK-5218090', 'LK-5218095', 'LK-5218100', 'LK-5218105', 'LK-5218110', 'LK-5218115', 'LK-5218120', 'LK-5218125', 'LK-5218130', 'LK-5218135', 'LK-5218140', 'LK-5218145', 'LK-5218150', 'LK-5218155', 'LK-5218160', 'LK-5218165', 'LK-5218170', 'LK-5218175', 'LK-5218180', 'LK-5218185', 'LK-5218190', 'LK-5218195', 'LK-5218200', 'LK-5218205', 'LK-5218210', 'LK-5218215', 'LK-5218220', 'LK-5218225', 'LK-5218230', 'LK-5218235', 'LK-5218240', 'LK-5218245', 'LK-5218250', 'LK-5218255']	['EC-13B']	['LG-52182', 'LK-5218']	[]	[7.326994772804123, 81.76379059140672]	13
MOH-52241	Kalmunai South ( Muslim Div )	LK	LK-5	LK-52	MOH-52241	17706	2.4	['LK-5224025', 'LK-5224030', 'LK-5224035', 'LK-5224040', 'LK-5224045', 'LK-5224050', 'LK-5224055', 'LK-5224060', 'LK-5224130', 'LK-5224135', 'LK-5224140']	['LK-5224']	[]	[]	[7.426845557806027, 81.81650068357374]	7
MOH-52242	Kalnumai North ( Tamil Div )	LK	LK-5	LK-52	MOH-52242	26926	4.08	['LK-5224005', 'LK-5224010', 'LK-5224015', 'LK-5224020', 'LK-5224065', 'LK-5224070', 'LK-5224075', 'LK-5224080', 'LK-5224085', 'LK-5224090', 'LK-5224095', 'LK-5224100', 'LK-5224105', 'LK-5224110', 'LK-5224115', 'LK-5224120', 'LK-5224125', 'LK-5224145']	['LK-5224']	[]	[]	[7.411605062818622, 81.82557501556832]	1
MOH-52250	Sainthamaruthu	LK	LK-5	LK-52	MOH-52250	25461	5.26	['LK-5225005', 'LK-5225010', 'LK-5225015', 'LK-5225020', 'LK-5225025', 'LK-5225030', 'LK-5225035', 'LK-5225040', 'LK-5225045', 'LK-5225050', 'LK-5225055', 'LK-5225060', 'LK-5225065', 'LK-5225070', 'LK-5225075', 'LK-5225080', 'LK-5225085']	['LG-52241']	['LK-5225']	[]	[7.386638498002205, 81.83140444863994]	2
MOH-52270	Karaithivu	LK	LK-5	LK-52	MOH-52270	16839	7.78	['LK-5227005', 'LK-5227010', 'LK-5227015', 'LK-5227020', 'LK-5227025', 'LK-5227030', 'LK-5227035', 'LK-5227040', 'LK-5227045', 'LK-5227050', 'LK-5227055', 'LK-5227060', 'LK-5227065', 'LK-5227070', 'LK-5227075', 'LK-5227080', 'LK-5227085']	['EC-13C']	['LG-52270', 'LK-5227']	[]	[7.371353027316832, 81.83688621370855]	3
MOH-52300	Ninthavur	LK	LK-5	LK-52	MOH-52300	26361	31.34	['LK-5230005', 'LK-5230010', 'LK-5230015', 'LK-5230020', 'LK-5230025', 'LK-5230030', 'LK-5230035', 'LK-5230040', 'LK-5230045', 'LK-5230050', 'LK-5230055', 'LK-5230060', 'LK-5230065', 'LK-5230070', 'LK-5230075', 'LK-5230080', 'LK-5230085', 'LK-5230090', 'LK-5230095', 'LK-5230100', 'LK-5230105', 'LK-5230110', 'LK-5230115', 'LK-5230120', 'LK-5230125']	['EC-13C']	['LG-52300', 'LK-5230']	[]	[7.331618234345819, 81.8408737695727]	3
MOH-52330	Addachchenai	LK	LK-5	LK-52	MOH-52330	41968	66.36	['LK-5233005', 'LK-5233010', 'LK-5233015', 'LK-5233020', 'LK-5233025', 'LK-5233030', 'LK-5233035', 'LK-5233040', 'LK-5233045', 'LK-5233050', 'LK-5233055', 'LK-5233060', 'LK-5233065', 'LK-5233070', 'LK-5233075', 'LK-5233080', 'LK-5233085', 'LK-5233090', 'LK-5233095', 'LK-5233100', 'LK-5233105', 'LK-5233110', 'LK-5233115', 'LK-5233120', 'LK-5233125', 'LK-5233130', 'LK-5233135', 'LK-5233140', 'LK-5233145', 'LK-5233150', 'LK-5233155', 'LK-5233160']	['EC-13D']	['LG-52330', 'LK-5233']	[]	[7.273602949620535, 81.8216561682247]	8
MOH-52340	Irakkamam	LK	LK-5	LK-52	MOH-52340	12787	70.55	['LK-5234005', 'LK-5234010', 'LK-5234015', 'LK-5234020', 'LK-5234025', 'LK-5234030', 'LK-5234035', 'LK-5234040', 'LK-5234045', 'LK-5234050', 'LK-5234055']	['LG-52341', 'LK-5234']	[]	[]	[7.242311080534447, 81.7307149475216]	17
MOH-52360	Akkaraipattu	LK	LK-5	LK-52	MOH-52360	35509	52.13	['LG-52362', 'LK-5236025', 'LK-5236030', 'LK-5236035', 'LK-5236040', 'LK-5236045', 'LK-5236050', 'LK-5236055', 'LK-5236060', 'LK-5236065', 'LK-5236070', 'LK-5236075', 'LK-5236080', 'LK-5236085', 'LK-5236090', 'LK-5236095', 'LK-5236100', 'LK-5236105', 'LK-5236110', 'LK-5236115', 'LK-5236125', 'LK-5236130', 'LK-5236140', 'LK-5239005']	['EC-13', 'LK-52']	[]	['EC-13B', 'EC-13D', 'LG-52361', 'LG-52363', 'LK-5236', 'LK-5239']	[7.216066156953334, 81.78615915320188]	13
MOH-52390	Alayadivembu	LK	LK-5	LK-52	MOH-52390	21927	74.67	['LK-5239010', 'LK-5239015', 'LK-5239020', 'LK-5239025', 'LK-5239030', 'LK-5239035', 'LK-5239040', 'LK-5239045', 'LK-5239050', 'LK-5239055', 'LK-5239060', 'LK-5239065', 'LK-5239070', 'LK-5239075', 'LK-5239080', 'LK-5239085', 'LK-5239090', 'LK-5239095', 'LK-5239100', 'LK-5239105', 'LK-5239110']	['LK-5239']	[]	['LG-52361', 'LG-52363']	[7.177951563270017, 81.80182358541202]	6
MOH-52420	Damana	LK	LK-5	LK-52	MOH-52420	40288	467.5	['LK-5234060', 'LK-5242']	['EC-13', 'LK-52']	[]	['EC-13B', 'EC-13D', 'LG-52152', 'LG-52341', 'LK-5234']	[7.1403659559012445, 81.62816946493086]	83
MOH-52450	Thirukkovil	LK	LK-5	LK-52	MOH-52450	25277	273.74	['LK-5245005', 'LK-5245010', 'LK-5245015', 'LK-5245020', 'LK-5245025', 'LK-5245030', 'LK-5245035', 'LK-5245040', 'LK-5245045', 'LK-5245050', 'LK-5245055', 'LK-5245060', 'LK-5245065', 'LK-5245070', 'LK-5245075', 'LK-5245080', 'LK-5245085', 'LK-5245090', 'LK-5245095', 'LK-5245100', 'LK-5245105', 'LK-5245110']	['EC-13D']	['LG-52450', 'LK-5245']	[]	[7.076727761662205, 81.77311109295498]	29
MOH-52480	Pottuvil	LK	LK-5	LK-52	MOH-52480	34809	281.43	['LK-5248005', 'LK-5248010', 'LK-5248015', 'LK-5248020', 'LK-5248025', 'LK-5248030', 'LK-5248035', 'LK-5248040', 'LK-5248045', 'LK-5248050', 'LK-5248055', 'LK-5248060', 'LK-5248065', 'LK-5248070', 'LK-5248075', 'LK-5248080', 'LK-5248085', 'LK-5248090', 'LK-5248095', 'LK-5248100', 'LK-5248105', 'LK-5248110', 'LK-5248115', 'LK-5248120', 'LK-5248125', 'LK-5248130', 'LK-5248135']	['EC-13D']	['LG-52480', 'LK-5248']	[]	[6.941587289551579, 81.80024481501464]	22
MOH-52510	Lahugala	LK	LK-5	LK-52	MOH-52510	8914	826.03	['LK-5251005', 'LK-5251010', 'LK-5251015', 'LK-5251020', 'LK-5251025', 'LK-5251030', 'LK-5251035', 'LK-5251040', 'LK-5251045', 'LK-5251050', 'LK-5251055', 'LK-5251060']	['EC-13D']	['LG-52510', 'LK-5251']	[]	[6.751139736509335, 81.69857952435481]	22
MOH-53031	Padavi Sri Pura	LK	LK-5	LK-53	MOH-53031	9605	93.53	['LK-5303005', 'LK-5303010', 'LK-5303015', 'LK-5303020', 'LK-5303030', 'LK-5303040', 'LK-5303045', 'LK-5303050']	['LK-5303']	['LG-53031']	[]	[8.913304757175394, 80.84885392162923]	31
MOH-53061	Kuchchaveli	LK	LK-5	LK-53	MOH-53061	31532	428.0	['LK-5306005', 'LK-5306010', 'LK-5306015', 'LK-5306020', 'LK-5306025', 'LK-5306030', 'LK-5306035', 'LK-5306040', 'LK-5306045', 'LK-5306050', 'LK-5306055', 'LK-5306060', 'LK-5306070', 'LK-5306075', 'LK-5306080', 'LK-5306085', 'LK-5306090', 'LK-5306095', 'LK-5306100', 'LK-5306105', 'LK-5306110', 'LK-5306115', 'LK-5306120']	['LK-5306']	['LG-53061']	[]	[8.807766661791243, 81.0471563610521]	14
MOH-53091	Gomarankadawala	LK	LK-5	LK-53	MOH-53091	15350	618.05	['LG-53090', 'LG-53120', 'LK-5309', 'LK-5312']	['EC-14A']	[]	[]	[8.677000632636263, 80.99382086173445]	40
MOH-53152	Seruvila	LK	LK-5	LK-53	MOH-53152	11118	251.59	['LK-5330005', 'LK-5330010', 'LK-5330015', 'LK-5330020', 'LK-5330025', 'LK-5330030', 'LK-5330035', 'LK-5330040', 'LK-5330050', 'LK-5330060', 'LK-5330065', 'LK-5330070', 'LK-5330075', 'LK-5330080']	['LK-5330']	['LG-53152']	[]	[8.293005148489183, 81.24454616828068]	12
MOH-53153	Trincomalee	LK	LK-5	LK-53	MOH-53153	49811	11.8	['LK-5315080', 'LK-5315085', 'LK-5315090', 'LK-5315100', 'LK-5315105', 'LK-5315110', 'LK-5315115', 'LK-5315120', 'LK-5315125', 'LK-5315130', 'LK-5315180', 'LK-5315185', 'LK-5315190', 'LK-5315195', 'LK-5315200', 'LK-5315205', 'LK-5315210']	['LK-5315']	['LG-53154']	[]	[8.569910912213905, 81.22762110453749]	0
MOH-53154	Uppuveli	LK	LK-5	LK-53	MOH-53154	44794	128.2	['LK-5315005', 'LK-5315010', 'LK-5315015', 'LK-5315020', 'LK-5315025', 'LK-5315030', 'LK-5315035', 'LK-5315040', 'LK-5315045', 'LK-5315050', 'LK-5315055', 'LK-5315060', 'LK-5315065', 'LK-5315070', 'LK-5315075', 'LK-5315095', 'LK-5315135', 'LK-5315140', 'LK-5315150', 'LK-5315155', 'LK-5315160', 'LK-5315165', 'LK-5315170', 'LK-5315175', 'LK-5330045']	['EC-14', 'LK-53']	['LG-53153']	['EC-14A', 'EC-14B', 'LK-5315', 'LK-5330']	[8.560263966622907, 81.19011963193562]	9
MOH-53180	Thampalagamam	LK	LK-5	LK-53	MOH-53180	28527	235.74	['LK-5318005', 'LK-5318010', 'LK-5318015', 'LK-5318020', 'LK-5318025', 'LK-5318030', 'LK-5318035', 'LK-5318040', 'LK-5318045', 'LK-5318050', 'LK-5318055', 'LK-5318060']	['EC-14A']	['LG-53180', 'LK-5318']	[]	[8.492692027630696, 81.04950529840765]	170
MOH-53210	Kanthale	LK	LK-5	LK-53	MOH-53210	46802	408.28	['LK-5321005', 'LK-5321010', 'LK-5321015', 'LK-5321020', 'LK-5321025', 'LK-5321030', 'LK-5321035', 'LK-5321040', 'LK-5321045', 'LK-5321050', 'LK-5321055', 'LK-5321060', 'LK-5321065', 'LK-5321070', 'LK-5321075', 'LK-5321080', 'LK-5321085', 'LK-5321090', 'LK-5321095', 'LK-5321100', 'LK-5321105', 'LK-5321110', 'LK-5321115']	['EC-14A']	['LG-53210', 'LK-5321']	[]	[8.345838236871392, 81.05675894754992]	33
MOH-53240	Kinniya	LK	LK-5	LK-53	MOH-53240	64613	151.83	['LG-53241', 'LG-53242']	['EC-14A']	['LK-5324']	[]	[8.432211092559271, 81.16325840243]	4
