id	name	country_id	province_id	district_id	moh_id	population	area	subs	supers	eqs	ints	centroid	centroid_altitude
MOH-22210	Ambanganga Korale	LK	LK-2	LK-22	MOH-22210	15643	55.73	['LK-2221005', 'LK-2221010', 'LK-2221015', 'LK-2221020', 'LK-2221025', 'LK-2221030', 'LK-2221035', 'LK-2221040', 'LK-2221045', 'LK-2221050', 'LK-2221055', 'LK-2221060', 'LK-2221065', 'LK-2221070', 'LK-2221075', 'LK-2221080', 'LK-2221085', 'LK-2221090', 'LK-2221095', 'LK-2221100']	['EC-05B']	['LG-22210', 'LK-2221']	[]	[7.561297558547398, 80.67763897159672]	554
MOH-22240	Laggala-Pallegama	LK	LK-2	LK-22	MOH-22240	12110	376.31	['LK-2224005', 'LK-2224010', 'LK-2224015', 'LK-2224020', 'LK-2224025', 'LK-2224030', 'LK-2224035', 'LK-2224040', 'LK-2224045', 'LK-2224050', 'LK-2224055', 'LK-2224060', 'LK-2224065', 'LK-2224070', 'LK-2224075', 'LK-2224080', 'LK-2224085', 'LK-2224090', 'LK-2224095', 'LK-2224100', 'LK-2224105', 'LK-2224110', 'LK-2224115', 'LK-2224120', 'LK-2224125', 'LK-2224130', 'LK-2224135', 'LK-2224140', 'LK-2224145', 'LK-2224150', 'LK-2224155', 'LK-2224160', 'LK-2224165', 'LK-2224170', 'LK-2224175', 'LK-2224180', 'LK-2224185']	['LG-22241']	['LK-2224']	[]	[7.555022254671997, 80.80886033165312]	377
MOH-22270	Wilgamuwa	LK	LK-2	LK-22	MOH-22270	29494	288.39	['LG-22272', 'LK-2227105', 'LK-2227195']	['EC-05B']	['LK-2227']	['LG-22241']	[7.604335223090814, 80.9295572606026]	105
MOH-22300	Rattota	LK	LK-2	LK-22	MOH-22300	50518	105.13	['LK-2230005', 'LK-2230010', 'LK-2230015', 'LK-2230020', 'LK-2230025', 'LK-2230030', 'LK-2230035', 'LK-2230040', 'LK-2230045', 'LK-2230050', 'LK-2230055', 'LK-2230060', 'LK-2230065', 'LK-2230070', 'LK-2230075', 'LK-2230080', 'LK-2230085', 'LK-2230090', 'LK-2230100', 'LK-2230105', 'LK-2230110', 'LK-2230115', 'LK-2230120', 'LK-2230125', 'LK-2230130', 'LK-2230135', 'LK-2230140', 'LK-2230145', 'LK-2230150', 'LK-2230155', 'LK-2230160', 'LK-2230165', 'LK-2230170', 'LK-2230175', 'LK-2230180', 'LK-2230185', 'LK-2230190', 'LK-2230195', 'LK-2230200', 'LK-2230205', 'LK-2230210', 'LK-2230215', 'LK-2230220', 'LK-2230225', 'LK-2230230', 'LK-2230235', 'LK-2230240', 'LK-2230245', 'LK-2230250', 'LK-2230255', 'LK-2230260', 'LK-2230265', 'LK-2230270']	['LK-2230']	['LG-22300']	[]	[7.485880222168378, 80.68613061948442]	690
MOH-22330	Ukuwela	LK	LK-2	LK-22	MOH-22330	68027	78.41	['LG-22332', 'LK-2233100', 'LK-2233105']	['EC-05D']	['LK-2233']	['LG-22181']	[7.4290987824554815, 80.63756793045715]	436
MOH-23031	Kothmale	LK	LK-2	LK-23	MOH-23031	62586	139.54	['LK-2303010', 'LK-2303040', 'LK-2303045', 'LK-2303050', 'LK-2303055', 'LK-2303060', 'LK-2303065', 'LK-2303070', 'LK-2303075', 'LK-2303080', 'LK-2303085', 'LK-2303090', 'LK-2303095', 'LK-2303100', 'LK-2303105', 'LK-2303110', 'LK-2303195', 'LK-2303205', 'LK-2303215', 'LK-2303220', 'LK-2303225', 'LK-2303230', 'LK-2303235', 'LK-2303240', 'LK-2303245', 'LK-2303250', 'LK-2303255', 'LK-2303350', 'LK-2303355', 'LK-2303360', 'LK-2303365', 'LK-2303370', 'LK-2303375', 'LK-2303380', 'LK-2303385', 'LK-2303390', 'LK-2303395', 'LK-2303400', 'LK-2303405', 'LK-2303410', 'LK-2303415', 'LK-2303420', 'LK-2303425', 'LK-2303430', 'LK-2303435', 'LK-2303440', 'LK-2303475', 'LK-2303480']	['EC-06B', 'LG-23030', 'LK-2303']	[]	[]	[7.039333711016479, 80.68521607756936]	1557
MOH-23032	Nawathispane	LK	LK-2	LK-23	MOH-23032	38594	85.62	['LK-2303005', 'LK-2303015', 'LK-2303020', 'LK-2303025', 'LK-2303030', 'LK-2303035', 'LK-2303115', 'LK-2303120', 'LK-2303125', 'LK-2303130', 'LK-2303135', 'LK-2303140', 'LK-2303145', 'LK-2303150', 'LK-2303155', 'LK-2303160', 'LK-2303165', 'LK-2303170', 'LK-2303175', 'LK-2303180', 'LK-2303185', 'LK-2303190', 'LK-2303200', 'LK-2303210', 'LK-2303260', 'LK-2303265', 'LK-2303270', 'LK-2303275', 'LK-2303280', 'LK-2303285', 'LK-2303290', 'LK-2303295', 'LK-2303300', 'LK-2303305', 'LK-2303310', 'LK-2303315', 'LK-2303320', 'LK-2303325', 'LK-2303330', 'LK-2303335', 'LK-2303340', 'LK-2303345', 'LK-2303445', 'LK-2303450', 'LK-2303455', 'LK-2303460', 'LK-2303465', 'LK-2303470']	['EC-06B', 'LG-23030', 'LK-2303']	[]	[]	[7.0386619734536335, 80.60635219569153]	1199
MOH-23061	Hanguranketha	LK	LK-2	LK-23	MOH-23061	59352	142.69	['LK-2306005', 'LK-2306010', 'LK-2306015', 'LK-2306020', 'LK-2306025', 'LK-2306030', 'LK-2306035', 'LK-2306040', 'LK-2306045', 'LK-2306050', 'LK-2306055', 'LK-2306060', 'LK-2306065', 'LK-2306070', 'LK-2306075', 'LK-2306080', 'LK-2306085', 'LK-2306090', 'LK-2306095', 'LK-2306100', 'LK-2306105', 'LK-2306110', 'LK-2306115', 'LK-2306120', 'LK-2306125', 'LK-2306130', 'LK-2306135', 'LK-2306140', 'LK-2306145', 'LK-2306150', 'LK-2306155', 'LK-2306160', 'LK-2306165', 'LK-2306170', 'LK-2306175', 'LK-2306180', 'LK-2306185', 'LK-2306190', 'LK-2306195', 'LK-2306200', 'LK-2306205', 'LK-2306210', 'LK-2306215', 'LK-2306220', 'LK-2306225', 'LK-2306230', 'LK-2306235', 'LK-2306240', 'LK-2306245', 'LK-2306250', 'LK-2306255', 'LK-2306260', 'LK-2306265', 'LK-2306270', 'LK-2306275', 'LK-2306280', 'LK-2306285', 'LK-2306290', 'LK-2306295', 'LK-2306300', 'LK-2306305', 'LK-2306310', 'LK-2306315', 'LK-2306320', 'LK-2306370', 'LK-2306375', 'LK-2306380', 'LK-2306385', 'LK-2306390', 'LK-2306395', 'LK-2306400', 'LK-2306405', 'LK-2306410', 'LK-2306415', 'LK-2306420', 'LK-2306425', 'LK-2306430', 'LK-2306435', 'LK-2306440', 'LK-2306445', 'LK-2306450', 'LK-2306455', 'LK-2306460', 'LK-2306465', 'LK-2306515', 'LK-2306520']	['EC-06C', 'LG-23060', 'LK-2306']	[]	[]	[7.155995382707221, 80.7722318248216]	984
MOH-23062	Mathurata	LK	LK-2	LK-23	MOH-23062	29176	90.92	['LK-2306325', 'LK-2306330', 'LK-2306335', 'LK-2306340', 'LK-2306345', 'LK-2306350', 'LK-2306355', 'LK-2306360', 'LK-2306365', 'LK-2306470', 'LK-2306475', 'LK-2306480', 'LK-2306485', 'LK-2306490', 'LK-2306495', 'LK-2306500', 'LK-2306505', 'LK-2306510', 'LK-2306525', 'LK-2306530', 'LK-2306535', 'LK-2306540', 'LK-2306545', 'LK-2306550', 'LK-2306555', 'LK-2306560', 'LK-2306565', 'LK-2306570', 'LK-2306575', 'LK-2306580', 'LK-2306585', 'LK-2306590', 'LK-2306595', 'LK-2306600', 'LK-2306605', 'LK-2306610', 'LK-2306615', 'LK-2306620', 'LK-2306625', 'LK-2306630', 'LK-2306635', 'LK-2306640', 'LK-2306645', 'LK-2306650', 'LK-2306655']	['EC-06C', 'LG-23060', 'LK-2306']	[]	[]	[7.062769313481112, 80.7869894252283]	1259
MOH-23091	Ragala	LK	LK-2	LK-23	MOH-23091	59413	121.37	['LK-2309195', 'LK-2309200', 'LK-2309270', 'LK-2309365', 'LK-2309370', 'LK-2309375', 'LK-2309380', 'LK-2309385', 'LK-2309435', 'LK-2309440', 'LK-2309445', 'LK-2309450', 'LK-2309455', 'LK-2309460', 'LK-2309465', 'LK-2309470', 'LK-2309475', 'LK-2309485', 'LK-2309490', 'LK-2309500', 'LK-2309505', 'LK-2309510', 'LK-2309515', 'LK-2309520', 'LK-2309525', 'LK-2309530', 'LK-2309535', 'LK-2309540', 'LK-2309545', 'LK-2309550', 'LK-2309555', 'LK-2309560', 'LK-2309565', 'LK-2309570', 'LK-2309575', 'LK-2309580', 'LK-2309585', 'LK-2309590', 'LK-2309595', 'LK-2309600', 'LK-2309605', 'LK-2309610', 'LK-2309615', 'LK-2309620', 'LK-2309625']	['EC-06D', 'LG-23090', 'LK-2309']	[]	[]	[7.034291315171956, 80.88153986411423]	1471
MOH-23092	Walapane	LK	LK-2	LK-23	MOH-23092	44706	199.35	['LK-2309005', 'LK-2309010', 'LK-2309015', 'LK-2309020', 'LK-2309025', 'LK-2309030', 'LK-2309035', 'LK-2309040', 'LK-2309045', 'LK-2309050', 'LK-2309055', 'LK-2309060', 'LK-2309065', 'LK-2309070', 'LK-2309075', 'LK-2309080', 'LK-2309085', 'LK-2309090', 'LK-2309095', 'LK-2309100', 'LK-2309105', 'LK-2309110', 'LK-2309115', 'LK-2309120', 'LK-2309125', 'LK-2309130', 'LK-2309135', 'LK-2309140', 'LK-2309145', 'LK-2309150', 'LK-2309155', 'LK-2309160', 'LK-2309165', 'LK-2309170', 'LK-2309175', 'LK-2309180', 'LK-2309185', 'LK-2309190', 'LK-2309205', 'LK-2309210', 'LK-2309215', 'LK-2309220', 'LK-2309225', 'LK-2309230', 'LK-2309235', 'LK-2309240', 'LK-2309245', 'LK-2309250', 'LK-2309255', 'LK-2309260', 'LK-2309265', 'LK-2309275', 'LK-2309280', 'LK-2309285', 'LK-2309290', 'LK-2309295', 'LK-2309300', 'LK-2309305', 'LK-2309310', 'LK-2309315', 'LK-2309320', 'LK-2309325', 'LK-2309330', 'LK-2309335', 'LK-2309340', 'LK-2309345', 'LK-2309350', 'LK-2309355', 'LK-2309360', 'LK-2309390', 'LK-2309395', 'LK-2309400', 'LK-2309405', 'LK-2309410', 'LK-2309415', 'LK-2309420', 'LK-2309425', 'LK-2309430', 'LK-2309480', 'LK-2309495']	['EC-06D', 'LG-23090', 'LK-2309']	[]	[]	[7.129445448909707, 80.8900151816146]	850
MOH-23121	Kotagala	LK	LK-2	LK-23	MOH-23121	53183	80.6	['LK-2312005', 'LK-2312010', 'LK-2312015', 'LK-2312020', 'LK-2312025', 'LK-2312090', 'LK-2312095', 'LK-2312100', 'LK-2312105', 'LK-2312110', 'LK-2312115', 'LK-2312120', 'LK-2312125', 'LK-2312130']	['LK-2312']	[]	['LG-23122', 'LG-23123']	[6.942619255919521, 80.62954013533802]	1291
MOH-23122	Lindula	LK	LK-2	LK-23	MOH-23122	71964	166.95	['LK-2312085', 'LK-2312135', 'LK-2312140', 'LK-2312145', 'LK-2312255', 'LK-2312260', 'LK-2312265', 'LK-2312270', 'LK-2312275', 'LK-2312280', 'LK-2312285', 'LK-2312315', 'LK-2312320', 'LK-2312325', 'LK-2312330', 'LK-2312335', 'LK-2312340', 'LK-2312345', 'LK-2312350', 'LK-2312355', 'LK-2312360']	['LK-2312']	[]	['LG-23122', 'LG-23123']	[6.872160014401868, 80.71038348673335]	1398
MOH-23123	Nuwara Eliya	LK	LK-2	LK-23	MOH-23123	61691	213.71	['LK-2312030', 'LK-2312035', 'LK-2312040', 'LK-2312045', 'LK-2312050', 'LK-2312055', 'LK-2312075', 'LK-2312080', 'LK-2312150', 'LK-2312155', 'LK-2312160', 'LK-2312190', 'LK-2312195', 'LK-2312200', 'LK-2312205', 'LK-2312210', 'LK-2312215', 'LK-2312235', 'LK-2312240', 'LK-2312245', 'LK-2312250', 'LK-2312290', 'LK-2312295', 'LK-2312300', 'LK-2312305', 'LK-2312310']	['LK-2312']	[]	['LG-23121', 'LG-23122']	[6.91172748026425, 80.78169236417068]	1902
MOH-23124	Nuwara Eliya MC	LK	LK-2	LK-23	MOH-23124	25256	27.11	['LK-2312060', 'LK-2312065', 'LK-2312070', 'LK-2312165', 'LK-2312170', 'LK-2312175', 'LK-2312180', 'LK-2312185', 'LK-2312220', 'LK-2312225', 'LK-2312230']	['LK-2312']	[]	['LG-23121', 'LG-23122']	[6.974009739144958, 80.7785691658581]	1884
MOH-23151	Ambagamuwa	LK	LK-2	LK-23	MOH-23151	81108	186.34	['LK-2315005', 'LK-2315010', 'LK-2315015', 'LK-2315020', 'LK-2315025', 'LK-2315030', 'LK-2315035', 'LK-2315040', 'LK-2315045', 'LK-2315050', 'LK-2315055', 'LK-2315060', 'LK-2315065', 'LK-2315070', 'LK-2315075', 'LK-2315080', 'LK-2315085', 'LK-2315090', 'LK-2315095', 'LK-2315100', 'LK-2315105', 'LK-2315110', 'LK-2315115', 'LK-2315120', 'LK-2315125', 'LK-2315130', 'LK-2315135', 'LK-2315140', 'LK-2315145', 'LK-2315150', 'LK-2315155', 'LK-2315160', 'LK-2315165', 'LK-2315170', 'LK-2315185', 'LK-2315190', 'LK-2315195', 'LK-2315200', 'LK-2315205', 'LK-2315210', 'LK-2315215', 'LK-2315220']	['LK-2315']	[]	['LG-23151', 'LG-23152']	[6.941039932232224, 80.50721726255]	811
MOH-23152	Bogawanthalawa	LK	LK-2	LK-23	MOH-23152	54463	122.07	['LK-2315225', 'LK-2315230', 'LK-2315235', 'LK-2315295', 'LK-2315300', 'LK-2315305', 'LK-2315310', 'LK-2315315', 'LK-2315320', 'LK-2315325']	['LK-2315']	[]	['LG-23151', 'LG-23152']	[6.806978457976732, 80.67340866135285]	1291
MOH-23153	Maskeliya	LK	LK-2	LK-23	MOH-23153	70152	181.36	['LK-2315175', 'LK-2315180', 'LK-2315240', 'LK-2315245', 'LK-2315250', 'LK-2315255', 'LK-2315260', 'LK-2315265', 'LK-2315270', 'LK-2315275', 'LK-2315280', 'LK-2315285', 'LK-2315290', 'LK-2315330', 'LK-2315335']	['LG-23151']	[]	[]	[6.823605001358439, 80.56345376404643]	1160
MOH-31030	Bentota	LK	LK-3	LK-31	MOH-31030	49975	72.05	['LK-3103005', 'LK-3103010', 'LK-3103015', 'LK-3103020', 'LK-3103025', 'LK-3103030', 'LK-3103035', 'LK-3103040', 'LK-3103045', 'LK-3103050', 'LK-3103055', 'LK-3103060', 'LK-3103065', 'LK-3103070', 'LK-3103075', 'LK-3103080', 'LK-3103085', 'LK-3103090', 'LK-3103095', 'LK-3103100', 'LK-3103105', 'LK-3103110', 'LK-3103115', 'LK-3103120', 'LK-3103125', 'LK-3103130', 'LK-3103135', 'LK-3103140', 'LK-3103145', 'LK-3103150', 'LK-3103155', 'LK-3103160', 'LK-3103165', 'LK-3103170', 'LK-3103175', 'LK-3103180', 'LK-3103185', 'LK-3103190', 'LK-3103195', 'LK-3103200', 'LK-3103205', 'LK-3103210', 'LK-3103215', 'LK-3103220', 'LK-3103225', 'LK-3103230', 'LK-3103235', 'LK-3103240', 'LK-3103245', 'LK-3103250', 'LK-3103255']	['EC-07D']	['LG-31030', 'LK-3103']	[]	[6.38661328124683, 80.05545286791859]	9
MOH-31060	Balapitiya	LK	LK-3	LK-31	MOH-31060	66689	53.1	['LK-3106005', 'LK-3106010', 'LK-3106015', 'LK-3106020', 'LK-3106025', 'LK-3106030', 'LK-3106035', 'LK-3106040', 'LK-3106045', 'LK-3106050', 'LK-3106055', 'LK-3106060', 'LK-3106065', 'LK-3106070', 'LK-3106075', 'LK-3106080', 'LK-3106085', 'LK-3106090', 'LK-3106095', 'LK-3106100', 'LK-3106105', 'LK-3106110', 'LK-3106115', 'LK-3106125', 'LK-3106130', 'LK-3106135', 'LK-3106140', 'LK-3106145', 'LK-3106150', 'LK-3106155', 'LK-3106160', 'LK-3106165', 'LK-3106170', 'LK-3106175', 'LK-3106180', 'LK-3106185', 'LK-3106190', 'LK-3106195', 'LK-3106200', 'LK-3106205', 'LK-3106210', 'LK-3106215', 'LK-3106220', 'LK-3106225', 'LK-3106230', 'LK-3106235', 'LK-3106240', 'LK-3106245', 'LK-3106250', 'LK-3106255']	['EC-07A', 'LK-3106']	['LG-31060']	[]	[6.314176472832576, 80.05118013481574]	2
MOH-31090	Karandeniya	LK	LK-3	LK-31	MOH-31090	62498	89.76	['LK-3109005', 'LK-3109010', 'LK-3109015', 'LK-3109020', 'LK-3109025', 'LK-3109030', 'LK-3109035', 'LK-3109040', 'LK-3109045', 'LK-3109050', 'LK-3109055', 'LK-3109060', 'LK-3109065', 'LK-3109070', 'LK-3109075', 'LK-3109080', 'LK-3109085', 'LK-3109090', 'LK-3109095', 'LK-3109100', 'LK-3109105', 'LK-3109110', 'LK-3109115', 'LK-3109120', 'LK-3109125', 'LK-3109130', 'LK-3109135', 'LK-3109140', 'LK-3109145', 'LK-3109150', 'LK-3109155', 'LK-3109160', 'LK-3109165', 'LK-3109170', 'LK-3109175', 'LK-3109180', 'LK-3109185', 'LK-3109190', 'LK-3109195', 'LK-3109200']	['EC-07C']	['LG-31090', 'LK-3109']	[]	[6.3010305728366784, 80.10057184744849]	15
MOH-31120	Elpitiya	LK	LK-3	LK-31	MOH-31120	64726	153.39	['LK-3112005', 'LK-3112010', 'LK-3112015', 'LK-3112020', 'LK-3112025', 'LK-3112030', 'LK-3112035', 'LK-3112040', 'LK-3112045', 'LK-3112050', 'LK-3112055', 'LK-3112060', 'LK-3112065', 'LK-3112070', 'LK-3112075', 'LK-3112080', 'LK-3112085', 'LK-3112090', 'LK-3112095', 'LK-3112100', 'LK-3112105', 'LK-3112110', 'LK-3112115', 'LK-3112120', 'LK-3112125', 'LK-3112130', 'LK-3112135', 'LK-3112140', 'LK-3112145', 'LK-3112150', 'LK-3112155', 'LK-3112160', 'LK-3112165', 'LK-3112170', 'LK-3112175', 'LK-3112180', 'LK-3112185', 'LK-3112190', 'LK-3112195', 'LK-3112200', 'LK-3112205', 'LK-3112210', 'LK-3112215', 'LK-3112220', 'LK-3112225', 'LK-3112230', 'LK-3112235', 'LK-3112240', 'LK-3112245', 'LK-3112250', 'LK-3112255']	['EC-07D']	['LG-31120', 'LK-3112']	[]	[6.290180397197224, 80.1866161041994]	89
MOH-31150	Niyagama	LK	LK-3	LK-31	MOH-31150	35574	103.13	['LK-3115005', 'LK-3115010', 'LK-3115015', 'LK-3115020', 'LK-3115025', 'LK-3115030', 'LK-3115035', 'LK-3115040', 'LK-3115045', 'LK-3115050', 'LK-3115055', 'LK-3115060', 'LK-3115065', 'LK-3115070', 'LK-3115075', 'LK-3115080', 'LK-3115085', 'LK-3115090', 'LK-3115095', 'LK-3115100', 'LK-3115105', 'LK-3115110', 'LK-3115115', 'LK-3115120', 'LK-3115125', 'LK-3115130', 'LK-3115135', 'LK-3115140', 'LK-3115145', 'LK-3115150', 'LK-3115155', 'LK-3115160', 'LK-3115165', 'LK-3115170']	['EC-07E']	['LG-31150', 'LK-3115']	[]	[6.302543835089847, 80.25232466269512]	57
MOH-31180	Thawalama	LK	LK-3	LK-31	MOH-31180	31856	171.54	['LK-3118005', 'LK-3118010', 'LK-3118015', 'LK-3118020', 'LK-3118025', 'LK-3118030', 'LK-3118035', 'LK-3118040', 'LK-3118045', 'LK-3118050', 'LK-3118055', 'LK-3118060', 'LK-3118065', 'LK-3118070', 'LK-3118075', 'LK-3118080', 'LK-3118085', 'LK-3118090', 'LK-3118095', 'LK-3118100', 'LK-3118110', 'LK-3118115', 'LK-3118120', 'LK-3118125', 'LK-3118130', 'LK-3118135', 'LK-3118140', 'LK-3118145', 'LK-3118150', 'LK-3118155', 'LK-3118160', 'LK-3118165', 'LK-3118170', 'LK-3118175', 'LK-3118180']	['LK-3118']	['LG-31180']	[]	[6.293323531514007, 80.35653957284505]	195
MOH-31210	Neluwa	LK	LK-3	LK-31	MOH-31210	28640	153.29	['LK-3121005', 'LK-3121010', 'LK-3121015', 'LK-3121020', 'LK-3121025', 'LK-3121030', 'LK-3121035', 'LK-3121040', 'LK-3121045', 'LK-3121050', 'LK-3121055', 'LK-3121060', 'LK-3121065', 'LK-3121070', 'LK-3121075', 'LK-3121080', 'LK-3121085', 'LK-3121090', 'LK-3121095', 'LK-3121100', 'LK-3121105', 'LK-3121110', 'LK-3121115', 'LK-3121120', 'LK-3121125', 'LK-3121130', 'LK-3121135', 'LK-3121140', 'LK-3121145', 'LK-3121150', 'LK-3121155', 'LK-3121160', 'LK-3121165', 'LK-3121170']	['EC-07E']	['LG-31210', 'LK-3121']	[]	[6.3602825942540715, 80.41062284615772]	90
MOH-31240	Nagoda	LK	LK-3	LK-31	MOH-31240	53829	175.51	['LK-3124005', 'LK-3124010', 'LK-3124015', 'LK-3124020', 'LK-3124025', 'LK-3124030', 'LK-3124035', 'LK-3124040', 'LK-3124045', 'LK-3124050', 'LK-3124055', 'LK-3124060', 'LK-3124065', 'LK-3124070', 'LK-3124075', 'LK-3124080', 'LK-3124085', 'LK-3124090', 'LK-3124095', 'LK-3124100', 'LK-3124105', 'LK-3124110', 'LK-3124115', 'LK-3124120', 'LK-3124125', 'LK-3124130', 'LK-3124135', 'LK-3124140', 'LK-3124145', 'LK-3124150', 'LK-3124155', 'LK-3124160', 'LK-3124165', 'LK-3124170', 'LK-3124175', 'LK-3124180', 'LK-3124185', 'LK-3124190', 'LK-3124195', 'LK-3124200', 'LK-3124205', 'LK-3124210', 'LK-3124215', 'LK-3124220', 'LK-3124225', 'LK-3124230', 'LK-3124235', 'LK-3124240', 'LK-3124245', 'LK-3124250', 'LK-3124255', 'LK-3124260', 'LK-3124265']	['EC-07F']	['LG-31240', 'LK-3124']	[]	[6.199807452940763, 80.31295085349056]	14
MOH-31270	Baddegama	LK	LK-3	LK-31	MOH-31270	75008	113.28	['LK-3127005', 'LK-3127010', 'LK-3127015', 'LK-3127020', 'LK-3127025', 'LK-3127030', 'LK-3127035', 'LK-3127040', 'LK-3127045', 'LK-3127050', 'LK-3127055', 'LK-3127060', 'LK-3127065', 'LK-3127070', 'LK-3127075', 'LK-3127080', 'LK-3127085', 'LK-3127090', 'LK-3127095', 'LK-3127100', 'LK-3127105', 'LK-3127110', 'LK-3127115', 'LK-3127120', 'LK-3127125', 'LK-3127130', 'LK-3127135', 'LK-3127140', 'LK-3127145', 'LK-3127150', 'LK-3127155', 'LK-3127160', 'LK-3127165', 'LK-3127170', 'LK-3127175', 'LK-3127180', 'LK-3127185', 'LK-3127190', 'LK-3127195', 'LK-3127200', 'LK-3127205', 'LK-3127210', 'LK-3127215', 'LK-3127220', 'LK-3127225', 'LK-3127230', 'LK-3127235', 'LK-3127240', 'LK-3127245', 'LK-3127250', 'LK-3127255', 'LK-3127260', 'LK-3127265', 'LK-3127270', 'LK-3127275', 'LK-3127280', 'LK-3127285', 'LK-3127290', 'LK-3127295', 'LK-3127300', 'LK-3127305', 'LK-3127310', 'LK-3127315', 'LK-3127320', 'LK-3127325', 'LK-3127330', 'LK-3127335', 'LK-3127340', 'LK-3127345', 'LK-3127350']	['EC-07F']	['LG-31270', 'LK-3127']	[]	[6.136831509484574, 80.22071557203202]	11
MOH-31300	Welivitiya-Divithura	LK	LK-3	LK-31	MOH-31300	29347	55.24	['LK-3130005', 'LK-3130010', 'LK-3130015', 'LK-3130020', 'LK-3130025', 'LK-3130030', 'LK-3130035', 'LK-3130040', 'LK-3130045', 'LK-3130050', 'LK-3130055', 'LK-3130060', 'LK-3130065', 'LK-3130070', 'LK-3130075', 'LK-3130080', 'LK-3130085', 'LK-3130090', 'LK-3130095', 'LK-3130100']	['EC-07C']	['LG-31300', 'LK-3130']	[]	[6.206434646410994, 80.18033371171899]	57
MOH-31330	Ambalangoda	LK	LK-3	LK-31	MOH-31330	56961	49.25	['LG-31332', 'LK-3133045', 'LK-3133050', 'LK-3133055', 'LK-3133060', 'LK-3133065', 'LK-3133070', 'LK-3133075', 'LK-3133105', 'LK-3133110', 'LK-3133115', 'LK-3133120', 'LK-3133125', 'LK-3133130', 'LK-3133135', 'LK-3133140', 'LK-3133145', 'LK-3133150', 'LK-3133155', 'LK-3133160', 'LK-3133165', 'LK-3133170', 'LK-3133175', 'LK-3133180']	['EC-07B']	['LK-3133']	['LG-31331']	[6.222110203234733, 80.10269599757092]	24
MOH-31340	Gonapinuwala	LK	LK-3	LK-31	MOH-31340	21421	25.83	['LK-3134005', 'LK-3134010', 'LK-3134015', 'LK-3134020', 'LK-3134030', 'LK-3134035', 'LK-3134040', 'LK-3134045', 'LK-3134050', 'LK-3134055', 'LK-3134060', 'LK-3134065', 'LK-3134070', 'LK-3134075', 'LK-3134080', 'LK-3134085', 'LK-3134090', 'LK-3134095']	['LG-31331', 'LK-3134']	[]	[]	[6.16611032445515, 80.13149453951591]	13
MOH-31361	Hikkaduwa	LK	LK-3	LK-31	MOH-31361	61010	37.34	['LG-31361', 'LK-3136005', 'LK-3136010', 'LK-3136015', 'LK-3136020', 'LK-3136025', 'LK-3136030', 'LK-3136035', 'LK-3136040', 'LK-3136045', 'LK-3136050', 'LK-3136055', 'LK-3136060', 'LK-3136065', 'LK-3136070', 'LK-3136075', 'LK-3136080', 'LK-3136085', 'LK-3136090', 'LK-3136095', 'LK-3136100', 'LK-3136105', 'LK-3136110', 'LK-3136115', 'LK-3136120', 'LK-3136125', 'LK-3136130', 'LK-3136135', 'LK-3136140', 'LK-3136145', 'LK-3136150', 'LK-3136155', 'LK-3136160', 'LK-3136165', 'LK-3136170', 'LK-3136175', 'LK-3136180', 'LK-3136185', 'LK-3136190']	['EC-07G', 'LK-3136']	[]	['LG-31362']	[6.168759904068707, 80.09716295614136]	12
MOH-31362	Rathgama	LK	LK-3	LK-31	MOH-31362	40899	27.02	['LK-3136310', 'LK-3136315', 'LK-3136320', 'LK-3136325', 'LK-3136330', 'LK-3136335', 'LK-3136360', 'LK-3136365', 'LK-3136370', 'LK-3136375', 'LK-3136380', 'LK-3136385', 'LK-3136390', 'LK-3136395', 'LK-3136400', 'LK-3136405', 'LK-3136410', 'LK-3136415', 'LK-3136420', 'LK-3136425', 'LK-3136430', 'LK-3136435', 'LK-3136440', 'LK-3136445', 'LK-3136450', 'LK-3136455', 'LK-3136460', 'LK-3136465', 'LK-3136470', 'LK-3136475', 'LK-3136480', 'LK-3136485']	['LG-31362']	[]	[]	[6.101079250134277, 80.15744508094576]	22
MOH-31390	Galle Four Gravets	LK	LK-3	LK-31	MOH-31390	101749	23.15	['LG-31392', 'LK-3139005', 'LK-3139010', 'LK-3139015', 'LK-3139020', 'LK-3139025', 'LK-3139040', 'LK-3139045']	['EC-07', 'LK-31']	['EC-07H', 'LK-3139']	['LG-31391']	[6.053625753115206, 80.20800327062294]	11
MOH-31420	Bope-Poddala	LK	LK-3	LK-31	MOH-31420	50331	29.03	['LK-3142005', 'LK-3142010', 'LK-3142015', 'LK-3142020', 'LK-3142025', 'LK-3142030', 'LK-3142035', 'LK-3142040', 'LK-3142045', 'LK-3142050', 'LK-3142055', 'LK-3142060', 'LK-3142065', 'LK-3142070', 'LK-3142075', 'LK-3142080', 'LK-3142085', 'LK-3142090', 'LK-3142095', 'LK-3142100', 'LK-3142105', 'LK-3142110', 'LK-3142115', 'LK-3142120', 'LK-3142125', 'LK-3142130', 'LK-3142135', 'LK-3142140', 'LK-3142145', 'LK-3142150', 'LK-3142155', 'LK-3142160', 'LK-3142165', 'LK-3142170', 'LK-3142175', 'LK-3142180', 'LK-3142185', 'LK-3142190', 'LK-3142195', 'LK-3142200', 'LK-3142205', 'LK-3142210', 'LK-3142215', 'LK-3142220']	['EC-07I', 'LG-31391']	['LK-3142']	[]	[6.0843641974220946, 80.21692407262086]	6
